b0_pop,46.42,-0.035125,0.34292,-32.697,-4.2067e-05,-0.00023819,4.4143e-05,2.0646e-05,0.0042721,0.00038555,5.9313,0.010312,-0.11921,0.52562,0.002766
b1_pop,-0.035125,0.0039346,0.002098,-0.59014,-9.5831e-08,2.4894e-07,1.3323e-07,1.585e-07,1.7254e-05,9.4044e-06,0.051469,-0.0016352,-0.00021551,0.0047471,9.248e-06
b2_pop,0.34292,0.002098,0.020329,0.40912,-4.318e-08,-1.786e-05,-2.8943e-07,1.9492e-07,-1.325e-05,7.0812e-06,0.11247,-0.002293,-0.0081797,-0.00013244,4.1056e-05
a_pop,-32.697,-0.59014,0.40912,467.68,5.0559e-05,-0.0018912,-0.00010099,-2.8906e-05,-0.0089256,-0.0012366,-17.744,0.036567,-0.34763,-5.392,-0.0044677
h1_pop,-4.2067e-05,-9.5831e-08,-4.318e-08,5.0559e-05,2.0512e-07,7.2945e-08,-4.0853e-08,-1.5267e-08,-1.9478e-05,-3.3341e-07,4.5782e-06,3.0134e-07,-1.358e-06,-1.7368e-06,1.7942e-08
h2_pop,-0.00023819,2.4894e-07,-1.786e-05,-0.0018912,7.2945e-08,0.00019638,3.3951e-07,-6.5344e-07,-8.7098e-06,-0.00024147,-1.4001e-05,4.2243e-06,1.5787e-05,4.8767e-06,8.148e-08
alpha1_pop,4.4143e-05,1.3323e-07,-2.8943e-07,-0.00010099,-4.0853e-08,3.3951e-07,5.5485e-08,7.9347e-09,4.3434e-06,-2.6991e-07,-5.8912e-06,-1.9275e-07,1.8218e-06,2.2059e-06,-2.0761e-08
alpha2_pop,2.0646e-05,1.585e-07,1.9492e-07,-2.8906e-05,-1.5267e-08,-6.5344e-07,7.9347e-09,2.4257e-08,1.6912e-06,1.165e-06,-2.49e-06,-1.6681e-08,2.3841e-07,1.3992e-06,-1.4457e-08
beta_hcov1_score4C,0.0042721,1.7254e-05,-1.325e-05,-0.0089256,-1.9478e-05,-8.7098e-06,4.3434e-06,1.6912e-06,0.0020971,3.7121e-05,-0.00052125,-1.7731e-05,0.00014949,0.00022761,-2.2089e-06
beta_hcov2_score4C,0.00038555,9.4044e-06,7.0812e-06,-0.0012366,-3.3341e-07,-0.00024147,-2.6991e-07,1.165e-06,3.7121e-05,0.00040515,-3.9958e-05,7.6324e-06,-7.2494e-06,5.2673e-05,-5.7613e-07
omega_b0,5.9313,0.051469,0.11247,-17.744,4.5782e-06,-1.4001e-05,-5.8912e-06,-2.49e-06,-0.00052125,-3.9958e-05,24.646,-0.025938,-0.032816,0.17373,-0.0037559
omega_b1,0.010312,-0.0016352,-0.002293,0.036567,3.0134e-07,4.2243e-06,-1.9275e-07,-1.6681e-08,-1.7731e-05,7.6324e-06,-0.025938,0.0015909,0.00071261,0.00054197,-1.7447e-05
omega_b2,-0.11921,-0.00021551,-0.0081797,-0.34763,-1.358e-06,1.5787e-05,1.8218e-06,2.3841e-07,0.00014949,-7.2494e-06,-0.032816,0.00071261,0.0047656,0.0014761,-3.5977e-05
omega_a,0.52562,0.0047471,-0.00013244,-5.392,-1.7368e-06,4.8767e-06,2.2059e-06,1.3992e-06,0.00022761,5.2673e-05,0.17373,0.00054197,0.0014761,0.089793,-1.9948e-05
e_b,0.002766,9.248e-06,4.1056e-05,-0.0044677,1.7942e-08,8.148e-08,-2.0761e-08,-1.4457e-08,-2.2089e-06,-5.7613e-07,-0.0037559,-1.7447e-05,-3.5977e-05,-1.9948e-05,2.9559e-05
