rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b04,b14,b05,b15,b06,b16,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,alpha21,alpha22,alpha23,alpha24,alpha25,alpha26,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26
1,1,2.37658207577647,0.0946559709564318,-0.151498695829991,8.72359339215021,7.41868370612331,0.00113248017857381,3.84144662248475,-0.0367202563566988,3.63381936301548,-0.124720673951446,7.84856956301348,0.0853771573840075,4.96942730948692,0.198895011862557,0.0323674530219028,0.120492961155631,0.793878337839694,0.123592314325295,0.175337722146873,-10.3665753642136,0.624262797342376,1.00352810073561e-08,-1.28783390923111e-06,-6.96334509391917e-05,-0.0548658190177497,8.43892413836236e-06,-0.204580844990063,-1.62984923446618e-06,7.60736162421018e-05,5.17791509460224e-05,-2.33061079292007,0.243264750576502,-0.0179436959174644,0.732223691694462,0.015133611071545,-0.00129096588790971,-0.339154640088983,0.113429859657937,-1.59424859217215,-0.144296285924111,0.875531668080467,0.11267374266231,-0.177582091675904,0.277258155343453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3.70745939774404,-0.10212382112496,-0.213129248907692,8.78958471446231,7.39808920261011,0.00237312342255068,4.32077092189681,-0.0643128513649664,4.74848578056004,-0.116000142239673,7.64753354400492,-0.115555401613165,4.94779012149282,0.003146141033777,0.0323674530219028,0.120492961155631,0.793878337839694,0.123592314325295,0.175337722146873,-10.3665753642136,0.624262797342376,1.00352810073561e-08,-1.28783390923111e-06,-6.96334509391917e-05,-0.0548658190177497,8.43892413836236e-06,-0.204580844990063,-1.62984923446618e-06,7.60736162421018e-05,5.17791509460224e-05,-0.999733470952491,0.04648495849511,-0.0795742489951652,0.739759917756901,-0.00546089244164794,-5.03226439328331e-05,0.140169659323073,0.085837264649669,-0.479582174627589,-0.135575754212338,0.674495649071906,-0.0882588163348633,-0.199219279670007,0.0815092845146733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,4.35817471301657,-0.0737517068899907,-0.154658185406108,3.7632769513507,7.47399900900033,-0.00457816161815172,4.82757305670673,-0.290908874398181,4.50117410884303,-0.0998479384336937,7.4050343229685,0.0379355529408603,6.00937746300828,-0.0556853601572705,0.0323674530219028,0.120492961155631,0.793878337839694,0.123592314325295,0.175337722146873,-10.3665753642136,0.624262797342376,1.00352810073561e-08,-1.28783390923111e-06,-6.96334509391917e-05,-0.0548658190177497,8.43892413836236e-06,-0.204580844990063,-1.62984923446618e-06,7.60736162421018e-05,5.17791509460224e-05,-0.349018155679961,0.0748570727300793,-0.0211031854935811,-0.108517440143029,0.0704489139485736,-0.00700160768463524,0.646971794133,-0.140758758383546,-0.726893846344598,-0.119423550406359,0.431996428035485,0.0652321382191626,0.862368061845446,0.0226777833236258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4.31768576599109,-0.109218579552332,-0.0917339395850651,11.5110093716757,7.40829038189607,0.0035724586271159,4.04579343208478,-0.268744931679116,6.04734729741422,0.0291744798863417,7.09560878028852,-0.203801345842626,4.87031753893842,-0.144847056629861,0.0323674530219028,0.120492961155631,0.793878337839694,0.123592314325295,0.175337722146873,-10.3665753642136,0.624262797342376,1.00352810073561e-08,-1.28783390923111e-06,-6.96334509391917e-05,-0.0548658190177497,8.43892413836236e-06,-0.204580844990063,-1.62984923446618e-06,7.60736162421018e-05,5.17791509460224e-05,-0.389507102705441,0.0393902000677382,0.0418210603274616,1.0094963664842,0.00474028684431271,0.00114901256063239,-0.134807830488949,-0.11859481566448,0.81927934222659,0.00959886791367627,0.122570885355507,-0.176504760564324,-0.276691862224411,-0.0664839131489647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4.24375457110668,-0.246261301683547,-0.0316153530059058,16.2813893742818,7.47121266875022,-0.000998549292522514,3.66472360246346,0.0085093740950061,5.55927745965032,-0.0795550233409159,8.07939213120771,-0.0248863615681247,5.34308882962428,-0.0569378762077708,0.0323674530219028,0.120492961155631,0.793878337839694,0.123592314325295,0.175337722146873,-10.3665753642136,0.624262797342376,1.00352810073561e-08,-1.28783390923111e-06,-6.96334509391917e-05,-0.0548658190177497,8.43892413836236e-06,-0.204580844990063,-1.62984923446618e-06,7.60736162421018e-05,5.17791509460224e-05,-0.46343829758985,-0.0976525220634766,0.101939646906621,1.35621515173558,0.0676625736984606,-0.00342199535900603,-0.515877660110275,0.158659490109641,0.331209504462689,-0.0991306353135813,1.1063542362747,0.00241022371017749,0.196079428461452,0.0214252672731255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,4.02074004474816,-0.0906888334512597,0.0249399886653482,13.0557973150598,7.43247773931407,0.00550235352012211,3.33832907644784,-0.351680264097008,5.74327597456447,0.0323097373001108,7.75931172469105,-0.152348865662705,5.77381650388111,-0.0160885470803393,0.0323674530219028,0.120492961155631,0.793878337839694,0.123592314325295,0.175337722146873,-10.3665753642136,0.624262797342376,1.00352810073561e-08,-1.28783390923111e-06,-6.96334509391917e-05,-0.0548658190177497,8.43892413836236e-06,-0.204580844990063,-1.62984923446618e-06,7.60736162421018e-05,5.17791509460224e-05,-0.686452823948373,0.0579199461688102,0.158494988577875,1.13542472622784,0.028927644262307,0.0030789074536386,-0.842272186125897,-0.201530148082372,0.515208019376836,0.0127341253274454,0.786273829758044,-0.125052280384402,0.626807102718279,0.062274596400557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,4.48663416846768,0.115643198819986,-0.0722479722047499,2.72468323279382,7.41845146387423,0.00126218855155499,4.86783754092942,-0.38214031761018,2.55507543741914,0.0320405099142502,6.9070600923426,-0.00564992046890768,3.41048878517289,-0.274939882455707,0.0323674530219028,0.120492961155631,0.793878337839694,0.123592314325295,0.175337722146873,-10.3665753642136,0.624262797342376,1.00352810073561e-08,-1.28783390923111e-06,-6.96334509391917e-05,-0.0548658190177497,8.43892413836236e-06,-0.204580844990063,-1.62984923446618e-06,7.60736162421018e-05,5.17791509460224e-05,-0.220558700228857,0.264251978440056,0.0613070277077768,-0.431455371086015,0.0149013688224695,-0.00116125751492853,0.687236278355682,-0.231990201595545,-2.6729925177685,0.0124648979415847,-0.0659778025904112,0.0216466648093946,-1.73652061598994,-0.19657673897481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,5.13223663095133,0.00281664802905868,-0.168825236998308,2.8530091567092,7.47156235629178,-0.0051288805587138,5.69440098754981,-0.266140489072548,2.39548081683376,-0.0292397166603817,7.76498558261417,0.0848533066079965,3.92326637181838,-0.0954574511114747,0.0323674530219028,0.120492961155631,0.793878337839694,0.123592314325295,0.175337722146873,-10.3665753642136,0.624262797342376,1.00352810073561e-08,-1.28783390923111e-06,-6.96334509391917e-05,-0.0548658190177497,8.43892413836236e-06,-0.204580844990063,-1.62984923446618e-06,7.60736162421018e-05,5.17791509460224e-05,0.4250437622548,0.151425427649129,-0.0352702370857816,-0.385433265869753,0.068012261240022,-0.00755232662519731,1.51379972497608,-0.115990373057912,-2.83258713835387,-0.0488153286330471,0.791947687681159,0.112149891886299,-1.22374302934445,-0.0170943076305784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,4.15332990246322,-0.00277513245097546,-0.242233242365727,7.84713005842149,7.39366200272721,0.00522798781433667,5.30472921866548,-0.113524979203232,1.85261648876091,0.0615954395284713,7.45746222151265,-0.0657462292812226,3.398884163835,-0.309130519358986,0.0323674530219028,0.120492961155631,0.793878337839694,0.123592314325295,0.175337722146873,-10.3665753642136,0.624262797342376,1.00352810073561e-08,-1.28783390923111e-06,-6.96334509391917e-05,-0.0548658190177497,8.43892413836236e-06,-0.204580844990063,-1.62984923446618e-06,7.60736162421018e-05,5.17791509460224e-05,-0.553862966233317,0.145833647169094,-0.1086782424532,0.626340319695926,-0.0098880923245499,0.00280454174785316,1.12412795609174,0.0366251368114029,-3.37545146642672,0.0420198275558059,0.48442432657964,-0.0384496440029204,-1.74812523732783,-0.23076737587809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4.41410090113887,-0.226073461467722,-0.164352316596067,3.70874015117879,7.42793332650307,0.00415534143274112,5.1317504417046,-0.150693450812159,5.23974574603817,0.0409792165665377,5.89870361958765,0.0173209087754196,5.68777350997547,0.0815599743463954,0.0323674530219028,0.120492961155631,0.793878337839694,0.123592314325295,0.175337722146873,-10.3665753642136,0.624262797342376,1.00352810073561e-08,-1.28783390923111e-06,-6.96334509391917e-05,-0.0548658190177497,8.43892413836236e-06,-0.204580844990063,-1.62984923446618e-06,7.60736162421018e-05,5.17791509460224e-05,-0.293091967557663,-0.0774646818476516,-0.0307973166835403,-0.123115310542114,0.0243832314513108,0.00173189536625761,0.951149179130862,-0.000543334797523998,0.0116777908505341,0.0214036045938722,-1.07433427534536,0.0446174940537218,0.540764108812643,0.159923117827292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
