b0_pop,1,-0.9041,-0.54438,-0.75596,0.0071123,-0.14053,-0.064072,-0.24288,-0.00027392,0.15889,0.6352,0.89751,-0.86685,0.88156,0.027252
b1_pop,-0.9041,1,0.66531,0.67267,-0.0060588,0.21469,0.079271,0.32432,-0.0020378,-0.20123,-0.65904,-0.99396,0.9397,-0.9121,-0.072975
b2_pop,-0.54438,0.66531,1,0.40304,-0.0035613,0.12226,0.041051,0.17842,-0.0030163,-0.11476,-0.36653,-0.68203,0.60783,-0.5702,-0.036832
a_pop,-0.75596,0.67267,0.40304,1,-0.0065544,0.12699,0.057303,0.22083,0.00031483,-0.14477,-0.45469,-0.68701,0.70842,-0.8651,-0.081858
h1_pop,0.0071123,-0.0060588,-0.0035613,-0.0065544,1,-0.055554,-0.31912,0.015394,-0.94353,0.052655,0.001614,0.0064994,-0.0073192,0.0064355,0.00047494
h2_pop,-0.14053,0.21469,0.12226,0.12699,-0.055554,1,0.23312,0.42149,0.053272,-0.83514,-0.17705,-0.2003,0.17963,-0.18199,-0.050492
alpha1_pop,-0.064072,0.079271,0.041051,0.057303,-0.31912,0.23312,1,0.19602,0.3324,-0.26425,-0.06921,-0.075885,0.070571,-0.070392,-0.011218
alpha2_pop,-0.24288,0.32432,0.17842,0.22083,0.015394,0.42149,0.19602,1,-0.024449,-0.58365,-0.29954,-0.31206,0.27726,-0.28486,-0.044984
beta_hcov1_score4C,-0.00027392,-0.0020378,-0.0030163,0.00031483,-0.94353,0.053272,0.3324,-0.024449,1,-0.048238,0.0034312,0.002153,-0.0005524,0.0013069,2.2246e-05
beta_hcov2_score4C,0.15889,-0.20123,-0.11476,-0.14477,0.052655,-0.83514,-0.26425,-0.58365,-0.048238,1,0.1818,0.19608,-0.17267,0.17917,0.025243
omega_b0,0.6352,-0.65904,-0.36653,-0.45469,0.001614,-0.17705,-0.06921,-0.29954,0.0034312,0.1818,1,0.63835,-0.59301,0.59174,0.012659
omega_b1,0.89751,-0.99396,-0.68203,-0.68701,0.0064994,-0.2003,-0.075885,-0.31206,0.002153,0.19608,0.63835,1,-0.94323,0.9163,0.070311
omega_b2,-0.86685,0.9397,0.60783,0.70842,-0.0073192,0.17963,0.070571,0.27726,-0.0005524,-0.17267,-0.59301,-0.94323,1,-0.89459,-0.079688
omega_a,0.88156,-0.9121,-0.5702,-0.8651,0.0064355,-0.18199,-0.070392,-0.28486,0.0013069,0.17917,0.59174,0.9163,-0.89459,1,0.068214
e_b,0.027252,-0.072975,-0.036832,-0.081858,0.00047494,-0.050492,-0.011218,-0.044984,2.2246e-05,0.025243,0.012659,0.070311,-0.079688,0.068214,1
