rep,id,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,0.0211160509645638,-0.39966952424102,0.158564372727053,0.136175163988041,0,0,0,0,0,0,11
2,1,-0.0128526117418115,0.178527670293644,-0.29245159289739,1.34408263844882,0,0,0,0,0,0,11
3,1,0.0346786789995568,0.613169060767137,-0.106492944277558,0.114556043285554,0,0,0,0,0,0,11
4,1,-0.00188012371313229,-0.581550707780257,0.244823222771695,1.50960678958673,0,0,0,0,0,0,11
5,1,0.0265392187445761,-0.385055022521585,0.211879648625486,0.210329281933365,0,0,0,0,0,0,11
6,1,0.0104341612604653,0.157621869983592,-0.334540909534818,-0.806265032492032,0,0,0,0,0,0,11
7,1,0.0107099369780823,-0.034229490497695,-0.169791313824275,-1.06928082332808,0,0,0,0,0,0,11
8,1,0.0197630361013035,0.244965015240359,-0.402842932352637,-0.741604246153219,0,0,0,0,0,0,11
9,1,0.00481276652413687,-0.0677363828018593,0.264361494933316,0.942032234867206,0,0,0,0,0,0,11
10,1,-0.00751217117219016,-0.22016377505886,0.00293101467113499,0.629527379276288,0,0,0,0,0,0,11
1,2,0.0314177431220002,0.01006648857384,-0.0491305227767189,0.32987601082374,0,0,0,0,0,0,5
2,2,0.0183920141787399,0.19712324784503,0.255743264581369,-0.473109664593058,0,0,0,0,0,0,5
3,2,0.00443077533027392,-0.187047110874524,0.430616078764888,0.290048360772521,0,0,0,0,0,0,5
4,2,0.0101717325316513,-0.127303794935778,0.15046152164781,-0.149472780529121,0,0,0,0,0,0,5
5,2,0.0161450774839167,-0.183103882166123,-0.649392485056602,1.13269454055207,0,0,0,0,0,0,5
6,2,0.0494536709951467,0.353081783824505,0.0339475157490567,0.357369458630582,0,0,0,0,0,0,5
7,2,-0.0235311698897498,-0.241954539026835,-0.181605094413682,0.270246718811291,0,0,0,0,0,0,5
8,2,0.0339018267901077,0.233874095071861,0.52578610409693,-0.886498819119891,0,0,0,0,0,0,5
9,2,0.045124217905975,0.44093309532611,-0.122074046251826,0.583535881507138,0,0,0,0,0,0,5
