rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha25,eta_alpha27
1,1,-1.927270854831,0.00544663638964341,-0.0898243472792609,1.25116468173794,0.0256187815304276,0.00215131869999985,1.21838686756738,0.145698435798782,-0.560743097587458,-0.0315170457458068,1.22459337588538,1.79285223004247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0.441258834142895,0.0256055718058889,-0.0549217705728775,-0.0798276376122131,-0.0299834788996645,-0.00729067778113104,0.330322081415305,0.0475051110077765,0.146996650962453,0.0932784478354873,33.7638059312009,3.12573570587438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-1.55903806576893,0.0989348592267112,-0.0920909477353672,0.284291233444569,-0.032976442607616,0.00232715746293653,0.487581125833678,-0.186998182068326,-0.246519783438456,-0.00693918433317417,70.5741818772664,-1.71596555081333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1.83620686695173,0.0577623446030602,0.0111122586452929,2.23050187643306,0.0314569662367425,-0.00876234546493195,0.722741832028317,0.292803924436584,1.55758959162374,0.197949208562283,15.7867864133817,-6.49608778986546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3.04661120263238,0.11680788807444,0.0662934774623165,1.10019921587485,0.000961326413657204,-0.00231812900483968,1.9290748996501,0.204334265588207,0.599123314172984,0.354346365367012,37.255468366983,-1.79176948499693,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0.183716549924808,0.126253459903322,-0.102114865360004,0.63391726351924,-0.0083685519145611,-0.00287098740379428,0.532452631656152,0.336964478074469,0.731173155509327,0.293901226072445,4.45451839819384,2.95840034326422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.825844321495619,0.132745061319491,0.0314346181269419,-0.807993238794245,-0.0237252676385813,-0.00494782383071961,-0.822450199938665,-0.176703939736534,0.425607853901148,0.0508438260381199,-39.9485509303549,-2.7818249564334,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0.389015328890691,0.139093354154959,0.0519448812990264,1.0124548622693,0.0311167301430304,-0.00182975868812756,-1.33081862345718,-0.0870390893825803,0.647035809630623,0.0583259031335649,-44.8440696879945,0.641051836143898,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-0.0248692385294111,0.0752890410363904,0.0269561159681078,0.8227332031148,-0.0269363562504905,-0.00261362455550288,-0.651772461966291,-0.167956610749023,0.0780913585905099,0.16688086458386,-21.8805507063893,0.888721005419312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,-2.21534431512526,-0.00315746874479894,0.0287020427263704,-0.992736293642051,-0.0259780947851072,0.00543358815692898,-1.23699693849519,-0.0124486016524294,-1.9200143293569,0.13659154435713,-102.95756135489,1.32483998796473,0,0,0,0,0,0,0,0,0,0,0,0,0,0
