rep,id,b03,b13,p1,g1,p2,g2,alpha13,alpha23,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha13,eta_alpha23
1,1,4.87191419623652,-0.177561543921474,0.0496826822807303,0.0727656754286161,0.761964052169752,0.127053942129816,0.853204365569972,-0.212949801918442,0.639898082155575,-0.00444349272116948,0,0,0,0,0,0
2,1,4.49261794030111,-0.198529128059879,0.0496826822807303,0.0727656754286161,0.761964052169752,0.127053942129816,0.853204365569972,-0.212949801918442,0.260601826220172,-0.0254110768595751,0,0,0,0,0,0
3,1,5.20776025734405,-0.239081320440178,0.0496826822807303,0.0727656754286161,0.761964052169752,0.127053942129816,0.853204365569972,-0.212949801918442,0.975744143263112,-0.0659632692398741,0,0,0,0,0,0
1,2,4.09524323660883,-0.174785107444137,0.0496826822807303,0.0727656754286161,0.761964052169752,0.127053942129816,0.853204365569972,-0.212949801918442,-0.136772877472105,-0.00166705624383257,0,0,0,0,0,0
2,2,4.52247042808584,-0.0610815416131835,0.0496826822807303,0.0727656754286161,0.761964052169752,0.127053942129816,0.853204365569972,-0.212949801918442,0.2904543140049,0.112036509587121,0,0,0,0,0,0
3,2,4.76997489811517,0.0526723783030696,0.0496826822807303,0.0727656754286161,0.761964052169752,0.127053942129816,0.853204365569972,-0.212949801918442,0.537958784034232,0.225790429503374,0,0,0,0,0,0
1,3,4.50000460284757,-0.396896147745208,0.0496826822807303,0.0727656754286161,0.761964052169752,0.127053942129816,0.853204365569972,-0.212949801918442,0.267988488766632,-0.223778096544904,0,0,0,0,0,0
2,3,4.5669366251874,-0.0984992671931398,0.0496826822807303,0.0727656754286161,0.761964052169752,0.127053942129816,0.853204365569972,-0.212949801918442,0.334920511106461,0.0746187840071643,0,0,0,0,0,0
3,3,5.19821824148954,-0.272882111325763,0.0496826822807303,0.0727656754286161,0.761964052169752,0.127053942129816,0.853204365569972,-0.212949801918442,0.966202127408604,-0.0997640601254584,0,0,0,0,0,0
1,4,3.80093721129178,-0.0738469445285837,0.0496826822807303,0.0727656754286161,0.761964052169752,0.127053942129816,0.853204365569972,-0.212949801918442,-0.431078902789158,0.0992711066717205,0,0,0,0,0,0
2,4,4.32781520402658,-0.173081610156577,0.0496826822807303,0.0727656754286161,0.761964052169752,0.127053942129816,0.853204365569972,-0.212949801918442,0.0957990899456362,3.64410437276308e-05,0,0,0,0,0,0
3,4,4.0147101016311,-0.0732032134917742,0.0496826822807303,0.0727656754286161,0.761964052169752,0.127053942129816,0.853204365569972,-0.212949801918442,-0.21730601244984,0.09991483770853,0,0,0,0,0,0
