rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23
1,1,-0.0371753254055891,-0.00560576530224983,0.802525011380615,0.134490670249241,0,0,0,0,0,0,0,0
2,1,-0.027503730198748,-0.00836414185843659,1.01710346236458,0.129444194908173,0,0,0,0,0,0,0,0
3,1,-0.00298010665470372,-0.00405458735590551,0.421901933056907,0.14211638300043,0,0,0,0,0,0,0,0
1,2,0.0225584930741789,0.00436556600803584,0.574021554391871,0.0667275839070887,0,0,0,0,0,0,0,0
2,2,0.0286498580948704,0.00538312383384674,0.793727390431343,0.178867677831114,0,0,0,0,0,0,0,0
3,2,0.0668141048002271,0.00139162332640966,0.905435584902164,0.0412155343015794,0,0,0,0,0,0,0,0
1,3,-0.0301724522825619,0.00324258121235606,0.188439113618385,-0.281345078343725,0,0,0,0,0,0,0,0
2,3,0.00921592476219857,0.00151290018800762,0.661479244119191,-0.289009829231869,0,0,0,0,0,0,0,0
3,3,-0.0272171062782149,0.00413822788930126,1.00771156701941,-0.306688014057866,0,0,0,0,0,0,0,0
1,4,0.00783902496704147,-0.000837733745818546,2.42001854275686,0.0232332827835542,0,0,0,0,0,0,0,0
2,4,-0.0468359752663847,0.0012884420445809,1.57398201944111,0.127126924159888,0,0,0,0,0,0,0,0
3,4,-0.032398291981993,0.002539975529735,1.8239065465611,0.205778622747402,0,0,0,0,0,0,0,0
1,5,0.0385204737214613,-0.00358100958096424,-0.558752088330082,0.211389666026121,0,0,0,0,0,0,0,0
2,5,0.0204576083164705,-0.000399368793318048,-0.334879851690801,0.20010515785802,0,0,0,0,0,0,0,0
3,5,0.0953398276678925,-0.00597332952552421,-0.833731100869707,0.234268410594326,0,0,0,0,0,0,0,0
1,6,0.0121005746395655,-0.00115712805607521,0.481129061841489,-0.0317506261154264,0,0,0,0,0,0,0,0
2,6,0.0131355291976334,-0.00140927204655888,0.630643200505906,-0.0325479760068733,0,0,0,0,0,0,0,0
