parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,0.614148860888331,0.0286918520655904,4.6718074220783,
b1_pop,-0.0032462377787362,0.00181641079023845,55.9543358818776,
h1_pop,2.24705649587925e-05,8.86028499269303e-05,394.306285086352,
h2_pop,0.0281751968530688,0.0457263763379421,162.293014584428,
alpha1_pop,84.8629538027351,55.8735495028901,65.8397416059413,
alpha2_pop,-62.856798239039,46.2461880901235,73.5738844257596,
hcov1_pop,0,,,
beta_hcov1_score4C,0.503971122365357,0.168638882388976,33.4620129815137,0.00280384109603071
hcov2_pop,0,,,
beta_hcov2_score4C,-0.20587339702121,0.053629545153163,26.049769386978,0.000123634278434315
omega_b0,0.0340746849537046,0.0194338856256571,57.033207062841,
omega_b1,0.00485280520235236,0.00261606239693316,53.9082507508243,
e_b,1.65670712401808,0.0776328484046285,4.68597299300206,
