b01_pop,1,-0.091006,0.10547,-0.070947,0.0033753,-0.00086997,-0.0045063,-0.0006711,0.0028571,0.0051598,0.0033805,-0.0021123,0.010181,0.0021817,0.19867,0.046092,-0.053137,0.036296,-0.0048945,0.0065867,-0.005756,-0.00059872
b11_pop,-0.091006,1,0.6105,-0.01985,-0.020223,0.040709,-0.0012986,0.0008015,0.013183,-0.002924,-0.0057291,0.00093184,-0.0029512,0.0031899,-0.0545,-0.55878,-0.43394,0.12978,0.012859,-0.028634,-0.012324,-0.011247
b21_pop,0.10547,0.6105,1,-0.042305,-0.016695,0.045719,0.022211,-0.0082257,-0.0070252,-0.0037612,-0.026338,0.0085767,-0.027321,0.014986,0.052062,-0.42878,-0.67843,0.18114,-0.0062014,-0.0061545,0.016265,-0.012477
a1_pop,-0.070947,-0.01985,-0.042305,1,-0.0199,0.020146,-0.02273,-0.006893,0.0096323,0.01083,0.015832,-0.023285,-0.017829,0.022736,-0.048245,-0.20479,-0.16059,-0.57054,-0.0034312,-0.02318,-0.1025,-0.0015611
b02_pop,0.0033753,-0.020223,-0.016695,-0.0199,1,-0.22933,0.016362,0.070318,-0.0053296,-0.039417,-5.1575e-05,-0.006951,0.026965,-0.0018154,-0.00035697,0.016189,0.018759,0.034189,0.018136,0.0043374,0.0015373,-0.0053432
b12_pop,-0.00086997,0.040709,0.045719,0.020146,-0.22933,1,0.048957,-0.17906,-0.088661,0.099085,-0.009873,-0.00095754,-0.086812,0.13567,0.0014891,-0.030631,-0.05357,-0.032764,-0.019138,0.033649,0.0024037,0.015657
p1_pop,-0.0045063,-0.0012986,0.022211,-0.02273,0.016362,0.048957,1,-0.31338,-0.086177,-0.12537,-0.67405,0.8592,0.10442,-0.29752,-0.0038836,-0.018363,-0.011353,0.0010666,0.056654,-0.040314,-0.0037613,-0.064573
g1_pop,-0.0006711,0.0008015,-0.0082257,-0.006893,0.070318,-0.17906,-0.31338,1,0.11012,-0.016683,0.19226,-0.31018,0.31373,-0.066522,-0.011016,0.040443,-0.0077897,0.00073436,-0.087438,0.14255,0.0069875,0.012811
p2_pop,0.0028571,0.013183,-0.0070252,0.0096323,-0.0053296,-0.088661,-0.086177,0.11012,1,-0.083902,0.065537,-0.061124,0.11565,-0.032023,0.0015079,0.019325,-0.003817,0.004074,-0.0076661,0.033207,-0.011796,0.0040125
g2_pop,0.0051598,-0.002924,-0.0037612,0.01083,-0.039417,0.099085,-0.12537,-0.016683,-0.083902,1,0.08577,-0.16727,-0.043824,0.40353,0.0058554,-0.01304,0.0035123,-0.015727,-0.025785,-0.001952,0.0018939,0.029457
alpha11_pop,0.0033805,-0.0057291,-0.026338,0.015832,-5.1575e-05,-0.009873,-0.67405,0.19226,0.065537,0.08577,1,-0.60377,-0.23272,0.24102,-0.00022678,-0.00038692,0.024251,0.016865,-0.053911,0.026034,0.029236,0.05132
alpha12_pop,-0.0021123,0.00093184,0.0085767,-0.023285,-0.006951,-0.00095754,0.8592,-0.31018,-0.061124,-0.16727,-0.60377,1,0.093755,-0.36157,-0.0016984,-0.016659,-0.0017274,0.014566,0.10389,-0.0064794,-0.0066782,-0.091375
alpha21_pop,0.010181,-0.0029512,-0.027321,-0.017829,0.026965,-0.086812,0.10442,0.31373,0.11565,-0.043824,-0.23272,0.093755,1,-0.20911,-0.0011955,0.034793,0.008561,-0.020776,-0.01823,0.048753,0.016392,-0.014781
alpha22_pop,0.0021817,0.0031899,0.014986,0.022736,-0.0018154,0.13567,-0.29752,-0.066522,-0.032023,0.40353,0.24102,-0.36157,-0.20911,1,0.0053447,-0.012758,-0.015228,-0.019584,-0.033143,0.022315,-0.00067852,0.064984
omega_b01,0.19867,-0.0545,0.052062,-0.048245,-0.00035697,0.0014891,-0.0038836,-0.011016,0.0015079,0.0058554,-0.00022678,-0.0016984,-0.0011955,0.0053447,1,0.011087,-0.013468,0.0076752,-0.00084272,-0.007628,-0.062846,0.0018313
omega_b11,0.046092,-0.55878,-0.42878,-0.20479,0.016189,-0.030631,-0.018363,0.040443,0.019325,-0.01304,-0.00038692,-0.016659,0.034793,-0.012758,0.011087,1,0.40989,-0.054203,-0.016863,0.019375,0.016813,0.011875
omega_b21,-0.053137,-0.43394,-0.67843,-0.16059,0.018759,-0.05357,-0.011353,-0.0077897,-0.003817,0.0035123,0.024251,-0.0017274,0.008561,-0.015228,-0.013468,0.40989,1,-0.11249,0.023674,-0.0019487,-0.0011172,0.009094
omega_a1,0.036296,0.12978,0.18114,-0.57054,0.034189,-0.032764,0.0010666,0.00073436,0.004074,-0.015727,0.016865,0.014566,-0.020776,-0.019584,0.0076752,-0.054203,-0.11249,1,-0.0084543,0.039571,0.048498,-0.0027231
omega_b02,-0.0048945,0.012859,-0.0062014,-0.0034312,0.018136,-0.019138,0.056654,-0.087438,-0.0076661,-0.025785,-0.053911,0.10389,-0.01823,-0.033143,-0.00084272,-0.016863,0.023674,-0.0084543,1,-0.10948,-0.0053001,-0.097146
omega_b12,0.0065867,-0.028634,-0.0061545,-0.02318,0.0043374,0.033649,-0.040314,0.14255,0.033207,-0.001952,0.026034,-0.0064794,0.048753,0.022315,-0.007628,0.019375,-0.0019487,0.039571,-0.10948,1,0.011986,-0.034589
b_1,-0.005756,-0.012324,0.016265,-0.1025,0.0015373,0.0024037,-0.0037613,0.0069875,-0.011796,0.0018939,0.029236,-0.0066782,0.016392,-0.00067852,-0.062846,0.016813,-0.0011172,0.048498,-0.0053001,0.011986,1,0.002159
a_2,-0.00059872,-0.011247,-0.012477,-0.0015611,-0.0053432,0.015657,-0.064573,0.012811,0.0040125,0.029457,0.05132,-0.091375,-0.014781,0.064984,0.0018313,0.011875,0.009094,-0.0027231,-0.097146,-0.034589,0.002159,1
