rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_alpha27
1,1,-4.04777498270869,0.0591785727436851,0.0176755298597112,2.08470343765025,0.0339024561637391,0.000506427421787585,-0.155995029665396,0.107315037074086,0.176927915834563,0.0259234455132289,1.03513592161335,0.00706979183554954,-1.18549934067532,0.0154795358671201,-47.8873820465782,2.6362929286189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,-4.25260002824326,0.138388094026805,0.019016999853021,0.829216456342244,0.0025574581706902,0.011987462111417,0.00360189637924258,0.111735277344724,2.17821702353735,0.0929136516168662,0.878345155841538,-0.130278193136395,-0.775755843740435,-0.0776645769564778,6.34259743614626,3.8259598348418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-2.37312040756837,0.100167974064878,0.00357839974548141,0.423036417866583,0.015965869088828,-0.000118090992894399,-0.0416016323229949,0.0975506256187219,1.14884490965985,0.0421855887608877,1.59851428247838,-0.0898286395184544,-0.885984348063832,-0.0226674524600791,-27.4480561467455,-4.98557630371526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2.96106427560949,-0.0586619325314799,0.134315518019731,2.35523356347233,0.00876054608313215,0.00174546599567568,0.621648852410606,0.0512299730001185,0.127459198222059,-0.00391311445605664,1.81834041042339,-0.211820479183625,1.21178880675789,-0.0112611185438987,-113.09623659475,5.43295993052457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,3.05956329049039,-0.184341294212192,0.0482130863489767,2.39736141181174,-0.0115797207104134,-0.00152600178087207,1.39030457669726,-0.184338320462324,0.767514988451817,-0.0298325984888365,0.874806579782535,-0.0609647432563576,0.364794646311757,0.0795486658575845,-164.597161263947,-0.489777519506486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3.50495836530663,-0.211452322635005,0.0305574699548576,2.44754695927502,0.0521530978649274,-0.00496148754104461,1.51513777582861,-0.1735393865399,0.691490632526267,0.087121191812757,-0.473824421057993,0.0626170747698585,1.30640056707885,-0.063033074290415,-50.5355558370002,4.83186470746239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-0.851609267806601,-0.0903429413418159,0.0046055141610469,1.36247830205733,0.0415243668492451,-0.0022207063935884,0.0833188447705364,-0.191417198853503,-1.8680696402354,-0.104243314152195,-0.72889004306082,-0.135438100855174,0.794442867327748,0.0663282367363291,-77.5463065416212,-6.07303970028282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,2.74940416493194,0.0816739480392602,-0.0223846077925294,-0.559507708097471,0.00182778225506031,0.0064472261634538,-0.194418910948975,0.0524197846955808,-2.41971465555455,0.00628236081319584,0.232639911478472,-0.147007224694641,0.0498016133023667,0.0940420439337991,-128.031650469043,3.96809287737542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-1.87496808337348,-0.0241072495776416,-0.0169004119818676,1.86216556585826,-0.0108446133571256,-0.00654378147792179,-0.9517539351761,-0.416190998933844,-2.65045955660932,0.0698134465736038,-0.689411068310388,-0.0165815718680861,-0.0497124097277881,-0.0190177639209848,-139.832611791705,-6.4219956030683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,-2.04555162872826,0.0116659320552311,-0.105246187245652,-0.212824930074506,-0.0466615253247022,0.00436294761169579,0.0199277667326045,-0.00356334285927418,-0.847900069964274,0.0946928854431222,-0.516471559028511,0.0702163965523269,-0.305402904203282,0.24399981542421,-124.941017828662,6.56347438424556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
