rep,id,b02,b12,b03,b13,b07,b17,p1,g1,p2,g2,alpha12,alpha13,alpha17,alpha22,alpha23,alpha27
1,1,7.32586766890881,0.0109935070984383,3.71083100918875,-0.0730816374846908,645.230559218331,-14.8085044095666,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
2,1,7.37856252170639,0.00165946267843598,4.79692271951021,-0.234978398782792,561.747807619656,-13.9760462062702,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
3,1,7.3459829231875,0.00590217515678641,4.17239583802767,-0.051101224706276,635.536134431162,-7.92250595581661,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
1,2,7.41781369616297,-0.00296042454182157,3.14084554347705,-0.227735701127438,335.734639380094,-8.10971556734656,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
2,2,7.36216542692048,0.00570084479721182,4.40082357190828,-0.0962948587981116,487.581968373228,0.106904350470485,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
3,2,7.414802641218,0.00262579274889637,3.7233045173266,-0.408714067041064,382.303670382293,-1.87032851437895,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
1,3,7.42282929755622,0.013914895384513,4.94932150825174,-0.258396469795005,437.560028536056,-2.76063906913356,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
2,3,7.44222244173891,0.00856813389188447,5.41017502813206,-0.220779834030012,441.323694378491,-6.71506931610008,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
3,3,7.36531143903632,0.0012628371251142,5.36777735351326,-0.120235736069812,460.024864205729,-5.05805635778561,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
1,4,7.37760647793043,0.0128616337025259,4.23752018990989,-0.146694903022042,203.511484615098,-10.1740608662499,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
2,4,7.37061571020116,0.00569179019097375,4.64765623090831,-0.257873899471455,258.303617115287,-17.3605406250696,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
3,4,7.37966658183556,0.0063862340686744,3.87893496760381,0.0419283560638162,161.555370147202,-6.05578480784177,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
1,5,7.41325644885764,0.0121562457667105,5.58523232187128,0.215538188503079,399.134962112409,-7.72435119464546,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
2,5,7.36440511598942,0.00960345978101668,4.70532240684448,-0.110569380745062,353.884262837814,-6.311171284488,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
3,5,7.42755086546826,0.0121158723760653,4.82528711978222,0.0397602077699493,381.57117308418,-4.71246547203238,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
1,6,7.36351546769594,0.00556939625025346,5.41140672314602,-0.0873488206535096,259.869255972038,-11.6936850689886,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
2,6,7.3767435366071,0.010716462399565,5.5349470052273,-0.0280696542790016,269.411547658053,-3.30445421408274,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
3,6,7.41192991001893,0.0121240458112176,5.39113388066844,0.00875298021337503,239.34703408621,-6.26202769953159,0.0363857316829092,0.103471227012241,0.770435309399794,0.119132785412543,-14.7094698564607,0.453347487991138,0.00398813331191713,6.38890624164746,-3.23553705279035e-16,-0.000473554027659935
