id,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b07_SAEM,b17_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha12_SAEM,alpha13_SAEM,alpha17_SAEM,alpha22_SAEM,alpha23_SAEM,alpha27_SAEM
1,7.38042,0.000265228,4.26212,-0.122605,604.336,-5.57216,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
2,7.41302,0.00345159,3.72662,-0.161696,394.333,-5.8224,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
3,7.43169,0.00398719,5.03236,-0.147841,445.06,-5.35782,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
4,7.4077,0.00322278,3.97662,-0.158592,219.413,-5.86034,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
5,7.40552,0.00385166,4.5687,-0.182327,375.469,-5.93796,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
6,7.40879,0.00771709,5.54857,-0.132534,258.37,-6.55188,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
7,7.4292,0.0032835,2.74552,-0.158213,471.959,-5.58298,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
8,7.38876,-0.000176932,5.10472,-0.148731,391.965,-5.36004,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
9,7.41313,0.00384002,3.32194,-0.234496,413.958,-4.20402,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
10,7.42197,0.00685973,2.80029,-0.258776,470.443,-4.89772,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
11,7.42943,0.00301259,3.58376,-0.235957,345.653,-1.97587,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
12,7.36109,-0.0110423,3.90066,-0.0701171,421.579,-3.73023,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
13,7.38,0.00522373,4.96479,-0.345852,363.458,-4.44253,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
14,7.4251,-0.00571626,4.25948,-0.0506764,464.645,-12.7993,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
15,7.40742,-0.00156183,3.92311,-0.237465,334.199,-13.1842,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
16,7.44908,0.00565279,4.21867,-0.200456,377.106,-6.23074,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
17,7.41007,0.00159417,6.14884,-0.298143,90.8888,6.79456,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
18,7.43303,0.00264988,3.02805,-0.221515,318.692,-4.63493,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
19,7.41221,-0.000452576,4.3826,-0.154685,481.607,-5.33936,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
20,7.37044,0.00222322,4.02257,-0.138118,206.721,-6.4962,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
21,7.41333,0.00302911,4.1247,-0.163435,287.31,-5.57489,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
22,7.3647,0.00217957,4.1622,-0.260502,305.26,-6.57971,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
23,7.39282,0.00794063,4.21003,0.086066,339.087,-6.11254,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
24,7.39708,-0.00579274,3.94373,-0.0516585,406.192,-0.646569,0.0369462,0.103176,0.769531,0.119175,-14.6504,0.44827,0.00400106,6.44105,-3.04306e-16,-0.000458076
