rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha17,eta_alpha22,eta_alpha23,eta_alpha27
1,1,-0.0772408402350999,0.0081531928919684,-0.495723702803078,0.0810328550580832,299.983485247205,-9.32409339335343,0,0,0,0,0,0,0,0,0,0
2,1,-0.0245459874375156,-0.0011808515280339,0.590368007518391,-0.0808639062400183,216.500733648531,-8.491635190057,0,0,0,0,0,0,0,0,0,0
3,1,-0.0571255859564079,0.00306186095031653,-0.0341588739641487,0.103013267836498,290.289060460037,-2.43809493960342,0,0,0,0,0,0,0,0,0,0
1,2,0.0147051870190618,-0.00580073874829146,-1.06570916851478,-0.0736212085846641,-9.51243459103102,-2.62530455113337,0,0,0,0,0,0,0,0,0,0
2,2,-0.0409430822234276,0.00286053059074194,0.194268859916461,0.0578196337446623,142.334894402102,5.59131536668368,0,0,0,0,0,0,0,0,0,0
3,2,0.0116941320740889,-0.000214521457573516,-0.483250194665222,-0.25459957449829,37.0565964111681,3.61408250183424,0,0,0,0,0,0,0,0,0,0
1,3,0.0197207884123083,0.0110745811780431,0.742766796259914,-0.104281977252231,92.3129545649307,2.72377194707963,0,0,0,0,0,0,0,0,0,0
2,3,0.0391139325949963,0.00572781968541458,1.20362031614023,-0.0666653414872383,96.0766204073657,-1.23065829988689,0,0,0,0,0,0,0,0,0,0
3,3,-0.0377970701075894,-0.00157747708135568,1.16122264152144,0.0338787564729619,114.777790234604,0.426354658427578,0,0,0,0,0,0,0,0,0,0
1,4,-0.025502031213481,0.010021319496056,0.0309654779180706,0.00741958952073157,-141.735589356027,-4.68964985003668,0,0,0,0,0,0,0,0,0,0
2,4,-0.0324927989427515,0.00285147598450387,0.441101518916488,-0.103759406928681,-86.943456855838,-11.8761296088564,0,0,0,0,0,0,0,0,0,0
3,4,-0.0234419273083475,0.00354591986220451,-0.327619744388013,0.19604284860659,-183.691703823923,-0.571373791628575,0,0,0,0,0,0,0,0,0,0
1,5,0.0101479397137361,0.00931593156024062,1.37867760987946,0.369652681045853,53.8878881412833,-2.23994017843227,0,0,0,0,0,0,0,0,0,0
2,5,-0.0387033931544849,0.0067631455745468,0.498767694852652,0.0435451117977119,8.63718886668903,-0.82676026827481,0,0,0,0,0,0,0,0,0,0
3,5,0.0244423563243537,0.00927555816959545,0.618732407790396,0.193874700312723,36.3240991130546,0.771945544180806,0,0,0,0,0,0,0,0,0,0
1,6,-0.0395930414479642,0.00272908204378357,1.20485201115419,0.0667656718892644,-85.3778179990876,-6.20927405277542,0,0,0,0,0,0,0,0,0,0
2,6,-0.0263649725368049,0.00787614819309514,1.32839229323548,0.126044838263772,-75.8355263130722,2.17995680213045,0,0,0,0,0,0,0,0,0,0
3,6,0.0088214008750187,0.00928373160474774,1.18457916867662,0.162867472756149,-105.900039884915,-0.777616683318395,0,0,0,0,0,0,0,0,0,0
1,7,0.0731749624548108,-0.00328411557042097,-0.905742637067358,-0.310203252895313,149.070331075739,-0.462276506838172,0,0,0,0,0,0,0,0,0,0
2,7,0.0419989349143135,0.00944516408757159,-1.40781372252649,-0.169953382842888,188.626533591024,7.309831150741,0,0,0,0,0,0,0,0,0,0
3,7,0.0497100155103212,-0.00252859176989798,-2.20159140483687,0.196265661550165,59.2751415893343,1.74348229751539,0,0,0,0,0,0,0,0,0,0
1,8,-0.0629253060882933,-0.0041932034219138,0.906091549148089,-0.0243942366151673,19.3654839240624,2.02890232605855,0,0,0,0,0,0,0,0,0,0
2,8,-0.0196469309910237,-0.00595759835264818,0.472514021185011,-0.146862690685846,107.38856113065,1.90463709311428,0,0,0,0,0,0,0,0,0,0
3,8,-0.00805382531505039,0.000903441620436319,1.63006177726846,-0.096975012538641,133.619522076994,-0.889002429678088,0,0,0,0,0,0,0,0,0,0
1,9,0.0227641530367189,-0.0037376042815503,-0.496928842738884,-0.255379577186732,110.221298655593,1.85701285087813,0,0,0,0,0,0,0,0,0,0
2,9,0.0296439889422206,-0.00332896222769472,-0.367898195048708,0.0202371623471702,89.1401590945774,2.37827077963699,0,0,0,0,0,0,0,0,0,0
3,9,0.0346065222002219,-0.00304382666514764,-1.56361849636146,0.109415587476566,84.138816791264,8.86874243775117,0,0,0,0,0,0,0,0,0,0
1,10,0.000986397988141263,0.00916922656329284,-1.52635104187408,-0.0245214204000399,139.056177623457,2.05750303834936,0,0,0,0,0,0,0,0,0,0
2,10,-0.000601912286116502,0.00571759423839646,-1.8438694030213,-0.103971591250488,237.636524880694,-5.62239525401579,0,0,0,0,0,0,0,0,0,0
3,10,-0.00426848351503217,0.00664281981443445,-1.20787491281419,-0.174798950847804,164.553354482817,2.62628372078677,0,0,0,0,0,0,0,0,0,0
1,11,0.0421791760806798,-0.000765917248781231,-0.535099836277432,-0.118992597463698,-11.0456524157285,0.730336942671935,0,0,0,0,0,0,0,0,0,0
2,11,0.0649497424875971,-0.00309019486806312,-1.31627615290469,0.022272986335031,-4.89047427726035,-4.33078792467521,0,0,0,0,0,0,0,0,0,0
3,11,0.046385198121687,-0.00493947926652991,-0.780488058772882,-0.0498953486050227,10.5897320551505,0.937937312860185,0,0,0,0,0,0,0,0,0,0
1,12,-0.0603147958162795,-0.0129934740114519,-0.125025105847888,0.095001932303206,89.8455662683279,0.198640291133581,0,0,0,0,0,0,0,0,0,0
2,12,-0.0423292217699354,-0.0144518288521738,-0.455203198168467,0.095182314715386,60.1256398531638,1.27787703329808,0,0,0,0,0,0,0,0,0,0
3,12,-0.0342264424253313,-0.0139684653192778,-0.435619440369629,0.10430981616225,31.5663471992973,4.88506394770582,0,0,0,0,0,0,0,0,0,0
1,13,-0.0138642809837561,0.00571254405673957,1.82901519641842,-0.433719521857931,13.5869362982843,-2.55124347987965,0,0,0,0,0,0,0,0,0,0
2,13,-0.0226101811248576,0.00208083101935463,1.09183517770418,-0.199311426401771,80.6775535420637,-2.03292983751182,0,0,0,0,0,0,0,0,0,0
3,13,-0.0103624574557282,0.00287941468382339,1.16789239871131,-0.281262847658608,93.7937612949431,-0.720272004139922,0,0,0,0,0,0,0,0,0,0
1,14,0.013249020181898,-0.00746112739412738,0.0379622685466741,0.118263553353093,111.548907789842,-7.39600117471368,0,0,0,0,0,0,0,0,0,0
2,14,0.0163771130538208,-0.00776713409375137,-0.0819246721539857,0.125981802740226,177.077084141097,-9.24500080536557,0,0,0,0,0,0,0,0,0,0
3,14,-0.0036913627016073,-0.00697474074553611,0.125905628628638,0.102666502612865,147.423498566118,-8.79874753843215,0,0,0,0,0,0,0,0,0,0
1,15,0.038880737713944,-0.00666337819667465,-0.280997554580236,-0.0732730064331602,-32.0650084494586,-6.75423819519699,0,0,0,0,0,0,0,0,0,0
2,15,-0.00596479333964695,-0.0041277208942272,-0.638736382721561,-0.075577968855109,-39.9913212707456,-6.72901620787935,0,0,0,0,0,0,0,0,0,0
3,15,-0.00616083503650078,-0.00373212404904474,0.413048486066419,-0.147586218353924,10.7719741836719,-8.56466881867467,0,0,0,0,0,0,0,0,0,0
