id,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b07_SAEM,eta_b17_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha17_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha27_SAEM
1,-0.0227131,-0.00262351,0.0529034,0.0318119,259.441,-0.189824,0,0,0,0,0,0,0,0,0,0
2,0.00989033,0.000562856,-0.482599,-0.00727959,49.4386,-0.440067,0,0,0,0,0,0,0,0,0,0
3,0.0285593,0.00109845,0.823145,0.00657604,100.165,0.0245109,0,0,0,0,0,0,0,0,0,0
4,0.00457189,0.000334044,-0.232596,-0.00417512,-125.482,-0.478004,0,0,0,0,0,0,0,0,0,0
5,0.00238547,0.00096292,0.359476,-0.0279102,30.574,-0.555625,0,0,0,0,0,0,0,0,0,0
6,0.00565552,0.00482836,1.33935,0.0218828,-86.525,-1.16955,0,0,0,0,0,0,0,0,0,0
7,0.0260651,0.000394765,-1.4637,-0.00379602,127.064,-0.200651,0,0,0,0,0,0,0,0,0,0
8,-0.0143761,-0.00306567,0.895498,0.00568575,47.0699,0.0222871,0,0,0,0,0,0,0,0,0,0
9,0.00999709,0.000951288,-0.887281,-0.0800794,69.0629,1.17831,0,0,0,0,0,0,0,0,0,0
10,0.0188396,0.00397099,-1.40893,-0.104359,125.548,0.484608,0,0,0,0,0,0,0,0,0,0
11,0.0262948,0.000123855,-0.625461,-0.0815405,0.758501,3.40646,0,0,0,0,0,0,0,0,0,0
12,-0.042044,-0.013931,-0.308559,0.0842998,76.684,1.6521,0,0,0,0,0,0,0,0,0,0
13,-0.0231304,0.00233499,0.755569,-0.191435,18.5631,0.939806,0,0,0,0,0,0,0,0,0,0
14,0.0219629,-0.008605,0.0502642,0.10374,119.751,-7.41702,0,0,0,0,0,0,0,0,0,0
15,0.00428797,-0.00445057,-0.286108,-0.0830483,-10.6956,-7.8019,0,0,0,0,0,0,0,0,0,0
16,0.0459488,0.00276405,0.00945049,-0.0460393,32.2115,-0.848413,0,0,0,0,0,0,0,0,0,0
17,0.00693631,-0.00129457,1.93962,-0.143727,-254.006,12.1769,0,0,0,0,0,0,0,0,0,0
18,0.0298992,-0.000238853,-1.18117,-0.0670981,-26.2028,0.747401,0,0,0,0,0,0,0,0,0,0
19,0.00907321,-0.00334131,0.173378,-0.00026816,136.712,0.0429706,0,0,0,0,0,0,0,0,0,0
20,-0.0326944,-0.000665515,-0.186648,0.016299,-138.174,-1.11387,0,0,0,0,0,0,0,0,0,0
21,0.0101988,0.000140369,-0.0845148,-0.00901859,-57.5846,-0.192561,0,0,0,0,0,0,0,0,0,0
22,-0.0384307,-0.000709164,-0.047021,-0.106085,-39.6347,-1.19738,0,0,0,0,0,0,0,0,0,0
23,-0.0103147,0.0050519,0.000814862,0.240483,-5.80791,-0.730209,0,0,0,0,0,0,0,0,0,0
24,-0.00604928,-0.00868148,-0.265489,0.102758,61.2969,4.73576,0,0,0,0,0,0,0,0,0,0
25,-0.029536,0.00490851,-0.471295,0.0703638,-191.174,2.36091,0,0,0,0,0,0,0,0,0,0
26,0.0201166,-0.00561799,-0.122616,0.0871623,-63.1952,3.54225,0,0,0,0,0,0,0,0,0,0
27,-0.0402681,-0.00251142,-1.03555,0.0518246,60.9083,-0.100648,0,0,0,0,0,0,0,0,0,0
28,-0.00537117,0.00776016,-0.572051,-0.0112002,21.1969,9.98585,0,0,0,0,0,0,0,0,0,0
29,0.0613446,0.00334274,-0.960835,-0.0592018,80.0559,0.784485,0,0,0,0,0,0,0,0,0,0
30,0.0171296,0.000723328,0.118979,-0.00522156,-30.051,-0.395197,0,0,0,0,0,0,0,0,0,0
31,0.0072425,-0.00505343,0.572744,0.0782115,87.8713,2.89638,0,0,0,0,0,0,0,0,0,0
32,0.0296341,0.00301059,0.313929,0.00180246,55.2452,5.22468,0,0,0,0,0,0,0,0,0,0
33,-0.0448209,-0.00863246,-0.0138667,0.0576496,150.965,3.10236,0,0,0,0,0,0,0,0,0,0
34,0.00910642,-0.000221233,0.0311855,0.0281531,-14.1507,-2.42199,0,0,0,0,0,0,0,0,0,0
35,0.00676503,7.40909e-05,-0.72052,-0.00424829,88.5862,-0.342058,0,0,0,0,0,0,0,0,0,0
36,-0.0251559,-0.00381645,-0.641323,-0.0354593,-125.026,3.26654,0,0,0,0,0,0,0,0,0,0
37,0.00434561,-0.00572971,-0.445619,-0.233456,-81.1817,0.863449,0,0,0,0,0,0,0,0,0,0
38,0.0271603,0.000478634,0.49886,0.0606315,-192.588,7.54037,0,0,0,0,0,0,0,0,0,0
39,-0.0329,-0.00820416,0.645007,0.0640432,137.558,2.88592,0,0,0,0,0,0,0,0,0,0
40,0.0244927,0.00768399,-0.748801,0.0478336,103.821,-3.73436,0,0,0,0,0,0,0,0,0,0
41,-0.00902403,-0.00488688,0.258705,0.027074,-1.45558,0.582198,0,0,0,0,0,0,0,0,0,0
42,0.0184887,0.00348127,0.0996132,-0.00717451,-24.3499,-3.81455,0,0,0,0,0,0,0,0,0,0
43,0.00762686,0.00185677,-0.551135,-0.140362,4.39556,-5.66019,0,0,0,0,0,0,0,0,0,0
44,-0.0244568,-0.000530335,-0.545401,-0.0383931,72.6534,-0.587087,0,0,0,0,0,0,0,0,0,0
45,-0.035577,-0.000770878,-1.54991,-0.0969571,-35.5711,0.451874,0,0,0,0,0,0,0,0,0,0
46,0.0137411,0.00410985,1.11672,0.126812,127.308,3.74296,0,0,0,0,0,0,0,0,0,0
47,0.019989,-0.00121957,0.521713,0.112295,49.4231,2.62132,0,0,0,0,0,0,0,0,0,0
48,0.0491774,0.00154584,-0.108061,-0.0579065,-92.6385,0.0346478,0,0,0,0,0,0,0,0,0,0
49,-0.0423923,0.00120104,-1.31324,-0.0477608,42.1139,2.18293,0,0,0,0,0,0,0,0,0,0
50,0.0184446,0.00233329,0.920285,0.0227465,-106.666,-1.47872,0,0,0,0,0,0,0,0,0,0
51,-0.00333386,-0.000379108,0.427435,0.168087,96.0331,0.262795,0,0,0,0,0,0,0,0,0,0
52,-0.00185538,-0.00442738,-0.886124,-0.0577486,44.0648,-0.0928987,0,0,0,0,0,0,0,0,0,0
53,-0.00360079,0.00324183,1.01042,0.151685,103.637,-4.4408,0,0,0,0,0,0,0,0,0,0
54,-0.006655,-0.00482855,0.812098,-0.11622,-8.27857,-3.09353,0,0,0,0,0,0,0,0,0,0
55,0.0392452,0.00139712,0.0968979,-0.0361598,-106.869,-0.0151741,0,0,0,0,0,0,0,0,0,0
56,0.0012299,0.000642088,0.28642,0.0888028,-83.4464,2.57584,0,0,0,0,0,0,0,0,0,0
57,-0.0692139,-0.00770311,-0.798721,-0.000200064,26.5077,2.14464,0,0,0,0,0,0,0,0,0,0
58,-0.0305809,0.00275857,-0.962426,-0.087909,75.5272,3.48338,0,0,0,0,0,0,0,0,0,0
59,-0.00257289,0.000469093,0.015374,0.000775571,17.0646,0.221198,0,0,0,0,0,0,0,0,0,0
60,0.00582536,-0.000455076,0.730653,-0.0875117,-7.53658,0.73951,0,0,0,0,0,0,0,0,0,0
61,-0.0130117,0.00389178,-0.178626,0.142386,-7.91758,4.91769,0,0,0,0,0,0,0,0,0,0
62,-0.00151912,-0.0050165,0.712133,0.176322,-50.519,4.05693,0,0,0,0,0,0,0,0,0,0
63,0.00816036,-0.000556124,-0.765836,0.109547,2.97281,2.90309,0,0,0,0,0,0,0,0,0,0
64,0.001949,-0.000441259,-0.452321,-0.0671104,91.8678,-0.388494,0,0,0,0,0,0,0,0,0,0
65,0.0150731,0.0054769,-0.192071,-0.0733338,-17.4126,-2.1821,0,0,0,0,0,0,0,0,0,0
66,0.00293748,-7.52827e-05,0.0927648,-0.0244376,142.028,-0.490805,0,0,0,0,0,0,0,0,0,0
67,0.0129211,-0.00489279,-0.143074,0.228517,-80.6867,2.89701,0,0,0,0,0,0,0,0,0,0
68,0.0453572,-0.00837234,-0.0991663,0.14983,78.9597,-2.43435,0,0,0,0,0,0,0,0,0,0
69,0.0156316,-0.0100855,-0.28619,-0.120863,88.7219,-1.91854,0,0,0,0,0,0,0,0,0,0
70,-0.00268687,0.000739445,1.44317,0.0253071,28.1545,0.954969,0,0,0,0,0,0,0,0,0,0
71,0.0148155,0.003606,-0.130869,-0.0267803,-17.4195,-0.0211548,0,0,0,0,0,0,0,0,0,0
72,0.0431869,0.0015761,0.661634,-0.0259251,32.2158,-0.157346,0,0,0,0,0,0,0,0,0,0
73,-0.0230839,-0.00115182,-0.718496,-0.0389078,34.122,4.22158,0,0,0,0,0,0,0,0,0,0
74,0.0210987,0.00555309,-0.440666,0.139719,35.6838,4.6781,0,0,0,0,0,0,0,0,0,0
75,-0.0257223,-0.00328416,-0.642663,0.0190968,123.188,-0.58877,0,0,0,0,0,0,0,0,0,0
76,0.036935,0.000981827,-0.941479,0.0223229,66.9233,0.341417,0,0,0,0,0,0,0,0,0,0
77,0.0900139,0.00383571,0.548165,-0.0101432,24.5837,3.16256,0,0,0,0,0,0,0,0,0,0
78,-0.00627847,0.000949721,1.17284,-0.143837,10.0117,5.52348,0,0,0,0,0,0,0,0,0,0
79,-0.00985156,0.000980647,0.495233,-0.0252879,63.7716,-0.262843,0,0,0,0,0,0,0,0,0,0
80,-0.0180964,-0.00380187,-1.09828,0.104773,-194.746,-7.10542,0,0,0,0,0,0,0,0,0,0
81,-0.000814031,0.000736967,-0.444851,0.00382983,6.02788,-0.504047,0,0,0,0,0,0,0,0,0,0
82,-0.0438668,-0.000926013,-1.56657,-0.230035,-61.2859,-0.607119,0,0,0,0,0,0,0,0,0,0
83,0.00569923,0.000698549,0.650396,0.0679091,62.5284,-0.291169,0,0,0,0,0,0,0,0,0,0
84,0.0665063,0.00651998,-0.392518,0.0400405,19.7844,-0.57655,0,0,0,0,0,0,0,0,0,0
85,0.0282965,0.00544637,-0.227801,-0.251952,58.9728,1.56326,0,0,0,0,0,0,0,0,0,0
86,0.00713269,-0.00231506,-1.01131,-0.0552483,3.1621,-1.32405,0,0,0,0,0,0,0,0,0,0
87,0.0199728,-0.0024122,-0.194074,-0.175565,39.0243,1.80531,0,0,0,0,0,0,0,0,0,0
88,-0.00923592,-0.00286109,0.0879797,0.0196417,64.5955,0.263329,0,0,0,0,0,0,0,0,0,0
89,-0.0262583,-0.00163108,0.50043,-0.0428516,41.4756,0.211009,0,0,0,0,0,0,0,0,0,0
90,0.0268732,0.0073723,-0.338029,-0.143558,18.345,-2.55727,0,0,0,0,0,0,0,0,0,0
91,0.0361909,0.00616478,0.955832,0.170927,277.868,4.79894,0,0,0,0,0,0,0,0,0,0
92,-0.0831945,-0.00375528,-1.22153,-0.00607957,119.997,-2.41135,0,0,0,0,0,0,0,0,0,0
93,0.0417267,0.00191129,-0.990538,-0.148694,-26.0916,-2.80363,0,0,0,0,0,0,0,0,0,0
94,-0.010246,-0.00203928,0.130383,-0.0538702,-45.0697,0.213633,0,0,0,0,0,0,0,0,0,0
95,-0.0237176,0.00678078,-0.127848,0.0626923,-110.581,4.07815,0,0,0,0,0,0,0,0,0,0
96,0.00849765,-0.00128162,-0.390817,-0.156449,-23.77,-0.345636,0,0,0,0,0,0,0,0,0,0
97,0.0427455,0.00557646,0.231776,0.0430478,-60.0785,0.402566,0,0,0,0,0,0,0,0,0,0
98,-0.0478323,-0.00901131,0.290881,-0.0612848,230.859,-2.00311,0,0,0,0,0,0,0,0,0,0
99,0.0179465,0.00411976,1.37149,-0.0423443,39.5104,0.673006,0,0,0,0,0,0,0,0,0,0
100,-0.0495496,-0.0013625,-0.0471338,-0.0316565,29.884,-1.73074,0,0,0,0,0,0,0,0,0,0
101,0.0490476,0.00117598,0.701116,-0.0189662,141.821,-0.413094,0,0,0,0,0,0,0,0,0,0
102,0.0522692,0.00166322,-0.158583,-0.00852151,-66.6582,-1.59296,0,0,0,0,0,0,0,0,0,0
103,-0.0123564,0.00713013,-0.190982,-0.169826,-9.8976,-9.74646,0,0,0,0,0,0,0,0,0,0
104,0.0030486,0.000255711,0.587928,0.227044,-14.8715,-0.837403,0,0,0,0,0,0,0,0,0,0
105,-0.00675279,0.00169373,-1.64513,-0.0864938,-24.5081,-7.43045,0,0,0,0,0,0,0,0,0,0
