parameter,value
b01_pop,4.66913467475366
b11_pop,-0.160694212529248
b21_pop,-0.19811641033432
a1_pop,4.52288709035482
b02_pop,7.40501073023882
b12_pop,0.00318160909636346
b03_pop,4.19248360396932
b13_pop,-0.174125836036862
p1_pop,0.0253126095140922
g1_pop,0.117413672047947
p2_pop,0.769511870796426
g2_pop,0.128189310745169
alpha11_pop,0.183815887803888
alpha12_pop,-12.0602570222525
alpha13_pop,0.8503314694569
alpha21_pop,-0.0536665317903386
alpha22_pop,3.37729260711694
alpha23_pop,-0.185102393305659
omega_b01,2.0493644728649
omega_b11,0.124527390786285
omega_b21,0.0970837128355677
omega_a1,0.858555390614091
omega_b02,0.0399968398105022
omega_b12,0.00576589391703675
omega_b03,0.877290003533449
omega_b13,0.150242405297032
b_1,0.306444044174863
a_2,0.049884072003547
a_3,0.696079033180071
