rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b04,b14,b05,b15,b06,b16,b07,b17,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,alpha17,alpha21,alpha22,alpha23,alpha24,alpha25,alpha26,alpha27,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_alpha27
1,1,6.10544174794227,-0.110174597616651,-0.205337776796512,0.609441819687912,7.37841543254416,0.000157519527463345,3.57833199796768,-0.29184625203944,6.75151728525983,-0.0907806845035137,6.91050006134978,-0.0910473611235812,6.18779433831639,0.0153609597099829,415.995412998803,-12.4783805300925,0.0246364817614096,0.157039775053522,0.718297030174941,0.149973040113692,0.168061270473266,-3.50869544952156,0.941697622021296,-0.202761725861962,-9.95715248709402e-09,-8.6642235028462e-07,2.72836584422683e-06,-0.138695941053396,-2.04921031437998e-12,-0.662657689000393,-3.00014694974078e-09,0.646712598879443,3.46634432350922e-11,2.91690886527634e-08,1.6252610305495,0.0113925517419802,-0.0583483295409923,-2.0386895202781,-0.0236489535644999,-0.00221815640357088,-0.57413446741458,-0.123630527122555,1.50276978069488,-0.0988432989859148,-0.0496197601379018,-0.0482629314012962,0.983410694986649,0.0783789024587349,75.6778083333918,-8.46040210916697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5.38258720019189,-0.0929835352141529,-0.105207889816649,5.44355660342644,7.436253621047,-0.00215102956605752,2.73794598105085,-0.0654493783055723,5.90873624749998,0.030111236909299,8.47973584460892,-0.0133053118593602,6.52720728763987,-0.0960438152934924,438.508688310116,-3.41858024757691,0.0246364817614096,0.157039775053522,0.718297030174941,0.149973040113692,0.168061270473266,-3.50869544952156,0.941697622021296,-0.202761725861962,-9.95715248709402e-09,-8.6642235028462e-07,2.72836584422683e-06,-0.138695941053396,-2.04921031437998e-12,-0.662657689000393,-3.00014694974078e-09,0.646712598879443,3.46634432350922e-11,2.91690886527634e-08,0.902406482799123,0.0285836141444787,0.0417815574388709,0.150954904778712,0.0341892349383413,-0.00452670549709175,-1.41452048433141,0.102766346611313,0.65998874293502,0.0220486224268979,1.51961602312124,0.0294791178629247,1.32282364431012,-0.0330258725447404,98.1910836447039,0.599398173348584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,6.32559426795557,-0.0186625383016056,-0.0994682741194191,4.57976708784371,7.34252597322158,0.0036984196143095,4.11921322213698,-0.573343996146393,6.5461725670694,0.0318471115599606,6.82950817321812,0.186293620217575,6.02841686911004,0.0483283950569799,411.964972533805,-3.87298955187541,0.0246364817614096,0.157039775053522,0.718297030174941,0.149973040113692,0.168061270473266,-3.50869544952156,0.941697622021296,-0.202761725861962,-9.95715248709402e-09,-8.6642235028462e-07,2.72836584422683e-06,-0.138695941053396,-2.04921031437998e-12,-0.662657689000393,-3.00014694974078e-09,0.646712598879443,3.46634432350922e-11,2.91690886527634e-08,1.8454135505628,0.102904611057026,0.0475211731361005,-0.021829587207451,-0.0595384128870755,0.00132274368327527,-0.033253243245273,-0.405128271229507,1.29742506250445,0.0237844970775594,-0.130611648269557,0.22907804993986,0.82403322578029,0.111346337805732,71.6473678683932,0.144988869050087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,1.79620617130342,-0.0622935400195804,-0.0946961406176329,8.20843321188975,7.44630759394491,0.00503916810358898,4.91549108212829,-0.0108051731879199,4.65802368667729,0.124145128270847,7.06493028940484,0.0221157415984376,5.12499793623862,0.0453465671798175,453.605378379602,-11.4976634322947,0.0246364817614096,0.157039775053522,0.718297030174941,0.149973040113692,0.168061270473266,-3.50869544952156,0.941697622021296,-0.202761725861962,-9.95715248709402e-09,-8.6642235028462e-07,2.72836584422683e-06,-0.138695941053396,-2.04921031437998e-12,-0.662657689000393,-3.00014694974078e-09,0.646712598879443,3.46634432350922e-11,2.91690886527634e-08,-2.68397454608935,0.0592736093390512,0.0522933066378867,0.561684336404142,0.0442432078362458,0.00266349217255476,0.763024616746035,0.157410551728966,-0.590723817887667,0.116082513788446,0.10481046791716,0.0649001713207225,-0.0793857070911281,0.108364509928569,113.28777371419,-7.47968501136919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,1.83495017755714,-0.120484194464022,-0.194002219407712,7.09120503581496,7.46667905784095,0.00496594469604495,5.43059286969241,-0.01557842223991,4.62954222958932,0.104165492794576,6.97889556576269,0.0346071490354805,4.71402641939745,0.0560585253802041,405.834170101458,-9.12841353680472,0.0246364817614096,0.157039775053522,0.718297030174941,0.149973040113692,0.168061270473266,-3.50869544952156,0.941697622021296,-0.202761725861962,-9.95715248709402e-09,-8.6642235028462e-07,2.72836584422683e-06,-0.138695941053396,-2.04921031437998e-12,-0.662657689000393,-3.00014694974078e-09,0.646712598879443,3.46634432350922e-11,2.91690886527634e-08,-2.64523053983563,0.00108295489460937,-0.0470127721521928,0.415377558982533,0.0646146717322891,0.00259026876501073,1.27812640431016,0.152637302676976,-0.619205274975632,0.0961028783121746,0.0187757442750147,0.0773915787577654,-0.490357223932295,0.119076468128956,65.5165654360461,-5.11043511587922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,2.36747587075589,-0.128934100829646,-0.246184984360432,4.17444565249623,7.43193371999143,0.00637636712283365,5.51017126672617,-0.035535895466811,5.18065320096208,0.0961471750487723,7.23770951248956,0.0101793225684402,5.08318299297675,0.03192276595919,504.707845500329,-12.1055546592086,0.0246364817614096,0.157039775053522,0.718297030174941,0.149973040113692,0.168061270473266,-3.50869544952156,0.941697622021296,-0.202761725861962,-9.95715248709402e-09,-8.6642235028462e-07,2.72836584422683e-06,-0.138695941053396,-2.04921031437998e-12,-0.662657689000393,-3.00014694974078e-09,0.646712598879443,3.46634432350922e-11,2.91690886527634e-08,-2.11270484663688,-0.00736695147101434,-0.0991955371049122,-0.114496158215986,0.0298693338827674,0.00400069119179943,1.35770480134391,0.132679829450075,-0.0680943036028792,0.0880845605663712,0.277589691001877,0.0529637522907251,-0.121200650353001,0.0949407087079419,164.390240834917,-8.08757623828307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2.55641067768593,-0.16129432069298,-0.140248960406997,7.47135699152075,7.43586201352761,0.000222927887141258,3.66657458584177,-0.245960785996133,4.45737658760486,0.0735582397499779,6.65753567496626,-0.00707181946383194,4.4717208409266,-0.222175409903589,404.583612219882,-1.2328752158806,0.0246364817614096,0.157039775053522,0.718297030174941,0.149973040113692,0.168061270473266,-3.50869544952156,0.941697622021296,-0.202761725861962,-9.95715248709402e-09,-8.6642235028462e-07,2.72836584422683e-06,-0.138695941053396,-2.04921031437998e-12,-0.662657689000393,-3.00014694974078e-09,0.646712598879443,3.46634432350922e-11,2.91690886527634e-08,-1.92377003970684,-0.0397271713343485,0.00674048684852263,0.467598911627045,0.0337976274189531,-0.00215274804389297,-0.485891879540492,-0.0777450610792475,-0.791370916960092,0.0654956252675768,-0.302584146521417,0.035712610258453,-0.732662802403145,-0.159157467154837,64.2660075544705,2.7851032050449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,2.80956420271856,-0.153060720230636,-0.148816346877203,3.98855837105567,7.38976742348064,0.000779523180598284,3.11392513889977,-0.234889930280372,4.34346799707633,0.014766743330957,6.20942267552166,0.037350409019974,4.60059265025222,-0.135032370580125,423.5083310767,-3.29352859590441,0.0246364817614096,0.157039775053522,0.718297030174941,0.149973040113692,0.168061270473266,-3.50869544952156,0.941697622021296,-0.202761725861962,-9.95715248709402e-09,-8.6642235028462e-07,2.72836584422683e-06,-0.138695941053396,-2.04921031437998e-12,-0.662657689000393,-3.00014694974078e-09,0.646712598879443,3.46634432350922e-11,2.91690886527634e-08,-1.67061651467421,-0.0314935708720049,-0.00182689962168303,-0.160047874756793,-0.0122969626280192,-0.00159615275043594,-1.03854132648249,-0.0666742053634868,-0.905279507488627,0.00670412884855585,-0.750697145966014,0.080134838742259,-0.603790993077524,-0.0720144278313727,83.1907264112879,0.724449825021086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3.70129445962403,-0.081894422815098,-0.0112397060949649,7.73637855476218,7.38744365747082,0.000691107982223547,3.38637325698445,-0.250339164845301,4.52264507874012,-0.0764576652424617,6.55060755256741,-0.0165057142035693,4.71687858664227,-0.110701457361025,431.888185859189,-4.22900065370216,0.0246364817614096,0.157039775053522,0.718297030174941,0.149973040113692,0.168061270473266,-3.50869544952156,0.941697622021296,-0.202761725861962,-9.95715248709402e-09,-8.6642235028462e-07,2.72836584422683e-06,-0.138695941053396,-2.04921031437998e-12,-0.662657689000393,-3.00014694974078e-09,0.646712598879443,3.46634432350922e-11,2.91690886527634e-08,-0.778886257768744,0.0396727265435336,0.135749741160555,0.502455961268905,-0.0146207286378397,-0.00168456794881068,-0.766093208397807,-0.0821234399284156,-0.726102425824839,-0.0845202797248628,-0.409512268920269,0.0262787155187157,-0.487505056687472,-0.0476835146122734,91.5705811937773,-0.211022232776664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,2.01688560250689,-0.210083985152234,-0.264160722938963,1.57014522067595,7.35627412489701,0.0122363481804868,4.20565533112411,-0.127305388487347,3.60741481982087,0.171878510695978,6.74665185366625,-0.0288969311603036,5.52276874480809,0.0933982348084468,174.598925089358,-9.63173319552105,0.0246364817614096,0.157039775053522,0.718297030174941,0.149973040113692,0.168061270473266,-3.50869544952156,0.941697622021296,-0.202761725861962,-9.95715248709402e-09,-8.6642235028462e-07,2.72836584422683e-06,-0.138695941053396,-2.04921031437998e-12,-0.662657689000393,-3.00014694974078e-09,0.646712598879443,3.46634432350922e-11,2.91690886527634e-08,-2.46329511488588,-0.0885168357936025,-0.117171275683444,-1.09230961752939,-0.0457902612116543,0.00986067224945256,0.0531888657418476,0.0409103364295388,-1.64133268474408,0.163815896213577,-0.213467967821432,0.0138874985619813,0.318385101478345,0.156416177557199,-165.718679576054,-5.61375477459555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,2.06204338499245,-0.320049443728326,-0.234631729302517,1.76049596645475,7.42440129923998,0.00964015014053069,3.97158225890368,-0.0997526782721013,3.84865174196958,0.174670689305991,7.33973475768292,-0.0321836565624014,6.10849050164413,0.0581899807697919,177.370401421707,-9.79421657583414,0.0246364817614096,0.157039775053522,0.718297030174941,0.149973040113692,0.168061270473266,-3.50869544952156,0.941697622021296,-0.202761725861962,-9.95715248709402e-09,-8.6642235028462e-07,2.72836584422683e-06,-0.138695941053396,-2.04921031437998e-12,-0.662657689000393,-3.00014694974078e-09,0.646712598879443,3.46634432350922e-11,2.91690886527634e-08,-2.41813733240032,-0.198482294369694,-0.0876422820469978,-0.977882161383672,0.0223369131313236,0.00726447420949647,-0.180884206478575,0.0684630466447843,-1.40009576259538,0.16660807482359,0.379614936195243,0.0106007731598836,0.904106858314383,0.121207923518544,-162.947203243705,-5.77623815490864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,2.24397264417866,-0.17085844991202,-0.147125554953602,1.52524619182604,7.41482048033877,0.00930042793829293,4.30512436926783,-0.141360966230809,2.91153713100691,0.180540379859185,6.49479508142002,-0.00379544262783257,6.70403916353212,0.0543828685220586,172.547608757989,-9.49723582821772,0.0246364817614096,0.157039775053522,0.718297030174941,0.149973040113692,0.168061270473266,-3.50869544952156,0.941697622021296,-0.202761725861962,-9.95715248709402e-09,-8.6642235028462e-07,2.72836584422683e-06,-0.138695941053396,-2.04921031437998e-12,-0.662657689000393,-3.00014694974078e-09,0.646712598879443,3.46634432350922e-11,2.91690886527634e-08,-2.23620807321411,-0.0492913005533888,-0.000136107698082477,-1.12132189556507,0.0127560942301059,0.0069247520072587,0.15265790388557,0.0268547586860771,-2.33721037355804,0.172477765376783,-0.465324740067658,0.0389889870944524,1.49965552020237,0.117400811270811,-167.769995907423,-5.47925740729222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,2.30953765720893,-0.144697479548697,-0.235610849553723,3.79821126882479,7.40618917667089,0.00690734041777653,3.2323862328571,-0.249921341811329,5.90896870068698,0.181237181278351,5.72578645659623,-0.0659034621788897,5.58164546673033,-0.0818477639723848,359.339429539226,-2.31724823051325,0.0246364817614096,0.157039775053522,0.718297030174941,0.149973040113692,0.168061270473266,-3.50869544952156,0.941697622021296,-0.202761725861962,-9.95715248709402e-09,-8.6642235028462e-07,2.72836584422683e-06,-0.138695941053396,-2.04921031437998e-12,-0.662657689000393,-3.00014694974078e-09,0.646712598879443,3.46634432350922e-11,2.91690886527634e-08,-2.17064306018384,-0.0231303301900658,-0.0886214022982034,-0.20894749267865,0.00412479056223258,0.00453166448674231,-0.920080232525162,-0.0817056168944434,0.660221196122026,0.17317456679595,-1.23433336489145,-0.0231190324566048,0.377261823400584,-0.0188298212236328,19.0218248738142,1.70073019041225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
