id,b03_SAEM,b13_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha13_SAEM,alpha23_SAEM
1,3.34918,-0.347839,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
2,5.04104,-0.00967087,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
3,3.7087,-0.245832,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
4,4.12091,-0.119456,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
5,2.86427,-0.18115,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
6,4.02407,-0.140296,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
7,4.02123,-0.266365,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
8,4.28836,-0.395423,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
9,4.69436,0.0703601,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
10,3.33352,-0.0930977,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
11,4.17251,-0.181818,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
12,4.74448,-0.345376,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
13,4.37265,-0.170759,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
14,3.3448,-0.247247,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
15,4.38236,-0.144482,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
16,3.99382,-0.212309,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
17,3.65881,-0.316136,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
18,2.28253,-0.164839,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
19,3.49974,-0.13235,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
20,3.89452,-0.234318,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
21,2.60041,-0.25829,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
22,3.42105,-0.381368,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
23,3.38626,-0.285048,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
24,5.12479,-0.0471183,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
25,4.18574,-0.148061,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
26,5.02587,-0.174858,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
27,3.98133,-0.251336,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
28,4.21509,-0.101879,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
29,3.2609,-0.176691,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
30,3.23805,-0.294001,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
31,4.75303,-0.203389,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
32,5.11933,-0.150689,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
33,5.1396,-0.0821603,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
34,5.68556,-0.127148,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
35,3.07842,-0.189129,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
36,5.04265,-0.055658,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
37,2.12965,-0.0255362,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
38,3.23676,-0.16261,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
39,3.89803,-0.1159,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
40,4.1832,-0.451428,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
41,4.44747,-0.19668,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
42,4.47732,-0.0820625,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
43,2.93037,-0.0561016,0.0662677,0.123175,0.706437,0.122778,0.681718,-0.223382
