rep,id,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha13,eta_alpha23
2,31,0.773311814243507,-0.06001831499852,0,0,0,0,0,0
3,31,0.174555326018295,-0.174150305541939,0,0,0,0,0,0
1,32,1.02395551712157,0.000307055998719302,0,0,0,0,0,0
2,32,1.16510097969487,-7.36109884654779e-05,0,0,0,0,0,0
3,32,1.09775055925107,0.00899744012832895,0,0,0,0,0,0
1,33,1.72589586091428,-0.0508535826438689,0,0,0,0,0,0
2,33,0.156558429472851,0.101562483244256,0,0,0,0,0,0
3,33,1.00666290508096,-0.136265979105407,0,0,0,0,0,0
1,34,1.74635491773744,0.24098767577404,0,0,0,0,0,0
2,34,0.931299473334759,0.104885465142096,0,0,0,0,0,0
3,34,1.51920634604399,0.0628591425914648,0,0,0,0,0,0
1,35,-1.15237135932232,0.079154774511093,0,0,0,0,0,0
2,35,-1.02457456934155,-0.173355075688062,0,0,0,0,0,0
3,35,-0.625782325724419,0.0363161228415399,0,0,0,0,0,0
1,36,1.01674220918548,0.107619565166496,0,0,0,0,0,0
2,36,0.446922712731398,0.136882788347779,0,0,0,0,0,0
3,36,1.22298146581765,0.0806904417203234,0,0,0,0,0,0
1,37,-1.47648548683939,0.106106970301318,0,0,0,0,0,0
2,37,-2.42780038363787,0.157994374122778,0,0,0,0,0,0
3,37,-2.03908949855493,0.128439315510523,0,0,0,0,0,0
1,38,-0.917813759501748,0.0186567037377278,0,0,0,0,0,0
2,38,-0.93703953222822,-0.00506066364512642,0,0,0,0,0,0
3,38,-0.908966734193958,-0.0130265310384512,0,0,0,0,0,0
1,39,-0.292417452820719,0.0562877854233045,0,0,0,0,0,0
2,39,-0.284454248978777,0.0602620586116746,0,0,0,0,0,0
3,39,0.140770877063441,0.0525576735145162,0,0,0,0,0,0
1,40,-0.310798271638407,-0.271716926714661,0,0,0,0,0,0
2,40,0.0868454806953194,-0.290987441885441,0,0,0,0,0,0
3,40,-0.0585699130318567,-0.278621073128524,0,0,0,0,0,0
1,41,0.411294498624987,0.0143948795993524,0,0,0,0,0,0
2,41,0.641625556405085,-0.232193463176515,0,0,0,0,0,0
3,41,-0.431361029307898,-0.0772089831376249,0,0,0,0,0,0
1,42,0.333496126192962,0.26758705062253,0,0,0,0,0,0
2,42,0.658087622704732,0.171787161225575,0,0,0,0,0,0
3,42,-0.375123849136019,0.153017773507299,0,0,0,0,0,0
1,43,-1.33233077931912,0.160413909578306,0,0,0,0,0,0
2,43,-1.16825481435485,0.101339615592449,0,0,0,0,0,0
3,43,-1.40878635027967,0.141957479082096,0,0,0,0,0,0
1,44,0.457528663982329,0.0159812614948385,0,0,0,0,0,0
2,44,-0.305517514967822,0.207927566334773,0,0,0,0,0,0
3,44,0.6486884063837,0.12508317659659,0,0,0,0,0,0
1,45,0.0495122462027595,-0.314731833565646,0,0,0,0,0,0
2,45,-0.398149271709731,-0.202695600080536,0,0,0,0,0,0
3,45,-0.23570899499047,-0.0991550874203045,0,0,0,0,0,0
1,46,-0.305449895953301,0.326004755650533,0,0,0,0,0,0
2,46,0.830790000291582,0.277523424178377,0,0,0,0,0,0
3,46,-0.0539632648369199,0.320948527640509,0,0,0,0,0,0
1,47,-0.770923648765473,-0.0901460299461216,0,0,0,0,0,0
2,47,0.0629050206348891,-0.16982233266399,0,0,0,0,0,0
3,47,-0.154175298310903,-0.138292117992431,0,0,0,0,0,0
1,48,0.631240409234981,0.000476685874615718,0,0,0,0,0,0
2,48,-0.00936797999578598,0.0561280036487149,0,0,0,0,0,0
3,48,-0.334334698792535,0.0732503155587842,0,0,0,0,0,0
1,49,1.49764239668913,0.0565223788029945,0,0,0,0,0,0
2,49,0.859125283557598,0.134052866028283,0,0,0,0,0,0
3,49,0.78975780135383,-0.0341646778199086,0,0,0,0,0,0
1,50,0.76859823597009,0.0644827333009058,0,0,0,0,0,0
2,50,0.74759956975001,0.0727341866482732,0,0,0,0,0,0
3,50,0.941103373630138,0.057045830494509,0,0,0,0,0,0
1,51,1.14807073527985,0.0248941680278598,0,0,0,0,0,0
2,51,1.27705180480162,0.00538012309024533,0,0,0,0,0,0
3,51,1.71101991220807,-0.146940707899291,0,0,0,0,0,0
1,52,0.226250187154763,0.0605995137384893,0,0,0,0,0,0
2,52,1.48242200025306,0.0196569361640781,0,0,0,0,0,0
3,52,0.197186354209614,0.0911978673104399,0,0,0,0,0,0
1,53,0.60623872715315,0.0401604485643438,0,0,0,0,0,0
2,53,0.832755110255727,0.0131677421694952,0,0,0,0,0,0
3,53,0.139822615966742,0.0570324538422148,0,0,0,0,0,0
1,54,0.340339193876185,-0.0386836136100734,0,0,0,0,0,0
2,54,-0.874874136644819,0.245406238732558,0,0,0,0,0,0
3,54,1.27135044292904,-0.184637091156295,0,0,0,0,0,0
1,55,-0.666830759739726,-0.0825322288062884,0,0,0,0,0,0
2,55,-1.12737321459636,0.100226467909548,0,0,0,0,0,0
3,55,-0.35448297923301,-0.0592351675016644,0,0,0,0,0,0
1,56,1.5449081724525,0.140010488939493,0,0,0,0,0,0
2,56,0.984943565600551,-0.0376004924628137,0,0,0,0,0,0
3,56,1.45036762499541,0.0110066860671217,0,0,0,0,0,0
1,57,0.0820328843667424,-0.249654277460881,0,0,0,0,0,0
2,57,0.524421876035882,-0.211428434716197,0,0,0,0,0,0
3,57,-0.205613041755986,0.118602338540218,0,0,0,0,0,0
1,58,0.88497677335935,0.175882634271692,0,0,0,0,0,0
2,58,0.590053915621458,0.186674283861534,0,0,0,0,0,0
3,58,0.542750573560651,0.205697111659764,0,0,0,0,0,0
1,59,0.0741828653713066,0.144958896752233,0,0,0,0,0,0
2,59,0.051104809351763,0.106103345159455,0,0,0,0,0,0
3,59,-0.443533343070124,0.131399003594655,0,0,0,0,0,0
1,60,-1.54548495499426,-0.183780510375386,0,0,0,0,0,0
2,60,-2.31539179098187,-0.0834730085625898,0,0,0,0,0,0
3,60,-0.880448557652961,-0.185353788403837,0,0,0,0,0,0
1,61,0.494989902776263,-0.168777712274479,0,0,0,0,0,0
2,61,0.201053284412521,-0.192163684539948,0,0,0,0,0,0
3,61,0.596028763734919,-0.260931213625787,0,0,0,0,0,0
1,62,0.152827098478204,0.322007900437525,0,0,0,0,0,0
2,62,1.17857354356529,0.106497710841542,0,0,0,0,0,0
3,62,-0.417038961108982,-0.0539312868217148,0,0,0,0,0,0
1,63,0.366443577362001,0.149918492839385,0,0,0,0,0,0
2,63,0.431578330531725,0.160010593850422,0,0,0,0,0,0
3,63,0.301568408248938,0.137307086117071,0,0,0,0,0,0
1,64,-1.03200311835865,-0.0449022278103196,0,0,0,0,0,0
2,64,-2.27350977943009,0.395667661941478,0,0,0,0,0,0
3,64,-1.48354541901182,-0.0896266879697082,0,0,0,0,0,0
1,65,-0.490862879001798,-0.0474107316085816,0,0,0,0,0,0
2,65,0.304819377738482,-0.0790954250111967,0,0,0,0,0,0
3,65,-0.0461562890340979,-0.0645110258248664,0,0,0,0,0,0
1,66,0.0428738391479815,-0.0361000425394652,0,0,0,0,0,0
2,66,0.07962863844135,-0.0695221095663903,0,0,0,0,0,0
3,66,0.774265039881553,-0.139127564242356,0,0,0,0,0,0
1,67,1.76580343770293,-0.312001126405739,0,0,0,0,0,0
2,67,-0.442588611087614,-0.0324248929402142,0,0,0,0,0,0
3,67,1.44651466182762,-0.379463758714274,0,0,0,0,0,0
1,68,-1.0274215815663,0.0563721605920059,0,0,0,0,0,0
2,68,-1.0301907291441,0.0583546592028592,0,0,0,0,0,0
3,68,-0.359213816195838,0.0337186534163009,0,0,0,0,0,0
1,69,-0.379860814245163,0.151845771666478,0,0,0,0,0,0
2,69,1.13707250133424,-0.2298704113273,0,0,0,0,0,0
3,69,0.94183078147979,-0.176824735331353,0,0,0,0,0,0
1,70,-0.585257724640767,-0.0794002719640945,0,0,0,0,0,0
2,70,-0.572357373128893,-0.0533919846923186,0,0,0,0,0,0
3,70,-1.22428756229214,0.127147282113153,0,0,0,0,0,0
1,71,-0.198977242281036,0.164465893417007,0,0,0,0,0,0
2,71,-0.399512062953822,0.156596879160885,0,0,0,0,0,0
3,71,-1.13859517895238,0.19893459367455,0,0,0,0,0,0
1,72,0.149716415205464,-0.0338381105790374,0,0,0,0,0,0
2,72,-0.150891258910367,0.0736656214545661,0,0,0,0,0,0
3,72,0.391586423394149,-0.179699024948869,0,0,0,0,0,0
1,73,-1.02991181590026,0.0892215164252042,0,0,0,0,0,0
2,73,-1.04720811956049,0.0795982721834555,0,0,0,0,0,0
3,73,-0.619505346176533,0.0355317540660124,0,0,0,0,0,0
1,74,-1.05374890687384,-0.0136045605101353,0,0,0,0,0,0
2,74,-1.45775162948252,0.0354470338098937,0,0,0,0,0,0
3,74,-1.58905834352694,-0.0225389979860142,0,0,0,0,0,0
1,75,-1.54031127508716,0.205360567567857,0,0,0,0,0,0
2,75,-1.36867887526266,0.132493322549681,0,0,0,0,0,0
3,75,-0.345873573383782,-0.0370164078666629,0,0,0,0,0,0
1,76,-0.0793392255990542,-0.174963687902805,0,0,0,0,0,0
2,76,0.178533452868099,-0.0616541848295748,0,0,0,0,0,0
3,76,0.406432057792741,-0.276258461255388,0,0,0,0,0,0
1,77,-0.614325311378444,0.239267291498399,0,0,0,0,0,0
2,77,0.308238151048838,-0.0142375574581362,0,0,0,0,0,0
3,77,0.54252315985544,-0.0659056548320091,0,0,0,0,0,0
1,78,-0.335162339093842,0.0233201306533379,0,0,0,0,0,0
2,78,-1.40025915428834,-0.214817127662771,0,0,0,0,0,0
3,78,-0.709921732912087,-0.0196402732116841,0,0,0,0,0,0
1,79,1.67191236386388,-0.199983003132865,0,0,0,0,0,0
2,79,1.26257838345072,-0.189173363473198,0,0,0,0,0,0
3,79,1.5953339586748,-0.211391268444093,0,0,0,0,0,0
1,80,0.617890566639891,0.334078983915836,0,0,0,0,0,0
2,80,0.9904300154046,0.192814548615097,0,0,0,0,0,0
3,80,1.14996148477912,0.273912102508819,0,0,0,0,0,0
1,81,-0.574413609963765,-0.310062592384556,0,0,0,0,0,0
2,81,-0.511921209013259,-0.30878479041505,0,0,0,0,0,0
3,81,-0.532022907265543,-0.299715947851241,0,0,0,0,0,0
1,82,1.60350427993173,0.0914042756076324,0,0,0,0,0,0
2,82,0.937550479473029,0.271216485093243,0,0,0,0,0,0
3,82,0.156809054726463,-0.0117951854035417,0,0,0,0,0,0
1,83,0.23225879621098,0.273784165813734,0,0,0,0,0,0
2,83,-0.304136069653168,0.00752732719368077,0,0,0,0,0,0
3,83,-0.159630527928297,0.260451303442108,0,0,0,0,0,0
1,84,-0.592488095062138,-0.200348255964652,0,0,0,0,0,0
2,84,-1.27180040344662,-0.0192313869835219,0,0,0,0,0,0
3,84,-1.66782941556085,0.16308231832443,0,0,0,0,0,0
1,85,0.278887949535408,0.072586439248234,0,0,0,0,0,0
2,85,0.313560432984637,-0.0290764625274557,0,0,0,0,0,0
3,85,-0.177192847257699,0.133007847760418,0,0,0,0,0,0
1,86,0.459268996845685,-0.113836459374872,0,0,0,0,0,0
2,86,0.286375746661093,-0.116149909338803,0,0,0,0,0,0
3,86,0.406013573402569,-0.112504531127615,0,0,0,0,0,0
1,87,0.852369330961018,0.328525197296602,0,0,0,0,0,0
2,87,1.18406962680318,0.283122569906466,0,0,0,0,0,0
3,87,1.33088539494838,0.138084272247894,0,0,0,0,0,0
1,88,-1.92368427077643,0.0813507136695889,0,0,0,0,0,0
2,88,-0.967842376322744,-0.185340005995336,0,0,0,0,0,0
3,88,-1.16013275412982,-0.0388841353272129,0,0,0,0,0,0
1,89,0.116175808851906,0.0883030795305562,0,0,0,0,0,0
2,89,0.241783139547661,-0.136546141046543,0,0,0,0,0,0
3,89,1.04855603193614,0.0168359908730277,0,0,0,0,0,0
1,90,0.539522699557377,-0.0052433036250169,0,0,0,0,0,0
2,90,0.739030654220024,-0.00289909046833134,0,0,0,0,0,0
3,90,0.526396336690193,-0.0235954859677491,0,0,0,0,0,0
1,91,-2.25164677286027,-0.197923475298905,0,0,0,0,0,0
2,91,-1.66763097614967,-0.331005756527746,0,0,0,0,0,0
3,91,-1.94172768399939,-0.337188776398395,0,0,0,0,0,0
1,92,0.517132088566482,-0.01743786336293,0,0,0,0,0,0
2,92,1.07896074763209,0.0564358735609844,0,0,0,0,0,0
3,92,1.1942951351367,0.199352065026914,0,0,0,0,0,0
1,93,-0.190779449572657,0.0652395132808252,0,0,0,0,0,0
2,93,-0.682604208385637,0.0366007557081084,0,0,0,0,0,0
3,93,-0.117211086415133,0.0589860054284284,0,0,0,0,0,0
1,94,-0.108718147401325,-0.0765716336227503,0,0,0,0,0,0
2,94,0.473173425139624,-0.342677318055106,0,0,0,0,0,0
3,94,0.0319009002788428,-0.162748757524496,0,0,0,0,0,0
1,95,-0.918661495950477,0.0329671216374256,0,0,0,0,0,0
2,95,-0.930024754547598,-0.0348525498922597,0,0,0,0,0,0
3,95,-0.877176727558323,-0.0205018459885568,0,0,0,0,0,0
1,96,0.39243502345083,-0.0835111735383683,0,0,0,0,0,0
2,96,0.589475210230885,-0.115957921507218,0,0,0,0,0,0
3,96,-0.0997588611895317,-0.0688002367516274,0,0,0,0,0,0
1,97,1.18196027975291,-0.0236026304454173,0,0,0,0,0,0
2,97,0.67806505822023,-0.0488023161971524,0,0,0,0,0,0
3,97,0.971471697282785,0.26725932162481,0,0,0,0,0,0
1,98,-0.026000468266397,0.25788067987115,0,0,0,0,0,0
2,98,-0.555321694255372,0.28701443819959,0,0,0,0,0,0
3,98,-0.745512877179719,0.286863738579671,0,0,0,0,0,0
1,99,-0.206345101845141,0.072669799261329,0,0,0,0,0,0
2,99,0.484193445614966,-0.014815736512127,0,0,0,0,0,0
3,99,0.486868954408481,-0.0349978846062536,0,0,0,0,0,0
1,100,0.61287805242447,0.185414233084238,0,0,0,0,0,0
2,100,0.841184537493248,0.158442521697431,0,0,0,0,0,0
3,100,0.21478618576349,0.226502258274016,0,0,0,0,0,0
1,101,-0.407302612964678,-0.196919021250717,0,0,0,0,0,0
2,101,-0.3470168518564,-0.207383795689378,0,0,0,0,0,0
3,101,-0.698077810753026,-0.192578757360018,0,0,0,0,0,0
1,102,0.193300148533087,0.146886450628219,0,0,0,0,0,0
2,102,0.0873383519753776,0.119863941736372,0,0,0,0,0,0
3,102,-0.215822529596108,0.153576456512865,0,0,0,0,0,0
1,103,0.686456800254104,0.201593048327017,0,0,0,0,0,0
2,103,1.17808987717283,-0.0585782689173057,0,0,0,0,0,0
3,103,1.45917722544898,-0.0441893780364339,0,0,0,0,0,0
1,104,-0.0405618103340499,-0.0323258240166426,0,0,0,0,0,0
2,104,0.722738480304328,-0.406412415121587,0,0,0,0,0,0
3,104,-0.127563689662409,0.0752409392797937,0,0,0,0,0,0
1,105,-1.38425627307013,0.126074627214802,0,0,0,0,0,0
2,105,-1.7419306043357,0.156450993509041,0,0,0,0,0,0
3,105,-1.16318222548427,0.0931747754908264,0,0,0,0,0,0
1,106,0.487271257493019,-0.212961818623156,0,0,0,0,0,0
2,106,0.204908912163618,-0.226765732828589,0,0,0,0,0,0
3,106,0.870587131886595,-0.267939447163428,0,0,0,0,0,0
1,107,1.79972667054384,-0.114228373290751,0,0,0,0,0,0
2,107,1.16667665106198,-0.056333858803177,0,0,0,0,0,0
3,107,1.69917562018275,-0.112208539409481,0,0,0,0,0,0
1,108,-0.233561791135242,-0.192532241577909,0,0,0,0,0,0
2,108,-0.288185675893353,-0.216495320282465,0,0,0,0,0,0
3,108,-0.16477595758341,-0.193048242573266,0,0,0,0,0,0
1,109,0.663836901035018,0.00367015944448268,0,0,0,0,0,0
2,109,0.991812252496686,-0.0593672412932725,0,0,0,0,0,0
3,109,0.277705138767864,0.0336795334735927,0,0,0,0,0,0
1,110,-0.345995144166611,-0.114618164663749,0,0,0,0,0,0
2,110,-0.179639743836494,-0.0941834709157855,0,0,0,0,0,0
3,110,-0.332171580519277,-0.113778836029479,0,0,0,0,0,0
1,111,-0.308582864213622,-0.17063299109812,0,0,0,0,0,0
2,111,-0.456734288337925,-0.14293933382092,0,0,0,0,0,0
3,111,-0.880834192385895,0.0315698856013914,0,0,0,0,0,0
1,112,-0.180371829569858,-0.129524194549478,0,0,0,0,0,0
2,112,0.840822306856057,-0.0404944436323841,0,0,0,0,0,0
3,112,0.900559265847656,-0.193813929897705,0,0,0,0,0,0
1,113,0.238822966257388,-0.0631907377717275,0,0,0,0,0,0
2,113,0.111721088347926,-0.0691058783240809,0,0,0,0,0,0
3,113,-0.106970014331229,-0.0333251278388611,0,0,0,0,0,0
1,114,0.283378491248147,0.127471598814104,0,0,0,0,0,0
2,114,1.21581817739452,0.264761411054541,0,0,0,0,0,0
3,114,0.297700290566106,0.139133919000157,0,0,0,0,0,0
1,115,0.185125755196494,0.00761115099701393,0,0,0,0,0,0
2,115,0.148946982523318,-0.197934844840517,0,0,0,0,0,0
3,115,0.991645978252041,0.083929392504822,0,0,0,0,0,0
1,116,-0.950040088690114,0.123238656067766,0,0,0,0,0,0
2,116,-1.18536160288652,0.0051153665201934,0,0,0,0,0,0
3,116,-1.31296883098276,-0.230229809332519,0,0,0,0,0,0
1,117,-0.806783229136771,-0.0492624281457514,0,0,0,0,0,0
2,117,-0.569157506748174,0.0617750183580673,0,0,0,0,0,0
3,117,-0.886213105184924,-0.0909449804677328,0,0,0,0,0,0
1,118,-1.0855095857682,-0.287718904091587,0,0,0,0,0,0
2,118,-1.36974072140889,-0.224307789037907,0,0,0,0,0,0
3,118,-1.94469744650331,-0.00235941660992325,0,0,0,0,0,0
1,119,0.115060359213205,0.142241070433576,0,0,0,0,0,0
2,119,-1.00116882731916,0.125084907630583,0,0,0,0,0,0
3,119,1.0687682474262,-0.117099756259035,0,0,0,0,0,0
1,120,-0.6611552238286,-0.180361347089371,0,0,0,0,0,0
2,120,-0.699704394741418,0.00473366066417372,0,0,0,0,0,0
3,120,-1.21561365951207,0.0359557916599107,0,0,0,0,0,0
1,121,-0.533347971204128,-0.181293877767719,0,0,0,0,0,0
2,121,-0.776878744542013,-0.138507378619604,0,0,0,0,0,0
3,121,-1.77783946448216,-0.0437810663210275,0,0,0,0,0,0
1,122,-0.615537971352743,-0.195112510186351,0,0,0,0,0,0
2,122,-0.792631786623349,-0.179662759990603,0,0,0,0,0,0
3,122,-0.49895319150048,-0.214039573748832,0,0,0,0,0,0
1,123,0.214470574498383,-0.0829590901330725,0,0,0,0,0,0
2,123,0.572177527772713,0.311603357964237,0,0,0,0,0,0
3,123,1.38083105002953,-0.437279664608786,0,0,0,0,0,0
1,124,0.224081375196296,0.0674817016509636,0,0,0,0,0,0
2,124,0.316041359414162,0.0526966187192164,0,0,0,0,0,0
3,124,0.759375272906995,-0.0702767488714252,0,0,0,0,0,0
1,125,-0.314985026496501,-0.0271458731887538,0,0,0,0,0,0
2,125,-0.395353437143066,-0.0298656920064522,0,0,0,0,0,0
3,125,-0.323329587391061,-0.0253862465811902,0,0,0,0,0,0
1,126,0.643691601799202,0.105150932324051,0,0,0,0,0,0
2,126,0.706644548527628,0.0903955177908674,0,0,0,0,0,0
3,126,1.07535790767086,0.00420769738250903,0,0,0,0,0,0
1,127,-1.64237866310506,0.0324471326825093,0,0,0,0,0,0
2,127,-1.59652083742023,0.0262427729626885,0,0,0,0,0,0
3,127,-1.60595161757383,0.0305311972722833,0,0,0,0,0,0
1,128,-0.502400735077021,-0.156801938841805,0,0,0,0,0,0
2,128,-1.59378236216256,-0.0471759126838736,0,0,0,0,0,0
3,128,-0.727212131981979,-0.0239671029334391,0,0,0,0,0,0
1,129,0.244712368735839,-0.23462987495761,0,0,0,0,0,0
2,129,-0.109414824514666,-0.214654360961736,0,0,0,0,0,0
3,129,0.0813320206015309,-0.230834043076215,0,0,0,0,0,0
1,130,-0.373684859235979,0.107063847262635,0,0,0,0,0,0
2,130,0.00791482751554184,0.331893981629816,0,0,0,0,0,0
3,130,0.431075184165381,0.0462159082066813,0,0,0,0,0,0
1,131,-1.79861361190597,-0.139077037537844,0,0,0,0,0,0
2,131,-1.47688948052248,0.199140349214803,0,0,0,0,0,0
3,131,-1.63214644548229,-0.270483011972508,0,0,0,0,0,0
1,132,-0.762339463324652,0.334671120699716,0,0,0,0,0,0
2,132,-0.673237175238764,0.315238724099277,0,0,0,0,0,0
3,132,-0.182867911063079,0.302248360633989,0,0,0,0,0,0
1,133,1.16714687148571,0.0551738664750348,0,0,0,0,0,0
2,133,1.26686007644768,0.039710096269427,0,0,0,0,0,0
3,133,1.02371765154969,0.0588500785745331,0,0,0,0,0,0
1,134,0.131802819455733,-0.121941434882974,0,0,0,0,0,0
2,134,0.40486997798972,0.01906804530607,0,0,0,0,0,0
3,134,-0.0759649660748645,-0.112250544480679,0,0,0,0,0,0
1,135,1.48360898702194,0.0254193466925374,0,0,0,0,0,0
2,135,0.742148541589035,-0.0141362478254663,0,0,0,0,0,0
3,135,0.11537384792144,0.0579212475772688,0,0,0,0,0,0
1,136,0.493890773457374,0.302387770359822,0,0,0,0,0,0
2,136,0.212366739878697,0.251383272255309,0,0,0,0,0,0
3,136,0.852282651743309,0.335919042337724,0,0,0,0,0,0
1,137,0.149084209420344,-0.0799244860510476,0,0,0,0,0,0
2,137,0.118409526183393,-0.0965586919348877,0,0,0,0,0,0
3,137,0.445335434702152,-0.101974948879356,0,0,0,0,0,0
1,138,-0.0503526933487182,-0.176651048607019,0,0,0,0,0,0
