rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2
1,1,4.53191615689226,-2.35942352420046,-1.43043767371069,0.368004941820786,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,4.42057858302395,-1.46824807461043,0.00765429165607401,-0.528720234838317,-0.204051283860717,0.180121317823897,0,0,0,0,0,0
2,1,4.73870582660015,-2.00268651201197,-2.01484045599803,0.762586884436479,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,4.42057858302395,-1.46824807461043,0.21444396136397,-0.171983222649824,-0.78845406614806,0.908741399676364,0,0,0,0,0,0
3,1,4.50631880516683,-2.22524349951336,-1.19533582046101,0.259793441121492,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,4.42057858302395,-1.46824807461043,-0.0179430600693475,-0.394540210151208,0.0310505693889591,-0.168088191073588,0,0,0,0,0,0
4,1,4.54133912809848,-1.88016571813814,-1.40901965059003,0.17655326810936,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,4.42057858302395,-1.46824807461043,0.0170772628623013,-0.0494624287759966,-0.182633260740066,-0.554352415956186,0,0,0,0,0,0
5,1,4.58650651543765,-2.31348529692209,-1.0761882428685,0.237858272103135,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,4.42057858302395,-1.46824807461043,0.0622446502014711,-0.482782007559941,0.150198146981468,-0.256300048186992,0,0,0,0,0,0
6,1,4.51694051068833,-2.14672216214409,-1.28395363045643,0.210234824866997,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,4.42057858302395,-1.46824807461043,-0.00732135454785343,-0.316018872781942,-0.0575672406064569,-0.379749929481067,0,0,0,0,0,0
7,1,4.51095596095146,-1.59661124734402,-1.23477032053324,0.338811070795573,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,4.42057858302395,-1.46824807461043,-0.0133059042847226,0.234092042018132,-0.00838393068327625,0.0974675896205817,0,0,0,0,0,0
8,1,4.53962010696635,-1.77580773872734,-0.950542990310082,0.177551735929952,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,4.42057858302395,-1.46824807461043,0.015358241730163,0.0548955506348066,0.275843399539887,-0.548713012641469,0,0,0,0,0,0
9,1,4.66077616173369,-1.79021687064645,-1.02499041271375,0.213116972127138,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,4.42057858302395,-1.46824807461043,0.136514296497507,0.0404864187157001,0.201395977136214,-0.366133869226002,0,0,0,0,0,0
10,1,4.52329834599887,-2.0517862138929,-1.55150078889567,0.243276690148855,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,4.42057858302395,-1.46824807461043,-0.000963519237307864,-0.221082924530756,-0.325114399045701,-0.233775610949074,0,0,0,0,0,0
1,2,4.48352934781467,-2.11371335611708,-1.50067741416643,0.436525566752239,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,2.00935390137452,-0.667385488459286,-0.0407325174215076,-0.283010066754929,-0.274291024316464,0.350871896618754,0,0,0,0,0,0
2,2,4.55144637651302,-2.58611752739424,-1.25269476954927,0.256815073350117,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,2.00935390137452,-0.667385488459286,0.0271845112768334,-0.755414238032091,-0.0263083796993013,-0.179618782176237,0,0,0,0,0,0
3,2,4.40939062489439,-2.42321476774429,-1.52452555582804,0.504333197401761,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,2.00935390137452,-0.667385488459286,-0.114871240341795,-0.59251147838214,-0.298139165978076,0.495262106477268,0,0,0,0,0,0
4,2,4.16923654338901,-1.40831684817667,-1.06278818821809,0.423398836767489,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,2.00935390137452,-0.667385488459286,-0.355025321847174,0.42238644118548,0.163598201631882,0.320339562220613,0,0,0,0,0,0
5,2,3.90682646876956,-2.31180903002202,-1.25510839177864,0.230740206151058,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,2.00935390137452,-0.667385488459286,-0.617435396466621,-0.481105740659871,-0.0287220019286674,-0.286682620182536,0,0,0,0,0,0
6,2,4.35166314474386,-2.23447224786636,-1.15317522803022,0.182358835100151,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,2.00935390137452,-0.667385488459286,-0.172598720492324,-0.40376895850421,0.073211161819746,-0.521998681704047,0,0,0,0,0,0
7,2,4.10815856906308,-2.21627254750488,-1.38885239920871,0.20394489927581,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,2.00935390137452,-0.667385488459286,-0.416103296173103,-0.385569258142737,-0.162466009358744,-0.410125193344655,0,0,0,0,0,0
8,2,4.44625815002328,-1.539218161984,-1.19108417452078,0.219379135649505,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,2.00935390137452,-0.667385488459286,-0.0780037152128976,0.291485127378151,0.0353022153291838,-0.337173603109709,0,0,0,0,0,0
9,2,3.78294257311373,-2.06247264628861,-1.40525583001844,0.500718500069478,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,2.00935390137452,-0.667385488459286,-0.741319292122453,-0.231769356926461,-0.178869440168468,0.488069017948805,0,0,0,0,0,0
10,2,4.76829272809361,-1.34648661122857,-0.898613206904327,0.201542536689716,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,2.00935390137452,-0.667385488459286,0.244030862857427,0.484216678133579,0.327773182945642,-0.42197458981037,0,0,0,0,0,0
1,3,4.6926902307443,-2.31210822235059,-1.18965953596907,0.143767202057566,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,2.41122468164943,-0.800862586151143,0.168428365508116,-0.481404932988443,0.0367268538808938,-0.759779710110288,0,0,0,0,0,0
2,3,4.36972169684919,-1.70585209399084,-1.00471381913712,0.359445857245024,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,2.41122468164943,-0.800862586151143,-0.15454016838699,0.124851195371309,0.221672570712848,0.156588510987018,0,0,0,0,0,0
3,3,4.74710687187222,-1.46762200704213,-1.44163807509021,0.320086839762958,8.37575139916559e-05,0.0959039348695991,9.13882958207364,-3.44605841798555,2.41122468164943,-0.800862586151143,0.222845006636041,0.363081282320016,-0.215251685240244,0.0406172841219843,0,0,0,0,0,0
