b01_pop,0.017128,-0.00024182,0.00023609,-0.0073759,-7.7413e-07,2.5468e-07,-5.8027e-07,4.3365e-06,-1.2312e-06,-2.5497e-06,-3.5087e-06,-2.2936e-06,6.612e-06,8.2183e-06,-3.8084e-06,0.00052643,4.4154e-06,4.0693e-12,6.0286e-05,3.0954e-06,-1.2796e-05,-1.7481e-06,0.0022713,0.00011811,-9.058e-05,0.00067461,-1.6618e-06,-2.5363e-07,-1.0578e-05,-3.9551e-06,-1.9559e-05,-2.6103e-07,-1.1795e-05,1.5061e-07,2.6889e-06,8.3527e-07
b11_pop,-0.00024182,0.00037423,0.00029348,-0.0013399,-4.9715e-07,1.1901e-07,1.4094e-05,-8.8069e-06,1.8491e-05,-3.6119e-06,-1.0169e-05,-4.1235e-06,1.1146e-05,-3.4206e-06,9.5813e-06,-0.0016833,3.809e-05,1.0466e-12,3.9426e-06,6.547e-06,8.9993e-06,-1.0391e-06,-3.073e-05,-0.00018653,-0.00018303,0.0012681,-1.1809e-06,-4.1861e-08,1.5108e-05,7.0236e-07,-5.0646e-06,-6.0201e-07,4.7482e-06,2.2536e-07,1.0171e-06,-1.2311e-07
b21_pop,0.00023609,0.00029348,0.00040184,-0.001938,-7.2205e-07,1.7417e-07,1.6967e-05,-8.1101e-06,2.0501e-05,-4.5641e-06,-7.6724e-06,-7.5527e-06,6.5109e-06,-4.6639e-06,1.271e-05,-0.0021389,3.4935e-05,-1.552e-12,-1.1089e-05,7.4659e-06,6.6273e-06,-6.9139e-07,9.5112e-05,-0.00016581,-0.00023182,0.0013802,-1.5586e-06,-9.5611e-08,1.6103e-05,-5.6313e-07,-8.734e-06,-8.3815e-07,9.2772e-06,2.9348e-07,1.7372e-06,-1.0006e-08
a1_pop,-0.0073759,-0.0013399,-0.001938,0.61369,-1.2808e-05,-2.2546e-06,-0.00022006,5.8392e-06,0.00016873,8.2382e-06,2.2259e-05,-0.00021713,-5.6679e-05,9.7661e-05,0.0009644,0.0022318,-0.00045743,1.1963e-10,-0.00043275,0.00059476,-0.00020443,-6.9554e-05,-0.0025819,-0.002594,-0.00050216,-0.081436,1.4806e-05,-1.4913e-06,-0.00028846,-3.1218e-05,-0.00032339,0.00010593,-0.00055336,1.4471e-06,-3.9583e-05,-7.9108e-06
b02_pop,-7.7413e-07,-4.9715e-07,-7.2205e-07,-1.2808e-05,8.6463e-06,-2.9559e-07,1.8084e-07,-2.0828e-08,4.9542e-08,2.1861e-08,3.1173e-07,2.1245e-06,6.4114e-10,2.6544e-08,-3.7751e-07,0.00012072,-1.262e-07,1.0167e-12,2.607e-07,-1.9177e-07,-7.2167e-08,2.4438e-08,-5.3387e-07,3.0472e-07,5.7813e-07,8.6943e-07,-8.1908e-08,-9.5596e-10,-2.6584e-07,-4.1722e-09,-7.7461e-08,9.5034e-08,-4.9004e-09,4.64e-09,-1.0716e-08,-1.8422e-09
b12_pop,2.5468e-07,1.1901e-07,1.7417e-07,-2.2546e-06,-2.9559e-07,1.6109e-07,5.6531e-09,4.4615e-08,2.3592e-09,-3.0723e-09,5.534e-07,-4.9561e-07,2.2316e-08,-1.1141e-08,-1.1124e-07,3.2524e-05,-7.7149e-07,-2.7397e-13,1.4681e-08,-5.0925e-08,3.775e-08,8.7533e-09,1.0268e-07,-3.5133e-08,-9.6616e-08,6.0551e-07,-1.036e-08,6.1601e-09,3.8847e-08,3.8161e-08,8.4738e-08,-7.83e-09,8.698e-09,-2.6293e-09,-1.1335e-09,-1.1502e-10
b03_pop,-5.8027e-07,1.4094e-05,1.6967e-05,-0.00022006,1.8084e-07,5.6531e-09,0.0038419,-0.00010928,1.7492e-06,-7.3115e-07,1.083e-05,-4.2892e-05,-6.6087e-06,8.5373e-06,1.0754e-06,0.00011112,-2.3895e-06,-2.1919e-11,-9.9428e-06,1.3559e-07,5.2978e-06,7.3162e-08,-5.7885e-06,-7.2854e-06,-1.3624e-05,0.00012125,-1.3112e-07,2.7586e-08,-2.4762e-05,-7.8862e-07,-4.24e-07,-7.9561e-08,8.9944e-07,1.2521e-08,4.7897e-06,2.819e-08
b13_pop,4.3365e-06,-8.8069e-06,-8.1101e-06,5.8392e-06,-2.0828e-08,4.4615e-08,-0.00010928,0.00016091,-1.0371e-06,-1.7223e-07,-2.0518e-05,2.2842e-05,1.6279e-05,-4.0056e-06,5.9178e-06,-0.00037922,8.9968e-06,1.3788e-11,7.1285e-06,3.7095e-06,3.3752e-06,-7.0928e-07,7.9616e-07,3.7466e-06,6.3119e-06,-3.4461e-05,9.1421e-08,-2.0519e-09,7.5183e-06,-2.3723e-06,-4.973e-07,3.4185e-08,-1.8736e-07,-2.4689e-08,-1.4051e-06,-3.2175e-09
b05_pop,-1.2312e-06,1.8491e-05,2.0501e-05,0.00016873,4.9542e-08,2.3592e-09,1.7492e-06,-1.0371e-06,0.0026745,-7.1103e-05,-5.679e-07,-2.5888e-07,3.9915e-07,-3.3219e-07,3.5507e-06,-6.2789e-05,9.6291e-07,2.4582e-13,-1.8477e-06,2.0935e-06,1.0637e-06,-2.3614e-08,-4.7736e-06,-1.2762e-05,-1.3848e-05,4.9255e-05,-1.521e-07,-4.4779e-08,5.042e-08,-3.4382e-07,8.9275e-05,-2.7707e-06,3.1801e-08,1.8933e-08,3.6799e-07,-1.686e-06
b15_pop,-2.5497e-06,-3.6119e-06,-4.5641e-06,8.2382e-06,2.1861e-08,-3.0723e-09,-7.3115e-07,-1.7223e-07,-7.1103e-05,8.5601e-05,2.9023e-07,-2.356e-07,-1.9786e-07,9.1816e-08,-6.638e-07,1.8445e-05,3.7265e-07,-2.6905e-13,2.6933e-08,-4.1308e-07,-3.4509e-07,3.9642e-08,1.2225e-06,2.0791e-06,2.3569e-06,-1.5433e-05,-2.1207e-08,1.5802e-08,-1.3755e-07,-3.0379e-07,-5.6023e-07,-6.5078e-07,-1.3897e-07,-2.8327e-09,1.0076e-07,1.0494e-07
