b0_pop,0.23515,-0.0046483,2.0246e-05,-0.0013547,0.010773,-0.0066702,-0.0015332,0.00086619,0.10634,0.00059841,-0.003218
b1_pop,-0.0046483,0.0011694,1.8454e-06,-8.2476e-05,0.00045731,0.00048994,-9.3111e-05,-0.00015539,-0.0012889,0.00078159,3.0208e-05
h1_pop,2.0246e-05,1.8454e-06,8.3088e-08,-7.7746e-07,1.3361e-05,9.5913e-07,-1.561e-05,2.6981e-07,2.6577e-06,3.6454e-07,-5.0043e-07
h2_pop,-0.0013547,-8.2476e-05,-7.7746e-07,0.00014423,-4.6712e-05,-0.00015566,0.00012542,-0.00020292,-0.00019801,-5.3885e-05,1.707e-05
alpha1_pop,0.010773,0.00045731,1.3361e-05,-4.6712e-05,0.008206,-0.00065991,-0.0015432,-0.00018346,0.013561,0.0013748,-0.00050106
alpha2_pop,-0.0066702,0.00048994,9.5913e-07,-0.00015566,-0.00065991,0.0012967,-5.0698e-05,-8.7413e-05,-0.0089878,5.2537e-05,0.0002051
beta_hcov1_score4C,-0.0015332,-9.3111e-05,-1.561e-05,0.00012542,-0.0015432,-5.0698e-05,0.0038279,-0.0002205,-0.0016761,0.00016236,3.5715e-05
beta_hcov2_score4C,0.00086619,-0.00015539,2.6981e-07,-0.00020292,-0.00018346,-8.7413e-05,-0.0002205,0.00066413,0.00055857,-0.00014835,-1.1755e-05
omega_b0,0.10634,-0.0012889,2.6577e-06,-0.00019801,0.013561,-0.0089878,-0.0016761,0.00055857,0.18851,0.0037467,-0.0026134
omega_b1,0.00059841,0.00078159,3.6454e-07,-5.3885e-05,0.0013748,5.2537e-05,0.00016236,-0.00014835,0.0037467,0.0013916,-0.00016417
e_b,-0.003218,3.0208e-05,-5.0043e-07,1.707e-05,-0.00050106,0.0002051,3.5715e-05,-1.1755e-05,-0.0026134,-0.00016417,0.00049397
