parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,17.0739858637033,5.53784402952826,32.4343950717499,
b1_pop,0.000649973775938268,0.00996455663645812,1533.07056458913,
b2_pop,-5.08767335618537,0.880114216735202,17.2989528831523,
a_pop,13.8100816930148,6.81799583131472,49.3696994910846,
h1_pop,2.93418160541813e-05,3.91956353128115e-05,133.582854041599,
h2_pop,0.126388564801934,0.0197671852247257,15.6400108314413,
alpha1_pop,0.149250643515215,0.0353272730384101,23.6697626263895,
alpha2_pop,-0.0627117328579733,0.0111820429703886,17.8308626803746,
hcov1_pop,0,,,
beta_hcov1_score4C,0.406846130849326,0.0991788832491119,24.3774920612045,4.09338125904046e-05
hcov2_pop,0,,,
beta_hcov2_score4C,-0.109733165167319,0.0266234683594868,24.2620071323849,3.7613487137822e-05
omega_b0,4.16312594272036,6.71935131669229,161.401586431507,
omega_b1,0.0184061986869389,0.00871454799328536,47.3457238048246,
omega_b2,0.934366221988122,2.02019501887582,216.21019374794,
omega_a,0.745355925798599,0.302632874258365,40.6024643775541,
e_b,0.382317133418953,0.0209292301730289,5.47431133568742,
