parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,7.46385221786576,0.0949614236260879,1.27228434934423,
b1_pop,-0.00980977694230071,0.0125207443206122,127.63536209087,
h1_pop,0.000242026223565538,0.00021844830204095,90.2581128700693,
h2_pop,0.0856885247332219,0.0164681124269612,19.2185738734937,
alpha1_pop,1.86336027766693,0.423269702149457,22.7153979411552,
alpha2_pop,-1.09401339294426,0.16881127867435,15.4304581427506,
hcov1_pop,0,,,
beta_hcov1_score4C,0.333248823586561,0.0737749491020887,22.1380973856389,6.26922992408296e-06
hcov2_pop,0,,,
beta_hcov2_score4C,-0.142005198399265,0.0267107372242509,18.8096897334352,1.05835230579387e-07
omega_b0,1.04235810063755,0.0926473302034971,8.88824389111861,
omega_b1,0.0506787224626771,0.0182799524413397,36.0702708218467,
e_b,0.158969970265764,0.00544883239573036,3.42758596898589,
