rep,id,b01,b11,b21,a1,p1,g1,p2,g2,alpha11,alpha21,eta_b01,eta_b11,eta_b21,eta_a1,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha21
1,22,10.6785235741266,-0.0119285669451538,-0.288641185884052,2.96195466676139,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,5.96927544504191,0.108760415179257,-0.126553476110164,-0.125446994226986,0,0,0,0,0,0
2,22,10.4483247031954,-0.0211426171051249,-0.0909298911825604,5.37776093699357,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,5.73907657411078,0.0995463650192858,0.0711578185913277,0.470975699817348,0,0,0,0,0,0
3,22,8.83683864638786,0.0113137358884469,-0.149145311775198,3.51817857338397,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,4.12759051730321,0.132002718012858,0.0129423979986897,0.0466469999296442,0,0,0,0,0,0
1,23,5.36863566630299,-0.255774960143078,-0.0548034240045354,5.66422490451199,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,0.659387537218338,-0.135085978018667,0.107284285769353,0.522873658307266,0,0,0,0,0,0
2,23,3.57259099409358,-0.128744869446038,-0.263141059096217,3.83184989639221,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,-1.13665713499108,-0.00805588732162781,-0.101053349322329,0.132051283240445,0,0,0,0,0,0
3,23,5.71911222506269,-0.0859120294291314,-0.175316918530277,2.57175836314549,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,1.00986409597803,0.0347769526952793,-0.0132292087563886,-0.266706552061752,0,0,0,0,0,0
1,24,8.47197883423817,-0.162143130369819,-0.0902597719522069,3.5417258532636,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,3.76273070515352,-0.0414541482454085,0.0718279378216813,0.0533177324991236,0,0,0,0,0,0
2,24,6.85664942618585,-0.0328525322305064,-0.175658486580567,5.03501243240507,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,2.1474012971012,0.0878364498939042,-0.0135707768066791,0.40511959035078,0,0,0,0,0,0
3,24,8.52471385877454,-0.156685898563177,-0.289011841483882,5.54086137631077,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,3.81546572968989,-0.0359969164387667,-0.126924131709994,0.500853566748202,0,0,0,0,0,0
1,25,6.54786816848419,-0.206085046040986,-0.188635750597789,0.675482409243312,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,1.83862003939954,-0.0853960639165754,-0.0265480408239007,-1.60362456802487,0,0,0,0,0,0
2,25,7.24114586674355,-0.211270535064466,-0.142714539638177,5.80581523252052,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,2.53189773765889,-0.0905815529400553,0.0193731701357109,0.54756363654165,0,0,0,0,0,0
3,25,7.20376200110102,-0.136971795868802,-0.0628774816112577,7.0676867977839,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,2.49451387201637,-0.0162828137443917,0.0992102281626304,0.744236835754851,0,0,0,0,0,0
1,26,5.55780982812631,-0.209749848912929,-0.184493933028291,11.0434828456701,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,0.84856169904166,-0.0890608667885179,-0.0224062232544026,1.19054406123507,0,0,0,0,0,0
2,26,6.31327051903508,-0.0274622962042505,-0.132734814455419,1.17080170296141,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,1.60402238995043,0.0932266859201601,0.0293528953184687,-1.05360767465077,0,0,0,0,0,0
3,26,5.2048116218606,-0.0801569538863943,-0.182381041603936,3.06573588886671,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,0.495563492775944,0.0405320282380163,-0.0202933318300482,-0.0910087701962834,0,0,0,0,0,0
1,27,7.76454422036456,-0.0211883071706233,-0.174540770822826,8.3271307812376,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,3.05529609127991,0.0995006749537873,-0.0124530610489375,0.908222547801848,0,0,0,0,0,0
2,27,6.32087024801937,-0.086346981109766,-0.177568148867396,21.76841991463,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,1.61162211893471,0.0343420010146446,-0.0154804390935077,1.86916388673681,0,0,0,0,0,0
3,27,6.63197011734834,-0.0890454809999018,-0.267841222135601,14.7430001708935,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,1.92272198826368,0.0316435011245089,-0.105753512361713,1.47947200044585,0,0,0,0,0,0
1,28,2.13413656769622,-0.085533921845686,-0.251605181816742,5.34548640352875,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,-2.57511156138843,0.0351550602787246,-0.0895174720428542,0.464956136918932,0,0,0,0,0,0
2,28,3.26873507876955,-0.0599271844085007,-0.149659937863946,10.1010965918241,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,-1.44051305031511,0.06076179771591,0.0124277719099425,1.10134758638814,0,0,0,0,0,0
3,28,2.49500916840009,-0.220105167172907,-0.157537012332011,1.10937040972059,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,-2.21423896068456,-0.0994161850484959,0.00455069744187725,-1.1075037490569,0,0,0,0,0,0
1,29,4.17061153596267,-0.0796104384805084,-0.214806944367989,2.12851336220743,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,-0.538636593121987,0.0410785436439023,-0.0527192345941007,-0.45587262098919,0,0,0,0,0,0
2,29,3.43337494625889,-0.152079606137017,-0.0846085720832853,0.867874104563518,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,-1.27587318282576,-0.0313906240126059,0.0774791376906029,-1.35300502068,0,0,0,0,0,0
3,29,4.95666357004161,-0.253193353480217,-0.00744400798026637,3.54174992610518,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,0.247415440956955,-0.132504371355806,0.154643701793622,0.0533245294000608,0,0,0,0,0,0
1,30,4.37903105744943,-0.132927112255015,-0.222725779677379,1.07173332787332,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,-0.330217071635225,-0.0122381301306041,-0.0606380699034905,-1.14201913462316,0,0,0,0,0,0
2,30,4.2093553223978,-0.19854695293498,-0.207857391892234,9.96517617091135,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,-0.499892806686855,-0.0778579708105694,-0.0457696821183461,1.08780022746267,0,0,0,0,0,0
3,30,5.81749873101464,-0.256905194881993,0.00255250683624828,1.75651069310422,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,1.10825060192998,-0.136216212757582,0.164640216610136,-0.647967124574434,0,0,0,0,0,0
1,31,6.60520872676306,-0.0348904513345643,-0.091620806832977,0.39116868691111,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,1.8959605976784,0.0857985307898464,0.0704669029409111,-2.14991279272173,0,0,0,0,0,0
2,31,8.34491371078659,-0.0150689975333276,-0.336303513020731,0.779322538414527,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,3.63566558170193,0.105619984591083,-0.174215803246842,-1.46062668220587,0,0,0,0,0,0
3,31,7.04765216077534,-0.237134239004653,-0.184941750074596,0.570774460858667,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,2.33840403169068,-0.116445256880243,-0.0228540403007082,-1.77205754210809,0,0,0,0,0,0
1,32,5.29308061625932,0.00845487970370175,-0.0169111303628838,1.35082897843094,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,0.583832487174669,0.129143861828112,0.145176579411004,-0.910577942922529,0,0,0,0,0,0
2,32,2.77520105589806,-0.103971914807626,-0.267112220887264,11.5515103407533,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,-1.93404707318659,0.0167170673167849,-0.105024511113376,1.2355197888386,0,0,0,0,0,0
3,32,5.30916016991457,-0.128345363684081,-0.223552292339825,4.21338741281016,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,0.599912040829912,-0.0076563815596707,-0.0614645825659366,0.226970530273764,0,0,0,0,0,0
1,33,3.6353569263774,-0.00812851357562427,-0.301092359711124,3.55866598506134,0.132040342511762,0.14457678989623,0.783259755123488,0.0815014313463103,0.0982680003929456,-0.0972145204052279,-1.07389120270725,0.112560468548786,-0.139004649937236,0.0580893463269112,0,0,0,0,0,0
