parameter,value,se_sa,rse_sa
b01_pop,4.69232226519781,0.143938202889633,3.06752594460955
b11_pop,-0.131944088281446,0.0269925167557427,20.4575416051728
b21_pop,-0.153777916688528,0.0279301234208709,18.1626361068752
a1_pop,3.5741534234165,0.810237610140886,22.6693573038168
b02_pop,7.40903154104754,0.00273419865646016,0.0369035904532481
b12_pop,0.00257155878099647,0.000465723326335673,18.1105456261516
b03_pop,4.20302246354553,0.0604708260608283,1.43874620193719
b13_pop,-0.155163090740508,0.0108990952672386,7.02428342669848
b04_pop,5.52477342729389,0.0967170450657574,1.75060654230541
b14_pop,0.0191760906417857,0.00809242446898616,42.2005956279345
b05_pop,7.00506161115683,0.0558519245779029,0.797308113449689
b15_pop,-0.0459471801066943,0.00838727644441204,18.254170168737
b06_pop,5.20634361601305,0.0483379499965706,0.928443329170562
b16_pop,-0.0705046850675742,0.00721398450626125,10.2319221755932
b07_pop,328.567374720306,7.01870826642245,2.13615495829345
b17_pop,-4.78746535381921,0.591150405876933,12.3478785158276
p1_pop,0.0354410306025035,0.0206334340473103,58.2190576756333
g1_pop,0.111384507125343,0.0533984465744823,47.9406408957683
p2_pop,0.742305027630793,0.0294965458116627,3.97364219744093
g2_pop,0.125150073385192,0.0118440039939656,9.46384102989028
alpha11_pop,0.137743629374752,0.0445484510794642,32.3415691031804
alpha12_pop,-13.6020406591708,7.00384224226923,51.4911138539133
alpha13_pop,0.298538696181505,nan,nan
alpha14_pop,-9.20048538741757e-14,8.27589849176639e-11,89950.6726360804
alpha15_pop,0.555393219496462,0.149970733943571,27.0026224085953
alpha16_pop,0.135978628195779,nan,nan
alpha17_pop,0.00156591152233737,0.00369378440814445,235.887172132874
alpha21_pop,-0.0456692258000515,0.0247809430475114,54.2617979906362
alpha22_pop,1.44000016550651e-18,nan,nan
alpha23_pop,6.51224357515319e-14,1.22312719086097e-10,187819.631858932
alpha24_pop,0.0891009275081806,0.0522545797832151,58.6465048620481
alpha25_pop,-0.446160596294186,0.0788641832611736,17.6761874347982
alpha26_pop,1.64714436145858e-10,nan,nan
alpha27_pop,-1.53702056265136e-14,3.03588278939159e-11,197517.382861469
omega_b01,1.92157101971562,0.111308975548836,5.79260274050705
omega_b11,0.113980584155943,0.0188360369313862,16.5256539706935
omega_b21,0.0694953561659656,0.0180281899835786,25.9415750608207
omega_a1,1.07163714522086,0.229667830677586,21.431492152155
omega_b02,0.0359739104387443,0.00236868649922059,6.58445654178728
omega_b12,0.00490050542070189,0.000354392856449161,7.23176133939266
omega_b03,0.916553290648384,0.0472976244398973,5.16037909879067
omega_b13,0.133259875569867,0.00833619345755434,6.2555915063749
omega_b04,1.58564138905508,0.0713255797917046,4.49821632331439
omega_b14,0.0835472805397921,0.00666343305622524,7.9756432683067
omega_b05,0.862786015410835,0.0429841753327391,4.98202040424486
omega_b15,0.098022676448495,0.0071797447483087,7.32457530077871
omega_b06,0.732368433709056,0.037910537409347,5.17642974006271
omega_b16,0.0813416866861263,0.00558553409417586,6.86675470073394
omega_b07,110.321834312251,5.3587155275974,4.85734810430208
omega_b17,5.69403216964644,0.454387935230436,7.98007320107307
b_1,0.309188767989477,nan,nan
a_2,0.0496884525707958,0.000783791860416206,1.57741249699709
a_3,0.703510425802497,0.0132010988066434,1.87646100504977
a_4,0.683995065853647,0.0163840065369938,2.39533987230537
b_5,0.0786334430286544,0.00191966997423667,2.44128948230988
b_6,0.100032558868293,0.00243737326628788,2.43657994343324
b_7,0.203617986930662,0.00507419151539838,2.4920153626341
