parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,26.6130702269588,1.51623712963344,5.69734012912765,
b1_pop,0.00998358393994462,0.0216026969562434,216.382183854942,
b2_pop,-15.9837385653327,3.61676170276235,22.6277581304213,
a_pop,8.08884886499074,1.73962056324924,21.506404585929,
h1_pop,0.00108547292347132,0.000483744816913136,44.5653508671712,
h2_pop,0.109515018143024,0.0135284280555343,12.3530345745517,
alpha1_pop,-1.00534994461492e-12,2.80142265661497e-12,278.651495593209,
alpha2_pop,-2.60779422167585e-05,1.18535657573261e-05,45.4543754211886,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231915046146625,0.0493226765643522,21.2675621456525,2.57630081934579e-06
hcov2_pop,0,,,
beta_hcov2_score4C,-0.126859589305619,0.0202075594112938,15.9290752255327,3.4333469400849e-10
omega_b0,11.6791473105053,1.05899685520511,9.06741585708537,
omega_b1,0.19541562371126,0.0217640380603915,11.1373070622794,
omega_b2,6.44294135719213,1.4192219212851,22.0275467772317,
omega_a,1.70109816515041,0.16885633484019,9.92631338387573,
e_b,0.349079237480331,0.00805757687352288,2.30823721619275,
