rep,id,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-0.0697793082951907,0.117256260566732,-0.154926296228699,-0.111979011934568,0,0,0,0,0,0,11
2,1,-0.138988044576084,0.0743009636542069,-0.110144596716466,-0.471381883616382,0,0,0,0,0,0,11
3,1,-0.0271095946446192,-0.0396541382706348,0.488587962525212,0.0535895505880368,0,0,0,0,0,0,11
4,1,0.0787193431434174,0.250876064606838,-0.0908210201088582,-0.187678954618624,0,0,0,0,0,0,11
5,1,-0.133198339185787,-0.00741208353994094,0.226805196311266,-0.568267356773551,0,0,0,0,0,0,11
6,1,-0.117302568158595,0.339361570532739,-0.196625410370877,0.0823314014790509,0,0,0,0,0,0,11
7,1,0.0837921744920054,0.139525282520995,-0.0987524148066958,-0.970190775197653,0,0,0,0,0,0,11
8,1,-0.054091428156128,0.0758811584352463,0.1701827242788,-0.781728567039316,0,0,0,0,0,0,11
9,1,-0.0652111649798339,-0.204636809362913,0.288103792557697,0.610239269094524,0,0,0,0,0,0,11
10,1,-0.120352452751655,0.0577086304756604,-0.100318554441748,-0.749188572845938,0,0,0,0,0,0,11
1,2,-0.148377058358767,0.0362023357563341,-0.10723765230084,0.102396370058043,0,0,0,0,0,0,5
2,2,-0.365764334687999,0.0946965150318591,-0.93906205861543,0.285200936391502,0,0,0,0,0,0,5
3,2,-0.182768838507117,-0.21286894521685,-0.0531591349532552,-1.0026977703512,0,0,0,0,0,0,5
4,2,-0.154434884186317,-0.00234749291386294,0.367274295873985,-0.461774780681291,0,0,0,0,0,0,5
5,2,0.154745457590785,-0.111523946180521,0.159669668462272,-0.117936683922368,0,0,0,0,0,0,5
6,2,0.0741329606493348,-0.011637479649893,-0.0106749385165257,-0.387588045012781,0,0,0,0,0,0,5
7,2,-0.233536496100298,-0.0427316351406715,-0.24351267714076,0.432697436217091,0,0,0,0,0,0,5
8,2,-0.377114271969291,0.255388167740616,0.461518957527929,0.793505846276812,0,0,0,0,0,0,5
