rep,id,b0,b1,h1,h2,alpha1,alpha2,hcov1,hcov2,score4C
1,1,0.626951499920777,-0.00360258139676363,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,5.54368234601892,-2.26460736723331,11
2,1,0.633254452515516,-0.00568591083298816,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,5.54368234601892,-2.26460736723331,11
3,1,0.631891847511345,-0.00429264229081669,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,5.54368234601892,-2.26460736723331,11
4,1,0.61588265524356,-0.00483320568807276,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,5.54368234601892,-2.26460736723331,11
5,1,0.615275931777628,-0.00566345099336331,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,5.54368234601892,-2.26460736723331,11
6,1,0.64137728851571,-0.0058449372045343,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,5.54368234601892,-2.26460736723331,11
7,1,0.596251395892813,-0.0017641142157549,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,5.54368234601892,-2.26460736723331,11
8,1,0.615789826878591,-0.00083440352643026,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,5.54368234601892,-2.26460736723331,11
9,1,0.630274323975857,-0.00710817436546147,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,5.54368234601892,-2.26460736723331,11
10,1,0.618175989292263,-0.00368550192663437,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,5.54368234601892,-2.26460736723331,11
1,2,0.613151209367988,-0.011643400658093,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,2.51985561182678,-1.02936698510605,5
2,2,0.576781715698271,-0.00640387892712873,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,2.51985561182678,-1.02936698510605,5
3,2,0.542589946452829,0.00395757653201124,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,2.51985561182678,-1.02936698510605,5
4,2,0.592091446329954,-0.00738108316528102,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,2.51985561182678,-1.02936698510605,5
5,2,0.589070354262314,-0.0114012936605209,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,2.51985561182678,-1.02936698510605,5
6,2,0.576291987736638,-0.00719301078134697,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,2.51985561182678,-1.02936698510605,5
7,2,0.557266843425413,3.49245753914107e-05,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,2.51985561182678,-1.02936698510605,5
8,2,0.59766774837936,-0.00797833319735485,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,2.51985561182678,-1.02936698510605,5
9,2,0.599355489970647,-0.00842757071812204,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,2.51985561182678,-1.02936698510605,5
10,2,0.591166579857799,-0.00532714858038956,2.24705649587925e-05,0.0281751968530688,84.8629538027351,-62.856798239039,2.51985561182678,-1.02936698510605,5
