b02_pop,8.5601e-06,-3.1353e-07,-1.6435e-07,-7.2011e-08,-1.2845e-07,5.6059e-08,4.6828e-07,1.7855e-06,1.8903e-08,1.0362e-07,7.4012e-05,1.2252e-06,-3.9509e-07,2.9375e-15,-5.2386e-07,2.931e-07,3.0465e-08,7.2555e-09,1.1765e-07,1.0762e-07,-1.4078e-07,-8.8731e-08,-5.8063e-09,-6.0316e-08,-3.501e-08
b12_pop,-3.1353e-07,2.0626e-07,1.6621e-08,1.9046e-08,-1.2417e-08,3.0571e-08,4.3702e-07,-5.8015e-07,2.0057e-08,-4.0497e-08,9.046e-06,-1.0701e-06,1.3862e-08,-5.0206e-16,1.9694e-07,-9.9422e-08,-4.1416e-09,-2.1945e-09,7.9755e-08,-2.6415e-08,-1.7766e-08,6.6856e-10,1.5553e-09,-7.9779e-10,3.8724e-08
b03_pop,-1.6435e-07,1.6621e-08,0.0038429,-0.00012364,5.6944e-06,-6.7544e-07,-6.6342e-07,-3.629e-05,-2.2914e-06,7.4338e-06,-0.00023663,-7.2973e-06,-1.9272e-06,1.3593e-14,1.628e-05,5.3726e-06,-7.8835e-08,1.1909e-07,-3.4775e-05,8.5029e-06,7.3095e-06,4.7994e-06,-6.3038e-08,-5.2222e-06,-7.689e-07
b13_pop,-7.2011e-08,1.9046e-08,-0.00012364,0.00016583,-1.3509e-06,4.1904e-07,-7.302e-06,2.3495e-05,1.8077e-05,-5.4204e-06,0.0011067,-2.0331e-05,-1.0093e-05,-1.1985e-14,4.7666e-06,-1.0176e-05,6.4439e-08,-9.1423e-09,8.2063e-06,-5.091e-06,-6.9654e-08,-9.9688e-07,1.2889e-08,1.9361e-06,6.0516e-07
b04_pop,-1.2845e-07,-1.2417e-08,5.6944e-06,-1.3509e-06,0.010778,-8.3806e-05,-7.942e-06,8.4059e-07,-7.3061e-06,-3.1041e-06,-0.001875,5.3407e-05,2.7976e-05,2.1781e-14,-1.1174e-05,2.6272e-05,-5.1388e-07,1.2239e-07,-3.9007e-06,3.0041e-06,3.6418e-05,4.0531e-06,5.9342e-08,-3.0325e-06,-5.0763e-06
b14_pop,5.6059e-08,3.0571e-08,-6.7544e-07,4.1904e-07,-8.3806e-05,6.4586e-05,-8.3653e-07,-3.3088e-06,-5.4422e-06,2.5876e-06,-0.00023477,1.5948e-05,4.9674e-06,4.2063e-14,-5.6556e-06,1.4431e-05,1.5269e-07,-1.5741e-08,-6.4993e-07,-9.3627e-07,-4.6071e-06,-4.1876e-06,-2.8737e-08,3.0581e-07,4.8828e-06
p1_pop,4.6828e-07,4.3702e-07,-6.6342e-07,-7.302e-06,-7.942e-06,-8.3653e-07,0.00055832,-4.7921e-05,6.4788e-05,-6.1183e-05,0.039367,-0.0020848,7.5728e-06,-3.2294e-13,0.00030065,-0.00022387,1.3017e-06,5.009e-08,2.3732e-05,5.0838e-06,6.7578e-06,-1.2446e-06,-1.6131e-07,-9.2425e-06,-6.3287e-07
g1_pop,1.7855e-06,-5.8015e-07,-3.629e-05,2.3495e-05,8.4059e-07,-3.3088e-06,-4.7921e-05,0.00070374,1.9729e-05,-3.0842e-06,0.020192,-0.00020881,-2.4375e-05,1.798e-13,3.1652e-05,-0.0001111,4.2396e-07,2.9813e-07,-4.5428e-06,1.1826e-05,3.6598e-06,-6.0313e-07,-1.207e-07,-1.5891e-06,-7.0245e-07
p2_pop,1.8903e-08,2.0057e-08,-2.2914e-06,1.8077e-05,-7.3061e-06,-5.4422e-06,6.4788e-05,1.9729e-05,0.00068237,-4.0306e-05,0.01119,-0.00036622,-8.9789e-05,-7.9457e-13,0.00019442,-6.5663e-05,4.1452e-07,3.5075e-08,3.8696e-06,2.9781e-06,2.219e-06,3.3008e-07,-4.4936e-08,-1.1093e-06,-5.621e-07
g2_pop,1.0362e-07,-4.0497e-08,7.4338e-06,-5.4204e-06,-3.1041e-06,2.5876e-06,-6.1183e-05,-3.0842e-06,-4.0306e-05,0.00019504,-0.0069408,0.0003577,2.9156e-05,1.8703e-13,-0.0004184,6.9502e-05,-2.1848e-07,-3.5918e-08,-9.7219e-06,-1.2838e-06,-2.5762e-06,4.7375e-09,3.394e-08,3.9964e-06,3.025e-07
alpha12_pop,7.4012e-05,9.046e-06,-0.00023663,0.0011067,-0.001875,-0.00023477,0.039367,0.020192,0.01119,-0.0069408,10.363,-0.1307,-0.069762,2.1676e-10,0.034141,-0.022833,0.00037859,4.2277e-05,0.001893,0.00061016,0.0012215,-0.0002603,-5.3491e-05,-0.00073877,2.5819e-05
alpha13_pop,1.2252e-06,-1.0701e-06,-7.2973e-06,-2.0331e-05,5.3407e-05,1.5948e-05,-0.0020848,-0.00020881,-0.00036622,0.0003577,-0.1307,0.013174,0.00064455,3.8969e-12,-0.0017332,0.0015959,-4.3267e-06,-3.9696e-07,-0.00017776,-6.0467e-05,-4.6681e-05,3.5594e-06,5.0307e-07,6.3194e-05,6.7445e-06
alpha14_pop,-3.9509e-07,1.3862e-08,-1.9272e-06,-1.0093e-05,2.7976e-05,4.9674e-06,7.5728e-06,-2.4375e-05,-8.9789e-05,2.9156e-05,-0.069762,0.00064455,0.0044419,-5.408e-12,-9.1228e-05,0.00020886,5.7716e-07,-1.4062e-07,-1.3999e-05,-4.4706e-06,-8.476e-06,-3.3912e-07,-5.5064e-08,3.9264e-06,-4.392e-06
alpha22_pop,2.9375e-15,-5.0206e-16,1.3593e-14,-1.1985e-14,2.1781e-14,4.2063e-14,-3.2294e-13,1.798e-13,-7.9457e-13,1.8703e-13,2.1676e-10,3.8969e-12,-5.408e-12,2.1052e-14,-7.9942e-13,4.0717e-12,5.284e-15,7.5588e-16,-3.9114e-14,-1.9183e-14,-5.7236e-14,3.9026e-16,-9.1897e-16,1.8242e-14,2.5975e-14
alpha23_pop,-5.2386e-07,1.9694e-07,1.628e-05,4.7666e-06,-1.1174e-05,-5.6556e-06,0.00030065,3.1652e-05,0.00019442,-0.0004184,0.034141,-0.0017332,-9.1228e-05,-7.9942e-13,0.0021125,-0.00028333,1.051e-06,2.0446e-07,4.7952e-05,6.4144e-06,8.827e-06,-4.3057e-07,-1.8951e-07,-2.1868e-05,-5.9533e-07
alpha24_pop,2.931e-07,-9.9422e-08,5.3726e-06,-1.0176e-05,2.6272e-05,1.4431e-05,-0.00022387,-0.0001111,-6.5663e-05,6.9502e-05,-0.022833,0.0015959,0.00020886,4.0717e-12,-0.00028333,0.0014972,-7.4407e-07,-1.1983e-07,-2.0464e-05,-8.8627e-06,-2.8497e-05,2.085e-06,6.7045e-08,8.4652e-06,6.4568e-06
