id,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha13_SAEM,eta_alpha23_SAEM
1,0.00977144,-0.0244976,0,0,0,0,0,0
2,-0.286559,-0.0106197,0,0,0,0,0,0
3,2.22196,0.233464,0,0,0,0,0,0
4,-2.03018,0.243293,0,0,0,0,0,0
5,-1.77952,-0.052676,0,0,0,0,0,0
6,-0.563124,-0.10356,0,0,0,0,0,0
7,-0.063788,-0.013268,0,0,0,0,0,0
8,-0.321914,-0.0330336,0,0,0,0,0,0
9,0.228571,0.078984,0,0,0,0,0,0
10,-1.85708,-0.242434,0,0,0,0,0,0
11,-1.02967,-0.0577317,0,0,0,0,0,0
12,-1.57845,0.138344,0,0,0,0,0,0
13,1.05202,-0.0975977,0,0,0,0,0,0
14,0.256015,0.267735,0,0,0,0,0,0
15,0.941778,-0.0204899,0,0,0,0,0,0
16,-1.41344,-0.0382286,0,0,0,0,0,0
17,-1.61037,-0.0584235,0,0,0,0,0,0
18,-0.620354,-0.00442343,0,0,0,0,0,0
19,-1.47295,-0.238332,0,0,0,0,0,0
20,-1.22685,-0.0025105,0,0,0,0,0,0
21,-0.183496,0.0605212,0,0,0,0,0,0
22,-1.92835,-0.127922,0,0,0,0,0,0
23,-0.0148241,-0.0258145,0,0,0,0,0,0
24,-0.0303098,-0.208223,0,0,0,0,0,0
25,0.476815,0.0572471,0,0,0,0,0,0
26,-1.37904,-0.00904591,0,0,0,0,0,0
27,0.485605,-0.0486042,0,0,0,0,0,0
28,0.391621,0.0702297,0,0,0,0,0,0
29,-1.0902,-0.100231,0,0,0,0,0,0
30,0.331531,0.213545,0,0,0,0,0,0
31,-0.0794412,0.06655,0,0,0,0,0,0
32,-0.733273,-0.0939717,0,0,0,0,0,0
33,-0.0488088,-0.0167475,0,0,0,0,0,0
34,0.928504,-0.0444309,0,0,0,0,0,0
35,-0.669291,-0.0405133,0,0,0,0,0,0
36,-0.819146,-0.0152484,0,0,0,0,0,0
37,-0.18479,0.013259,0,0,0,0,0,0
38,0.000202464,0.0445016,0,0,0,0,0,0
39,-0.822827,0.25572,0,0,0,0,0,0
40,-0.46941,-0.168179,0,0,0,0,0,0
41,0.491686,0.218847,0,0,0,0,0,0
42,0.54093,-0.136684,0,0,0,0,0,0
43,0.594021,0.282482,0,0,0,0,0,0
44,-1.83245,0.0170471,0,0,0,0,0,0
45,-1.51372,-0.0193593,0,0,0,0,0,0
46,-0.835594,-0.0618266,0,0,0,0,0,0
47,-0.309201,-0.0905714,0,0,0,0,0,0
48,0.798598,0.0983228,0,0,0,0,0,0
49,0.867889,0.0532295,0,0,0,0,0,0
50,-0.0898484,-0.116121,0,0,0,0,0,0
51,-1.10879,-0.0483196,0,0,0,0,0,0
52,0.682136,-0.303837,0,0,0,0,0,0
53,0.989824,0.0352588,0,0,0,0,0,0
54,1.5317,0.15528,0,0,0,0,0,0
55,1.27355,0.0542014,0,0,0,0,0,0
56,0.227523,-0.021922,0,0,0,0,0,0
57,-0.167429,-0.0512068,0,0,0,0,0,0
58,-0.685347,0.166349,0,0,0,0,0,0
59,-0.250373,-0.0337881,0,0,0,0,0,0
60,0.154051,0.114477,0,0,0,0,0,0
61,0.118685,-0.0641169,0,0,0,0,0,0
62,0.339808,0.00058107,0,0,0,0,0,0
63,0.90386,0.109883,0,0,0,0,0,0
64,0.0598751,0.0397281,0,0,0,0,0,0
65,-0.00122492,0.372269,0,0,0,0,0,0
66,0.661379,0.0371234,0,0,0,0,0,0
67,-0.364553,-0.147605,0,0,0,0,0,0
68,-0.576652,0.118215,0,0,0,0,0,0
69,0.809924,0.0786258,0,0,0,0,0,0
70,-0.269531,0.201683,0,0,0,0,0,0
71,0.175594,-0.154448,0,0,0,0,0,0
72,0.469922,-0.00812392,0,0,0,0,0,0
73,-0.563143,-0.114816,0,0,0,0,0,0
74,0.750052,0.167943,0,0,0,0,0,0
75,-0.68025,-0.0630359,0,0,0,0,0,0
76,-1.33065,-0.0688648,0,0,0,0,0,0
77,1.88313,0.0556279,0,0,0,0,0,0
78,0.539097,0.0386292,0,0,0,0,0,0
79,-0.769714,-0.00744265,0,0,0,0,0,0
80,0.0250084,0.119202,0,0,0,0,0,0
81,-0.0525831,0.28911,0,0,0,0,0,0
82,-0.410719,-0.0162483,0,0,0,0,0,0
83,0.116949,0.0456038,0,0,0,0,0,0
84,-0.907301,-0.0170861,0,0,0,0,0,0
85,-0.62392,0.0367625,0,0,0,0,0,0
86,-1.10607,-0.0243219,0,0,0,0,0,0
87,-0.353734,-0.333306,0,0,0,0,0,0
88,0.352976,0.0534327,0,0,0,0,0,0
89,0.231557,0.0472679,0,0,0,0,0,0
90,-0.299137,0.0132465,0,0,0,0,0,0
91,-0.0626627,0.048705,0,0,0,0,0,0
92,-0.632929,-0.00491104,0,0,0,0,0,0
93,0.126699,0.0208305,0,0,0,0,0,0
94,0.631327,0.0964048,0,0,0,0,0,0
95,2.24614,-0.0303965,0,0,0,0,0,0
96,1.33916,0.034427,0,0,0,0,0,0
97,-1.01627,-0.0331631,0,0,0,0,0,0
98,0.0271892,0.25579,0,0,0,0,0,0
99,1.30143,0.0929276,0,0,0,0,0,0
100,0.576445,0.249022,0,0,0,0,0,0
101,-0.0607924,0.126647,0,0,0,0,0,0
102,-0.762802,-0.0687607,0,0,0,0,0,0
103,-0.396554,-0.0204543,0,0,0,0,0,0
104,-0.707701,-0.276091,0,0,0,0,0,0
105,0.954296,0.0157737,0,0,0,0,0,0
106,-0.840576,-0.334491,0,0,0,0,0,0
107,-0.0935805,-0.0554854,0,0,0,0,0,0
108,0.609629,0.163132,0,0,0,0,0,0
109,1.37837,-0.0059258,0,0,0,0,0,0
110,1.10105,0.175177,0,0,0,0,0,0
111,1.02178,-0.180486,0,0,0,0,0,0
112,-0.941547,0.0438107,0,0,0,0,0,0
113,-0.389954,-0.128305,0,0,0,0,0,0
114,0.422264,-0.14241,0,0,0,0,0,0
115,-0.362253,0.0882618,0,0,0,0,0,0
116,-0.334497,-0.0790586,0,0,0,0,0,0
117,-0.750975,-0.0404183,0,0,0,0,0,0
118,-0.615213,-0.0875507,0,0,0,0,0,0
119,0.649131,-0.0280976,0,0,0,0,0,0
120,0.979744,-0.299925,0,0,0,0,0,0
121,-0.906833,-0.0146681,0,0,0,0,0,0
122,0.401895,-0.1934,0,0,0,0,0,0
123,0.538318,-0.13686,0,0,0,0,0,0
124,-0.5627,0.0437619,0,0,0,0,0,0
125,0.605799,0.377953,0,0,0,0,0,0
126,0.818181,0.0757898,0,0,0,0,0,0
127,0.317001,0.00497613,0,0,0,0,0,0
128,-0.939853,-0.0438864,0,0,0,0,0,0
129,0.569549,0.151725,0,0,0,0,0,0
130,0.634577,-0.0304414,0,0,0,0,0,0
131,-0.98152,0.0822414,0,0,0,0,0,0
132,1.34325,-0.00233268,0,0,0,0,0,0
133,-1.12557,0.00170179,0,0,0,0,0,0
134,-1.27925,-0.0671128,0,0,0,0,0,0
