id,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha13_SAEM,eta_alpha23_SAEM
135,-0.187604,-0.0277686,0,0,0,0,0,0
136,0.449844,-0.090318,0,0,0,0,0,0
137,-0.642422,-0.214782,0,0,0,0,0,0
138,0.590342,-0.0382821,0,0,0,0,0,0
139,0.507739,0.150748,0,0,0,0,0,0
140,0.0142546,-0.053504,0,0,0,0,0,0
141,-0.734751,-0.413281,0,0,0,0,0,0
142,0.386981,-0.0267622,0,0,0,0,0,0
143,-0.246075,-0.0449761,0,0,0,0,0,0
144,0.588754,0.0479245,0,0,0,0,0,0
145,-0.673667,-0.203707,0,0,0,0,0,0
146,-1.09863,-0.00546792,0,0,0,0,0,0
147,-0.358055,-0.0341094,0,0,0,0,0,0
148,-0.0951248,0.0208226,0,0,0,0,0,0
149,-0.758468,-0.0206525,0,0,0,0,0,0
150,-0.525318,-0.163792,0,0,0,0,0,0
151,-0.388738,0.176015,0,0,0,0,0,0
152,-1.88431,-0.0692887,0,0,0,0,0,0
153,0.178324,0.0554707,0,0,0,0,0,0
154,-0.0841167,-0.00825183,0,0,0,0,0,0
155,0.118133,0.000833406,0,0,0,0,0,0
156,0.497893,0.0650352,0,0,0,0,0,0
157,-0.961214,-0.0192086,0,0,0,0,0,0
158,0.120748,0.139036,0,0,0,0,0,0
159,0.928004,0.00258284,0,0,0,0,0,0
160,0.73216,-0.00511792,0,0,0,0,0,0
161,1.43216,0.0599292,0,0,0,0,0,0
162,0.965169,0.0124933,0,0,0,0,0,0
163,0.0997666,0.151409,0,0,0,0,0,0
164,0.0286851,0.0467618,0,0,0,0,0,0
165,0.0628133,0.0210944,0,0,0,0,0,0
166,0.289034,-0.0987309,0,0,0,0,0,0
167,1.05208,-0.0288716,0,0,0,0,0,0
168,-0.788596,-0.31974,0,0,0,0,0,0
169,0.52261,0.233936,0,0,0,0,0,0
170,0.663094,0.193282,0,0,0,0,0,0
171,-1.1157,0.098033,0,0,0,0,0,0
172,0.0427227,-0.0341844,0,0,0,0,0,0
173,-0.321527,-0.0587562,0,0,0,0,0,0
174,0.465832,0.173384,0,0,0,0,0,0
175,-0.129929,-0.139036,0,0,0,0,0,0
176,0.81232,0.0392823,0,0,0,0,0,0
177,-0.544577,-0.000673792,0,0,0,0,0,0
178,-0.0260633,-0.0392234,0,0,0,0,0,0
179,-0.0387212,0.0564576,0,0,0,0,0,0
180,0.0483476,0.127278,0,0,0,0,0,0
181,0.242028,-0.0329091,0,0,0,0,0,0
182,-0.851729,0.118352,0,0,0,0,0,0
183,1.00107,0.154955,0,0,0,0,0,0
184,-0.332072,0.196391,0,0,0,0,0,0
185,0.0316959,0.056122,0,0,0,0,0,0
186,-0.171599,0.00788686,0,0,0,0,0,0
187,0.575967,0.0735322,0,0,0,0,0,0
188,0.836891,-0.164,0,0,0,0,0,0
189,-0.137386,0.019754,0,0,0,0,0,0
190,-0.162703,0.00567222,0,0,0,0,0,0
191,0.0173226,0.0421581,0,0,0,0,0,0
192,0.3581,0.082391,0,0,0,0,0,0
193,0.290786,0.0646301,0,0,0,0,0,0
194,0.543648,-0.0361037,0,0,0,0,0,0
195,-0.552641,0.0283776,0,0,0,0,0,0
196,0.584752,-0.0767549,0,0,0,0,0,0
197,-1.0239,0.0946951,0,0,0,0,0,0
198,-0.592006,-0.128532,0,0,0,0,0,0
199,0.532535,0.0816661,0,0,0,0,0,0
200,-1.00452,0.0210952,0,0,0,0,0,0
201,1.60195,-0.000292394,0,0,0,0,0,0
202,0.00243784,-0.0235624,0,0,0,0,0,0
203,0.45219,-0.216536,0,0,0,0,0,0
204,0.47459,0.0152416,0,0,0,0,0,0
205,0.382105,-0.12898,0,0,0,0,0,0
206,1.16678,-0.0489471,0,0,0,0,0,0
207,0.458854,-0.0567238,0,0,0,0,0,0
208,0.417696,-0.0163886,0,0,0,0,0,0
209,0.500005,0.114968,0,0,0,0,0,0
210,-0.627278,-0.00820351,0,0,0,0,0,0
211,0.775482,-0.19554,0,0,0,0,0,0
212,0.62646,-0.0520742,0,0,0,0,0,0
213,0.0905128,0.0139136,0,0,0,0,0,0
214,-0.31948,-0.364467,0,0,0,0,0,0
215,1.13716,-0.17501,0,0,0,0,0,0
216,1.44947,0.0215023,0,0,0,0,0,0
217,0.0174767,0.0197027,0,0,0,0,0,0
218,-0.646612,0.0758936,0,0,0,0,0,0
219,-0.757687,-0.128786,0,0,0,0,0,0
220,-1.645,-0.0484709,0,0,0,0,0,0
221,1.83701,0.120115,0,0,0,0,0,0
222,-0.0469652,-0.214026,0,0,0,0,0,0
223,0.295479,-0.0172061,0,0,0,0,0,0
224,0.236338,-0.0228388,0,0,0,0,0,0
225,0.318732,0.0927574,0,0,0,0,0,0
226,-1.38016,-0.0473809,0,0,0,0,0,0
227,0.615384,0.0971262,0,0,0,0,0,0
228,0.535341,-0.00865766,0,0,0,0,0,0
229,-0.910093,0.0275554,0,0,0,0,0,0
230,0.441071,-0.0765651,0,0,0,0,0,0
231,1.22145,0.144954,0,0,0,0,0,0
232,1.21147,0.142456,0,0,0,0,0,0
233,1.53848,0.0513945,0,0,0,0,0,0
234,-0.177933,-0.116334,0,0,0,0,0,0
235,-0.591578,-0.0593866,0,0,0,0,0,0
236,-0.547044,0.0274185,0,0,0,0,0,0
237,2.52823,0.106083,0,0,0,0,0,0
238,1.43552,0.212071,0,0,0,0,0,0
239,-0.663886,0.0403285,0,0,0,0,0,0
240,0.0148857,-0.0115543,0,0,0,0,0,0
241,0.350598,-0.10334,0,0,0,0,0,0
242,0.21714,-0.0553652,0,0,0,0,0,0
243,-1.47013,-0.00650097,0,0,0,0,0,0
244,0.377666,0.0159466,0,0,0,0,0,0
245,0.666142,0.0137451,0,0,0,0,0,0
246,-0.588406,-0.0775994,0,0,0,0,0,0
247,-0.0789671,0.128664,0,0,0,0,0,0
248,-0.178268,-0.0305791,0,0,0,0,0,0
249,0.471328,-0.0988872,0,0,0,0,0,0
250,-1.11123,-0.0751093,0,0,0,0,0,0
251,1.0358,-0.221138,0,0,0,0,0,0
252,1.09622,0.203301,0,0,0,0,0,0
253,-0.504144,-0.235712,0,0,0,0,0,0
254,0.104083,-0.0183841,0,0,0,0,0,0
255,-0.773386,-0.0513023,0,0,0,0,0,0
256,0.442076,-0.0239457,0,0,0,0,0,0
257,-0.533881,-0.0631002,0,0,0,0,0,0
258,-0.0359918,-0.135688,0,0,0,0,0,0
259,1.13538,0.0598343,0,0,0,0,0,0
260,0.108493,0.240995,0,0,0,0,0,0
261,1.01491,0.0762074,0,0,0,0,0,0
262,0.64066,0.051004,0,0,0,0,0,0
263,-0.227647,0.0301279,0,0,0,0,0,0
264,-0.799042,-0.0167508,0,0,0,0,0,0
265,0.252309,0.065604,0,0,0,0,0,0
266,0.931375,0.0494828,0,0,0,0,0,0
267,-0.666322,-0.00228991,0,0,0,0,0,0
268,1.17736,0.0438744,0,0,0,0,0,0
269,0.27557,-0.00181202,0,0,0,0,0,0
270,-0.393917,0.00230335,0,0,0,0,0,0
271,-0.531881,-0.102112,0,0,0,0,0,0
272,-0.649928,0.210101,0,0,0,0,0,0
273,0.735816,-0.0141639,0,0,0,0,0,0
274,-1.1128,-0.129644,0,0,0,0,0,0
275,-0.179708,-0.000193598,0,0,0,0,0,0
276,-0.287395,-0.0797886,0,0,0,0,0,0
277,-0.31411,0.0486033,0,0,0,0,0,0
278,0.730853,-0.0694248,0,0,0,0,0,0
279,-0.164222,-0.014364,0,0,0,0,0,0
280,0.166393,0.079769,0,0,0,0,0,0
281,0.527586,-0.0141622,0,0,0,0,0,0
282,-1.69505,-0.0640473,0,0,0,0,0,0
283,1.80199,0.033826,0,0,0,0,0,0
284,-0.930592,0.383391,0,0,0,0,0,0
285,-1.36902,0.0771278,0,0,0,0,0,0
286,-0.529808,-0.115484,0,0,0,0,0,0
287,-0.917892,-0.0915252,0,0,0,0,0,0
288,0.444831,-0.11009,0,0,0,0,0,0
289,-0.952998,-0.0151582,0,0,0,0,0,0
290,0.400424,-0.034345,0,0,0,0,0,0
291,-0.140654,-0.309446,0,0,0,0,0,0
292,0.354572,-0.0299098,0,0,0,0,0,0
293,-0.284774,-0.130168,0,0,0,0,0,0
294,0.306808,-0.00139084,0,0,0,0,0,0
295,1.60331,-0.121603,0,0,0,0,0,0
296,0.191104,0.099504,0,0,0,0,0,0
297,0.0551527,0.175821,0,0,0,0,0,0
298,-0.647331,-0.023487,0,0,0,0,0,0
299,-0.164581,-0.016709,0,0,0,0,0,0
300,-0.923828,0.222072,0,0,0,0,0,0
