rep,id,b03,b13,p1,g1,p2,g2,alpha13,alpha23
1,1,3.4147333942969,-0.108829608365283,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
2,1,3.74669269762037,-0.53157704744313,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
3,1,5.39575525377103,-0.0209213653416736,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
1,2,3.48692276164854,0.0825054985490314,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
2,2,3.89573639140975,-0.235731801365824,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
3,2,4.22851201174426,-0.171165440724031,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
1,3,6.18185532338926,0.128645723329586,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
2,3,6.52316914503124,0.0802499047595716,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
3,3,6.50108431029416,0.0643659907299088,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
1,4,2.56999538981536,0.101637058328333,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
2,4,2.36916435634934,0.0977985393778081,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
3,4,2.03221462213198,0.107758361950601,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
1,5,2.2154199325729,-0.272257459236656,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
2,5,2.25584234990155,0.0603874429311451,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
3,5,2.69102552616431,-0.208722580203941,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
1,6,3.68793792215065,-0.259451969529377,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
2,6,3.38809264482909,-0.230494159976644,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
3,6,3.70870762214603,-0.247189723904164,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
1,7,4.29938137488316,-0.171579878276695,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
2,7,4.33766555484064,-0.1308270955287,0.0991476859184069,0.0714849316140194,0.723334527857458,0.134060093965856,0.4637172371735,-0.13181445368785
