parameter,value
b01_pop,4.65655894134711
b11_pop,-0.134696237510164
b21_pop,-0.174529569986673
a1_pop,5.49936063453564
b02_pop,7.40189766702321
b12_pop,0.00204724967976299
b03_pop,4.24891281315973
b13_pop,-0.145745174032855
p1_pop,0.043499789456002
g1_pop,0.131447389292718
p2_pop,0.743088080634687
g2_pop,0.124120686281662
alpha11_pop,0.142488598253819
alpha12_pop,-8.53297152898844
alpha13_pop,0.621644940458097
alpha21_pop,-0.0926978614340584
alpha22_pop,1.88941363725609
alpha23_pop,-0.209784513652256
omega_b01,2.03262842006333
omega_b11,0.109597523348889
omega_b21,0.0864460327978614
omega_a1,0.577378289740035
omega_b02,0.0399431900003964
omega_b12,0.00486107446317549
omega_b03,0.974507376742673
omega_b13,0.146702316557662
b_1,0.303545400745136
a_2,0.0497117630339213
a_3,0.677266462641111
