rep,id,b02,b12,p1,g1,p2,g2,alpha12,alpha22,eta_b02,eta_b12,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha22
1,1,7.34901845688914,0.0065741221656381,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329,-0.0465027347577447,0.00334811633027642,0,0,0,0,0,0
2,1,7.35380984502435,0.00696230034479434,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329,-0.0417113466225336,0.00373629450943265,0,0,0,0,0,0
3,1,7.41463093157797,0.00280450686104475,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329,0.0191097399310882,-0.000421498974316932,0,0,0,0,0,0
1,2,7.41876465590273,0.00726281524980479,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329,0.0232434642558541,0.00403680941444311,0,0,0,0,0,0
2,2,7.46567778324331,0.00618119496463121,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329,0.0701565915964304,0.00295518912926953,0,0,0,0,0,0
3,2,7.44494443976861,0.0103498645088858,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329,0.0494232481217258,0.00712385867352412,0,0,0,0,0,0
1,3,7.39526250024416,0.00783702727684933,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329,-0.000258691402720501,0.00461102144148764,0,0,0,0,0,0
2,3,7.46756876309654,0.00330208843989395,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329,0.072047571449656,7.60826045322614e-05,0,0,0,0,0,0
3,3,7.41487450145551,0.00867199731802034,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329,0.0193533098086283,0.00544599148265866,0,0,0,0,0,0
1,4,7.41452647463031,-0.00581995987092484,0.162312900964993,0.111541720147132,0.710409893690968,0.114282138296307,-6.37346611927485,3.3361125368329,0.0190052829834322,-0.00904596570628653,0,0,0,0,0,0
