rep,id,b01,b11,b21,a1,b03,b13,p1,g1,p2,g2,alpha11,alpha13,alpha21,alpha23,eta_b01,eta_b11,eta_b21,eta_a1,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha13,eta_alpha21,eta_alpha23
1,1,6.18418790908158,-0.264868645697701,0.0125998942359328,6.89786125542319,6.96827273885233,-0.0260822072532124,0.0565759805186661,0.134443612230313,0.768148092656002,0.131713414450694,0.155034662728128,0.672578449245994,-0.0839991169476884,-0.211807708600128,1.56196283269852,-0.0997671775917518,0.168979895598807,0.0885057564969234,2.69413702845004,0.110094083007442,0,0,0,0,0,0,0,0
2,1,5.28627633818682,-0.211255012315621,-0.0486033077324836,6.19528418992489,6.35301215384953,-0.0507125940060201,0.0565759805186661,0.134443612230313,0.768148092656002,0.131713414450694,0.155034662728128,0.672578449245994,-0.0839991169476884,-0.211807708600128,0.66405126180376,-0.0461535442096721,0.107776693630391,-0.0189172559668815,2.07887644344724,0.0854636962546347,0,0,0,0,0,0,0,0
3,1,5.24828706228821,-0.214534395500534,-0.0643379808761895,10.3801649812398,6.73805820059924,-0.051760860611074,0.0565759805186661,0.134443612230313,0.768148092656002,0.131713414450694,0.155034662728128,0.672578449245994,-0.0839991169476884,-0.211807708600128,0.62606198590515,-0.0494329273945852,0.0920420204866846,0.497191127682157,2.46392249019695,0.0844154296495808,0,0,0,0,0,0,0,0
1,2,2.87328130380139,-0.15461673537586,-0.152601519689794,2.80968489471131,4.49401206677755,-0.00290310388045279,0.0565759805186661,0.134443612230313,0.768148092656002,0.131713414450694,0.155034662728128,0.672578449245994,-0.0839991169476884,-0.211807708600128,-1.74894377258167,0.0104847327300895,0.00377848167308001,-0.809633304131284,0.219876356375259,0.133273186380202,0,0,0,0,0,0,0,0
2,2,1.349975185574,-0.0650603997229284,-0.283710779992368,2.64205768672071,4.81632826490991,-0.035028808955197,0.0565759805186661,0.134443612230313,0.768148092656002,0.131713414450694,0.155034662728128,0.672578449245994,-0.0839991169476884,-0.211807708600128,-3.27224989080907,0.100041068383021,-0.127330778629494,-0.871147603724634,0.542192554507618,0.101147481305458,0,0,0,0,0,0,0,0
3,2,2.31139593411401,-0.130637898863975,-0.160535284081891,10.1641801885832,4.79461105801394,-0.118175178592793,0.0565759805186661,0.134443612230313,0.768148092656002,0.131713414450694,0.155034662728128,0.672578449245994,-0.0839991169476884,-0.211807708600128,-2.31082914226905,0.034463569241974,-0.00415528271901677,0.476164149342289,0.520475347611655,0.0180011116678619,0,0,0,0,0,0,0,0
1,3,3.84310022395737,-0.172219067487614,-0.107863776101403,4.32116395729782,3.70800987751569,0.0275186599667011,0.0565759805186661,0.134443612230313,0.768148092656002,0.131713414450694,0.155034662728128,0.672578449245994,-0.0839991169476884,-0.211807708600128,-0.779124852425691,-0.00711759938166501,0.0485162252614709,-0.379180843550961,-0.566125832886595,0.163694950227356,0,0,0,0,0,0,0,0
2,3,3.2474465262263,0.000496407722589059,-0.18078848941766,5.86593170839152,4.14794989782897,-0.0893351033680502,0.0565759805186661,0.134443612230313,0.768148092656002,0.131713414450694,0.155034662728128,0.672578449245994,-0.0839991169476884,-0.211807708600128,-1.37477855015676,0.165597875828538,-0.024408488054786,-0.0735443155262268,-0.126185812573319,0.0468411868926046,0,0,0,0,0,0,0,0
3,3,4.41515816081713,0.0901271785184589,0.00744309632505932,7.46177979548669,4.6789548767002,0.112273387630455,0.0565759805186661,0.134443612230313,0.768148092656002,0.131713414450694,0.155034662728128,0.672578449245994,-0.0839991169476884,-0.211807708600128,-0.20706691556593,0.255228646624408,0.163823097687933,0.16708832016813,0.404819166297913,0.24844967789111,0,0,0,0,0,0,0,0
1,4,2.77909970006394,-0.188150033626696,-0.226831315260075,11.5556146097637,3.75265448586741,-0.141172669483042,0.0565759805186661,0.134443612230313,0.768148092656002,0.131713414450694,0.155034662728128,0.672578449245994,-0.0839991169476884,-0.211807708600128,-1.84312537631912,-0.0230485655207467,-0.070451313897201,0.604465788176723,-0.521481224534879,-0.00499637922238677,0,0,0,0,0,0,0,0
