id,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b05_SAEM,eta_b15_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha15_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha25_SAEM
1,-0.00807318,-0.00462969,0.574796,-0.00136906,0.0287664,0.00101985,0,0,0,0,0,0,0,0,0,0
2,0.033736,-0.000602667,0.147838,0.143387,0.524038,-0.0794733,0,0,0,0,0,0,0,0,0,0
3,0.0317795,0.0011884,0.0900127,0.0300459,-0.104515,0.00377418,0,0,0,0,0,0,0,0,0,0
4,0.0215985,0.00230727,-0.0373525,-0.0260396,1.02135,-0.00667342,0,0,0,0,0,0,0,0,0,0
5,0.0177877,0.000453193,-0.283169,-0.245742,-0.71847,-0.124204,0,0,0,0,0,0,0,0,0,0
6,-0.0532419,-0.0011894,0.417477,-0.0384128,-0.459118,0.0242475,0,0,0,0,0,0,0,0,0,0
7,0.0229458,0.0016575,0.882096,0.10553,0.393208,0.05559,0,0,0,0,0,0,0,0,0,0
8,0.0759272,-0.00011225,0.282175,-0.027903,-0.171766,0.0397184,0,0,0,0,0,0,0,0,0,0
9,-0.038436,-0.000371064,1.63879,0.0650092,0.39528,-0.0243251,0,0,0,0,0,0,0,0,0,0
10,0.00446362,0.00185948,0.601329,-0.0549483,-1.28015,-0.0178345,0,0,0,0,0,0,0,0,0,0
11,-0.0167583,-8.25351e-05,-0.360425,-0.124576,-0.465393,-0.10448,0,0,0,0,0,0,0,0,0,0
12,-0.0157692,0.00124786,1.07098,0.00469116,1.1663,0.0138266,0,0,0,0,0,0,0,0,0,0
13,-0.00749012,0.00284588,-1.16884,-0.10223,-0.211154,-0.127502,0,0,0,0,0,0,0,0,0,0
14,0.0341124,-0.00345737,-0.752193,-0.103256,0.33607,-0.167258,0,0,0,0,0,0,0,0,0,0
15,0.0124779,0.000409559,-0.00818685,0.0184375,0.382936,0.00618157,0,0,0,0,0,0,0,0,0,0
16,-0.0216766,-0.0001875,0.62839,-0.0280361,-0.341349,-0.00414587,0,0,0,0,0,0,0,0,0,0
17,0.0203085,-0.000646784,1.13546,0.0825058,-0.369582,-0.0413078,0,0,0,0,0,0,0,0,0,0
18,0.0914646,0.00314182,-1.0327,-0.0573181,0.195499,0.0240176,0,0,0,0,0,0,0,0,0,0
19,0.0210389,-0.00183039,-0.360758,-0.011345,-0.428935,-0.081679,0,0,0,0,0,0,0,0,0,0
20,-0.0316893,-0.000253454,-0.169431,0.00762571,1.19953,0.0118552,0,0,0,0,0,0,0,0,0,0
21,0.0245274,0.000703664,0.365546,0.0756973,0.0435981,0.00535126,0,0,0,0,0,0,0,0,0,0
22,0.0221452,0.00486819,-0.105871,0.0262711,0.47463,0.0533257,0,0,0,0,0,0,0,0,0,0
23,0.0371863,0.00474604,-0.0286628,0.095879,0.12213,-0.0108149,0,0,0,0,0,0,0,0,0,0
24,-0.0592713,-0.00617978,1.18114,0.0859126,-0.195805,-0.00686819,0,0,0,0,0,0,0,0,0,0
25,-0.0482907,-0.000539153,-0.295536,-0.0266084,0.0577804,0.0336535,0,0,0,0,0,0,0,0,0,0
26,0.100735,0.00739959,0.718129,-0.195281,1.0009,-0.0409802,0,0,0,0,0,0,0,0,0,0
27,0.00294966,0.000451313,0.507938,-0.0330506,-0.482817,0.00255638,0,0,0,0,0,0,0,0,0,0
28,0.0091541,0.00326852,1.22314,0.0149138,-0.282636,-0.0710582,0,0,0,0,0,0,0,0,0,0
29,-0.00811017,0.00323422,-0.380423,-0.103901,-0.979797,0.0485457,0,0,0,0,0,0,0,0,0,0
30,0.00203041,0.000585136,-0.668178,0.00204522,0.978832,0.019123,0,0,0,0,0,0,0,0,0,0
31,0.0110158,0.00338631,0.593646,0.0352319,0.799827,0.0261608,0,0,0,0,0,0,0,0,0,0
32,0.00523189,0.000174813,0.164035,-0.0203162,0.814361,0.00152705,0,0,0,0,0,0,0,0,0,0
33,-0.0238362,-0.000177951,-0.371505,0.062814,0.72284,0.0458349,0,0,0,0,0,0,0,0,0,0
34,-0.016908,0.000385884,0.661342,0.0548357,0.102993,0.0330722,0,0,0,0,0,0,0,0,0,0
35,-0.00244036,0.0063755,0.23927,-0.11816,-0.412114,-0.0100573,0,0,0,0,0,0,0,0,0,0
36,0.0454895,-0.000382462,0.74753,-0.0495303,-0.364001,0.0649412,0,0,0,0,0,0,0,0,0,0
37,0.0192778,-0.00373682,-0.543479,-0.176896,-0.733276,-0.0350772,0,0,0,0,0,0,0,0,0,0
38,-0.0637357,-2.68e-05,-1.60364,-0.0149264,0.734677,0.0104727,0,0,0,0,0,0,0,0,0,0
39,-0.0213774,-0.00167736,-0.910864,0.0751131,0.177924,-0.016353,0,0,0,0,0,0,0,0,0,0
40,0.0133242,0.00207142,0.322625,-0.0357931,-0.390205,0.0152933,0,0,0,0,0,0,0,0,0,0
41,-0.015413,0.000159465,-0.176463,-0.104369,-0.192044,-0.000207978,0,0,0,0,0,0,0,0,0,0
42,0.092989,0.00283252,-0.262687,0.052461,-0.264823,-0.0397298,0,0,0,0,0,0,0,0,0,0
43,0.0305294,0.00294039,-0.0639412,0.133499,-0.859387,0.00548566,0,0,0,0,0,0,0,0,0,0
44,-0.00297771,0.00573751,1.44425,-0.0228823,0.221414,0.00532212,0,0,0,0,0,0,0,0,0,0
