rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha22,eta_alpha23,eta_alpha25
1,5,0.022170016395533,-0.00083446452755283,-0.57712653241812,-0.215238818218106,-0.393758046550733,-0.150592751782551,0,0,0,0,0,0,0,0,0,0
2,5,0.0234008506763885,0.000305091124167486,-0.424362244831097,-0.200117446678774,-0.887105105768778,-0.09383677536089,0,0,0,0,0,0,0,0,0,0
3,5,0.0171457453356485,-0.000457808049484266,-0.537374970989049,-0.235773611396766,-0.833707924323085,-0.124667523777147,0,0,0,0,0,0,0,0,0,0
1,6,-0.0567787113687874,-0.00662785092910368,0.98267784009221,-0.18802899329304,-0.276301259917142,0.000928143176338145,0,0,0,0,0,0,0,0,0,0
2,6,-0.0669244500469057,-0.00516086497725728,0.654110528490141,-0.165618493154682,-0.682668253129808,0.143770186359159,0,0,0,0,0,0,0,0,0,0
3,6,-0.0439582016877864,-0.00403444505974038,0.515682319935085,0.00679688090443212,-0.284575992852103,-0.0164092875654102,0,0,0,0,0,0,0,0,0,0
1,7,0.00378843366702863,0.00615491132770414,0.748636380575254,0.141176148552069,0.666524081060484,0.0387727936576568,0,0,0,0,0,0,0,0,0,0
2,7,0.0213270580929086,-0.00163938940523055,1.61923111879054,-0.0164321029991615,1.15452288115751,-0.0301454097981492,0,0,0,0,0,0,0,0,0,0
3,7,0.0433680573164326,0.000940874091219745,0.83112817914478,0.0670760381375314,-0.268266479410373,0.146454926804335,0,0,0,0,0,0,0,0,0,0
1,8,0.0753452946331574,0.00823878532879462,0.00773477474457707,0.185315339881269,-0.722987557276375,0.161236296472427,0,0,0,0,0,0,0,0,0,0
2,8,0.0916357651723105,0.00609596359096117,-0.264679173134946,0.170690131272102,0.268616558392829,-0.0644724800392409,0,0,0,0,0,0,0,0,0,0
3,8,0.0562890501144704,0.00690692201222502,-0.147093592719163,-0.0978193511606365,0.00407525260752539,-0.0108490354167436,0,0,0,0,0,0,0,0,0,0
1,9,-0.0596756388568878,-0.00479546788110645,1.85743993477081,-0.0302177445286457,1.28629850184308,-0.0447538002031429,0,0,0,0,0,0,0,0,0,0
2,9,-0.0574005719356192,-0.00156948064184414,1.45537468784779,-0.0338514937075598,0.471380580147108,-0.252048512406105,0,0,0,0,0,0,0,0,0,0
3,9,-0.0223286536482439,-0.00996086143852115,2.52303717648511,0.0241484101517022,-0.405988399983617,-0.131839309507205,0,0,0,0,0,0,0,0,0,0
1,10,-0.0136295783338936,0.00456444186988627,0.810295523711966,-0.203806481787937,-0.865081429362317,-0.131286111111086,0,0,0,0,0,0,0,0,0,0
2,10,-0.00599987769139965,0.003677000160881,0.332554349544885,0.0120594887569502,-1.51711752603503,0.0175384196575139,0,0,0,0,0,0,0,0,0,0
3,10,0.00587940348467608,0.00148911500255489,0.904424980494909,-0.0340676329137745,-1.3113013364753,-0.0887420856145129,0,0,0,0,0,0,0,0,0,0
1,11,0.0043248362876529,-0.00078554737843465,-0.258882365556067,-0.143338132098667,-0.292071378727196,-0.123830453206935,0,0,0,0,0,0,0,0,0,0
2,11,-0.00295657378388814,4.89606664927315e-05,-0.605434356985422,-0.0917573058112557,-0.754377485252773,-0.0875605564797025,0,0,0,0,0,0,0,0,0,0
3,11,-0.0147061575583889,0.000620309419960627,-0.85580247298611,-0.0893480239893214,-0.782375297732314,-0.0734768141217971,0,0,0,0,0,0,0,0,0,0
1,12,0.00302203080716712,-0.00254846586744429,1.78055584215526,0.0275242549295556,1.45368866918142,0.0300365255939204,0,0,0,0,0,0,0,0,0,0
2,12,-0.0654102698378924,0.00441260079664457,1.2970126126074,0.0446563470485319,0.433483327969856,0.160426907139713,0,0,0,0,0,0,0,0,0,0
3,12,-0.0509870313692637,0.0057382156017051,0.0157936758017607,0.0574245186873993,1.14497021427209,0.0274626294193263,0,0,0,0,0,0,0,0,0,0
1,13,-0.00458805222763203,0.0026461459514891,-1.29968332318618,-0.109597665085701,-0.624824972468415,-0.113146613590503,0,0,0,0,0,0,0,0,0,0
2,13,-0.0213741220449588,0.00308902123205241,-1.04570752800108,-0.114949916020053,0.0245069329586416,-0.136552940849614,0,0,0,0,0,0,0,0,0,0
3,13,0.00964474695333628,0.00177022422206623,-1.18345999291357,-0.0924758447483192,0.0164127114068249,-0.136742627908601,0,0,0,0,0,0,0,0,0,0
1,14,0.0346554405581472,-0.00364206116552256,-1.25315047185656,-0.0893077973182936,0.161143742838731,-0.164818500300319,0,0,0,0,0,0,0,0,0,0
2,14,0.0643445329646273,-0.00436043506710535,-0.955665254841631,-0.0997864622050908,0.180645637042653,-0.16239200116673,0,0,0,0,0,0,0,0,0,0
3,14,0.0139376740766437,-0.00286178930093039,-0.907354998048202,-0.0924243203312368,0.113508893921405,-0.161274668677149,0,0,0,0,0,0,0,0,0,0
1,15,-0.0020192761852158,-0.00624274769840054,0.43689591920003,-0.0560037913566123,0.507772987431208,0.00318721770875448,0,0,0,0,0,0,0,0,0,0
2,15,0.000401121154903983,0.000599915175017637,0.39228101768797,-0.155068081777867,0.736036724649696,-0.133859201171239,0,0,0,0,0,0,0,0,0,0
3,15,-0.017199576871012,-0.00465736584640354,-0.00216557722133892,0.00854907175818859,0.708958957832152,0.109343934635308,0,0,0,0,0,0,0,0,0,0
1,16,-0.0226790433747066,-0.00504774122311571,0.712460489755986,-0.0553412758346516,-1.15206563733423,0.0196480424773842,0,0,0,0,0,0,0,0,0,0
2,16,-0.0128305829656945,0.00612515622307212,1.16881208851171,-0.0550106116282112,0.707219500671191,0.079567677744481,0,0,0,0,0,0,0,0,0,0
3,16,-0.0456822939537371,-0.00115377079381572,0.93571636254407,-0.118558776444938,0.303209773213425,0.0284299597542619,0,0,0,0,0,0,0,0,0,0
1,17,0.0276708114019435,-0.000164926162423047,1.3138295421674,0.101851032538937,0.0138066996912389,-0.13391383846707,0,0,0,0,0,0,0,0,0,0
2,17,0.0161947812430103,-0.000778239002000217,1.43492054287157,-0.0374462474969864,-0.801029184931049,-0.0150304887883103,0,0,0,0,0,0,0,0,0,0
3,17,-0.0123408921309629,0.00192825759476418,0.093597713738621,0.252472159987965,-0.188878091406824,-0.00905496591625182,0,0,0,0,0,0,0,0,0,0
1,18,0.108890998971845,0.000936315853085129,-0.694970697320775,-0.0929670560742375,0.0677084000255439,0.0733119184031232,0,0,0,0,0,0,0,0,0,0
2,18,0.105106536394027,0.00378171842634449,-1.10313034501009,-0.0759634402095133,0.193833640106848,0.088897917344739,0,0,0,0,0,0,0,0,0,0
3,18,0.0687495218075309,0.000852329847773139,-0.736737047284866,-0.184884399325673,0.124486253333291,-0.0507271973101958,0,0,0,0,0,0,0,0,0,0
1,19,0.0309516681882274,0.00355281851669046,-0.481604004750057,0.0356353916483135,-0.631427264459403,0.0548359991887552,0,0,0,0,0,0,0,0,0,0
2,19,0.0184429532098651,-0.00126507878992262,0.0512975813143015,-0.0282946208079754,-0.417692310405464,-0.0617495731525206,0,0,0,0,0,0,0,0,0,0
3,19,0.0524633794400824,-0.006201666922456,-0.250318092452875,0.0927306385834721,-0.375987750822174,-0.162138200088527,0,0,0,0,0,0,0,0,0,0
1,20,-0.017390046997817,-0.00167294350995874,-0.146701979675343,-0.0997124582103725,1.37405543852697,-0.0253471820571685,0,0,0,0,0,0,0,0,0,0
2,20,-0.0308098427665211,-0.00267245959531291,-0.255674225666482,0.158395388430054,1.24109744839375,-0.0264921597307723,0,0,0,0,0,0,0,0,0,0
3,20,-0.0437033678646914,-0.00215901452435804,0.0295107793464382,0.00294529655445772,1.85749801995918,-0.00455555978643252,0,0,0,0,0,0,0,0,0,0
1,21,0.0229827341547848,0.0064356605452985,0.170014084318491,0.0979524950013749,0.125750716815993,-0.0605973113759297,0,0,0,0,0,0,0,0,0,0
2,21,0.0283278530068767,0.000211542689024308,0.34994224495074,0.0965614482197918,-0.211522556852436,-0.0296748957242592,0,0,0,0,0,0,0,0,0,0
3,21,0.0830285689652266,-0.00495565336386433,0.0360547646888083,0.071133502619702,0.1810657891232,-0.151599627872781,0,0,0,0,0,0,0,0,0,0
1,22,0.0111520031542032,0.014301536735099,-0.470074850502874,0.0482146834431441,0.289698084254164,0.0729163104100908,0,0,0,0,0,0,0,0,0,0
2,22,0.0337741986319955,-0.00136191084360533,0.0306966394352166,-0.00800440773735173,1.33655120958373,-0.0156868840134877,0,0,0,0,0,0,0,0,0,0
3,22,0.012962650523602,0.002801944515191,-0.904867104539753,0.182386053631388,0.31179862959144,0.0358185560832365,0,0,0,0,0,0,0,0,0,0
1,23,0.0771652664433553,0.0020842816185657,0.168030118796244,0.0508448501232572,0.172688354974901,-0.0238231599697178,0,0,0,0,0,0,0,0,0,0
2,23,0.0597936173025229,0.00198648136781903,-0.123627566547139,0.121852076724209,-0.26921570554417,0.0414457464597909,0,0,0,0,0,0,0,0,0,0
3,23,0.0248372601405773,0.00387720028137664,0.00469398336063254,0.112759958525777,0.266691621931035,-0.0477877990852043,0,0,0,0,0,0,0,0,0,0
1,24,-0.0479722151881941,-0.00591895737710958,1.12774264675489,0.0639146258270138,-0.486376777450318,-0.0145766458123541,0,0,0,0,0,0,0,0,0,0
2,24,-0.0321028295797472,-0.00704335719012936,1.32242381428246,0.0553279769631555,-0.253858504469692,-0.0031982659211814,0,0,0,0,0,0,0,0,0,0
3,24,-0.0444920694260924,-0.00899721293947629,1.64023043594043,0.052358144781931,0.0944179872919957,-0.0232036413100727,0,0,0,0,0,0,0,0,0,0
1,25,-0.0477106365090281,-0.00305924223610884,-0.903486443611088,0.0971503654071062,-0.100750046117313,-0.109035080632425,0,0,0,0,0,0,0,0,0,0
2,25,-0.0218362042279185,0.00112551739749034,-0.149754143691344,0.00933536722725567,0.40655541691584,0.108764693227252,0,0,0,0,0,0,0,0,0,0
3,25,-0.013327606823867,-0.00728709683108407,-0.498560257413447,-0.0325673580820672,-0.873926374657331,0.0808742318422799,0,0,0,0,0,0,0,0,0,0
1,26,0.0614434339664003,0.00994576197429169,0.542980307865665,-0.207718036759441,1.03711556875946,-0.0388452097930362,0,0,0,0,0,0,0,0,0,0
2,26,0.103529663262491,0.00711460231271751,0.421043406071035,-0.183783048890199,1.41545067724897,-0.0435486572972671,0,0,0,0,0,0,0,0,0,0
3,26,0.125225315217746,0.006332877153505,0.845564078363852,-0.201172117711794,0.969267680305339,-0.0386766015381585,0,0,0,0,0,0,0,0,0,0
1,27,-0.0119671450123615,-0.00189761562541943,1.64127313570588,-0.0078841588750081,-0.594816657950751,0.0501154021219373,0,0,0,0,0,0,0,0,0,0
2,27,0.00937091901445442,-0.00413707725812628,0.322498182284751,-0.370809162175371,-0.663928838932875,0.086967801111116,0,0,0,0,0,0,0,0,0,0
3,27,-0.0400604641026385,0.000928813298465472,0.365209391355827,0.100563076389296,-0.869592074808713,0.190171038515012,0,0,0,0,0,0,0,0,0,0
1,28,0.0102390778257622,0.00450030364492113,0.644913695175012,0.0956679943853239,-0.163139388824124,-0.0762213490660777,0,0,0,0,0,0,0,0,0,0
2,28,0.0290432746004683,-0.000845676538512901,1.15917216664938,0.0196500865954653,-0.239628314271402,-0.116252497729418,0,0,0,0,0,0,0,0,0,0
3,28,0.0168583733818606,0.00196521305755262,0.95906161985469,0.0695933187375733,-0.40961125005165,-0.0585578145055954,0,0,0,0,0,0,0,0,0,0
1,29,-0.0196754982517531,0.00294726956814685,-0.324959652122204,-0.178340448798765,-1.11371012646751,0.0819922836903768,0,0,0,0,0,0,0,0,0,0
2,29,-0.0563063637907009,0.00439063752395546,-0.427783656554241,-0.121761497008241,-0.772891989280244,0.0301674514552003,0,0,0,0,0,0,0,0,0,0
3,29,-0.00681495021410594,0.00429603056805179,-0.335021215196966,-0.129657635895754,-1.2292856700584,0.0552057934876167,0,0,0,0,0,0,0,0,0,0
1,30,-0.0206165809202572,0.000879208324765612,-0.47779554003858,0.260901024701067,0.677070714413901,0.0725817693900084,0,0,0,0,0,0,0,0,0,0
2,30,0.029350378127126,0.00537619075799039,-1.09760694571082,0.0894610398677303,0.647577657528934,0.0421752356196468,0,0,0,0,0,0,0,0,0,0
3,30,0.00625841675634664,0.00463838808285354,-0.739522233507575,-0.020720474445498,1.06678970081253,0.0879070158101113,0,0,0,0,0,0,0,0,0,0
1,31,0.0457606923191225,0.0077130064261508,0.67386782260002,0.158225199826812,0.694725706603512,0.0799490472723464,0,0,0,0,0,0,0,0,0,0
2,31,-0.018502759963245,0.00807613428476618,0.996028379191461,0.00632742469859662,1.34210731347419,-0.0913600951229308,0,0,0,0,0,0,0,0,0,0
3,31,0.00686440063853855,0.00323082644330953,0.791375048208948,-0.102445893527072,0.453369319227412,0.169054151863665,0,0,0,0,0,0,0,0,0,0
1,32,-0.0397914000460515,0.00449138573820816,-0.0680933025140993,-0.0796413072618727,1.04315583725466,-0.0691523061049515,0,0,0,0,0,0,0,0,0,0
2,32,-0.0217296938533948,0.00274075531755009,0.402449974231548,0.119632052859138,1.31826971670496,0.131376087575794,0,0,0,0,0,0,0,0,0,0
3,32,0.0118480959188334,0.00127891816845139,0.712299679854533,-0.229367893769987,-0.22517771475333,0.0106131618820972,0,0,0,0,0,0,0,0,0,0
1,33,-0.0473769777412061,-0.00759271633348143,-1.24926521202452,0.201292434887596,0.712480846296167,-0.0281416026798997,0,0,0,0,0,0,0,0,0,0
2,33,-0.0109971740936894,-0.00446952244358089,0.227177231196099,-0.0513428268578189,0.490823304246819,0.0199932535431124,0,0,0,0,0,0,0,0,0,0
3,33,0.0113664433890523,0.00249948664039706,-0.354019105672765,0.131470746696841,0.531617766027784,-0.00292983671556702,0,0,0,0,0,0,0,0,0,0
1,34,-0.0408376342158414,0.00240822638849519,1.89267217777584,-0.081135847027493,0.923724535214298,-0.0763854582839956,0,0,0,0,0,0,0,0,0,0
2,34,-0.0236691913363583,-0.00542328323089719,1.16209737623733,0.0257212706347766,-0.156854879347557,-0.0285343225562973,0,0,0,0,0,0,0,0,0,0
3,34,0.00452928125938001,0.00316969467959918,0.668873522130104,0.052436401745819,0.350802765619668,0.104707899526619,0,0,0,0,0,0,0,0,0,0
1,35,-0.00806335002602676,0.00575512171560174,0.643243935168615,-0.168781089629823,-1.07687390765359,0.0133557904490285,0,0,0,0,0,0,0,0,0,0
2,35,0.0176278586642962,0.00383003300938208,0.615777118741065,-0.161411098090011,-0.65257271558677,0.0335176601373443,0,0,0,0,0,0,0,0,0,0
3,35,0.00537784618789683,0.00469704714657701,-0.222502143487861,-0.104082300826099,-0.193982709107218,-0.0344725929962827,0,0,0,0,0,0,0,0,0,0
1,36,0.00946684877585646,0.00410384369258565,0.685498535272831,-0.112579937719334,-0.753590104996509,0.0166196923058847,0,0,0,0,0,0,0,0,0,0
2,36,0.0324984641729698,0.00584356849457342,0.862222842945638,0.120060485942084,-1.02056662359909,0.13133474862593,0,0,0,0,0,0,0,0,0,0
3,36,0.0350799539476361,0.00300022492511769,0.29835855010688,0.118329401378012,-0.133077149868033,-0.106004708991434,0,0,0,0,0,0,0,0,0,0
1,37,0.0159298422436569,-0.00356242662926033,-0.676110973489692,-0.167101695349417,-0.725672840119887,-0.0436200256674881,0,0,0,0,0,0,0,0,0,0
2,37,0.0199168100784952,-0.00353602381063133,-0.454398630521267,-0.174739555808984,-0.533533140872672,-0.0455141009348704,0,0,0,0,0,0,0,0,0,0
3,37,0.0366401943492445,-0.00467564613059639,-0.190803845732181,-0.195834197422882,-0.543183471620289,-0.0443531694623504,0,0,0,0,0,0,0,0,0,0
1,38,-0.0472878526671812,-0.00333002097853646,-1.69383071294053,0.0817114133748416,0.952457987593167,0.0408080945157798,0,0,0,0,0,0,0,0,0,0
2,38,-0.0394554890598782,0.00793862714214334,-0.820779996480782,0.161421979451805,0.956612143028648,0.065164118037961,0,0,0,0,0,0,0,0,0,0
3,38,-0.0250373793767054,0.0063519459235217,-1.47218432286801,-0.177041201442031,0.626247450757853,-0.0381983566825753,0,0,0,0,0,0,0,0,0,0
1,39,-0.0614888328294487,0.0023110200692181,-0.918607730408238,0.0728367761493089,0.449754458863854,-0.048921020950205,0,0,0,0,0,0,0,0,0,0
2,39,-0.0134625620138875,-0.00416101048133462,-0.88888470765407,0.0695224426690108,-0.378666859089111,0.0272230392461536,0,0,0,0,0,0,0,0,0,0
3,39,-0.0170264293939919,-6.18228490500456e-05,-0.735560519320109,0.0408873121312117,0.115494696556132,-0.0617493517415183,0,0,0,0,0,0,0,0,0,0
1,40,0.0226896532074887,0.0057831418387192,0.662664344637169,-0.13472162960044,0.0755746224630824,-0.140796589096734,0,0,0,0,0,0,0,0,0,0
2,40,0.0114721923759582,0.0090314445092213,0.587229196577033,0.0453410301925334,-0.651419465770573,0.039107815773216,0,0,0,0,0,0,0,0,0,0
3,40,0.0159822380043559,0.00269038823568464,-0.206622716852021,0.0367044865253218,-0.508614503145309,0.04086961077674,0,0,0,0,0,0,0,0,0,0
1,41,-0.021521620937488,0.00809742100488871,-1.04547717114625,0.0559084273714116,-0.641575794447857,0.0811427145502235,0,0,0,0,0,0,0,0,0,0
2,41,-0.0172363487538139,-0.00445127006445296,0.491418059001662,-0.236567595218566,-0.187276573915775,0.0275276510712963,0,0,0,0,0,0,0,0,0,0
3,41,-0.0912928764238918,-0.00909554308985201,-0.474526819937287,-0.231571883507383,0.468258079791689,-0.164012207266261,0,0,0,0,0,0,0,0,0,0
1,42,0.0768708153862301,0.00609820246429429,-0.921325680520114,0.0803987151527843,0.20300907138418,-0.115742415924299,0,0,0,0,0,0,0,0,0,0
2,42,0.0969151385203277,0.00262774373129461,-0.849867112681529,0.0747481583205348,0.124799161896608,-0.0900102807898986,0,0,0,0,0,0,0,0,0,0
3,42,0.0965572339050587,0.00181732364275897,-0.0769401156420386,-0.00775641689848885,-0.128878760764541,-0.0288085530613384,0,0,0,0,0,0,0,0,0,0
1,43,0.017171452841386,0.00644318991586225,-0.162396837032444,0.111289384195983,-1.09726016672267,0.118882568708907,0,0,0,0,0,0,0,0,0,0
2,43,0.0218316745113656,0.00777187263313729,-0.171590725676907,0.172800707183073,-0.888147880571554,0.0821796515232109,0,0,0,0,0,0,0,0,0,0
3,43,0.0281097547362323,-0.00214750639453612,-0.657140980065304,0.210534589701229,-0.741999745777279,-0.0287412873604608,0,0,0,0,0,0,0,0,0,0
1,44,-0.0191474614280027,0.00599388720857318,1.52723031247112,-0.115662890459992,0.101313765748153,0.0744653051191487,0,0,0,0,0,0,0,0,0,0
2,44,0.00944256251025255,0.000705291481762469,0.502957925843121,0.149331463740733,0.241763235526997,-0.0320515144580349,0,0,0,0,0,0,0,0,0,0
3,44,-0.0464601336907098,0.00513743768917416,1.80782197200697,-0.130280678652621,0.0424340974807222,0.104689090751403,0,0,0,0,0,0,0,0,0,0
1,45,-0.0322239405318481,0.0106831436988515,-0.178995893944487,0.14507516795276,0.586819668314548,-0.0192117275614128,0,0,0,0,0,0,0,0,0,0
2,45,0.010977516222658,0.00150100723735902,0.341338364263456,0.0663191714117711,0.15267802074215,0.0493747307619836,0,0,0,0,0,0,0,0,0,0
3,45,0.0316195564386978,-0.00681382138143783,0.120314410852549,0.00489813036618755,0.936714970209961,0.0861865799371003,0,0,0,0,0,0,0,0,0,0
1,46,0.100290484005732,-0.00860803384436242,0.0859057330783983,0.195534011644604,-0.947999997756292,0.0920220277539218,0,0,0,0,0,0,0,0,0,0
2,46,0.07242232241496,-0.00780544632843798,0.0180429822255253,0.190917535211952,-0.228101822510387,0.058687773520084,0,0,0,0,0,0,0,0,0,0
3,46,0.089381261543191,-0.00904695606995246,-0.0576677799100658,0.196446953106854,-0.605747497395634,0.0673475280921426,0,0,0,0,0,0,0,0,0,0
1,47,0.00871956412095987,-0.000398945150158405,-1.03423170942304,0.357402830830055,1.25432358391536,0.116914392161274,0,0,0,0,0,0,0,0,0,0
2,47,-0.0431386877265103,0.00449627496836078,-1.44921721356095,0.422305140050391,1.14975373577643,0.180126126923228,0,0,0,0,0,0,0,0,0,0
3,47,-0.0525251450829707,0.00438785580934004,-0.413160332802187,0.330157816420064,1.17991912877947,0.136546356268205,0,0,0,0,0,0,0,0,0,0
1,48,-0.0709859759969298,0.00767518612928767,0.597595807593453,0.208158935012552,-0.630363877851702,0.197099367833275,0,0,0,0,0,0,0,0,0,0
2,48,-0.0298558081038749,0.00558106583682577,0.95020070218545,0.159741948399608,-1.03645499337641,0.228517888705704,0,0,0,0,0,0,0,0,0,0
3,48,-0.0425700714815038,0.00552954695646687,1.08362777245395,0.161652402684316,-0.689478939582227,0.213708729794295,0,0,0,0,0,0,0,0,0,0
1,49,-0.00713875464052371,-0.000758114038911546,-0.981657341363793,-0.0172579188731182,-0.784297958482311,0.142570059033155,0,0,0,0,0,0,0,0,0,0
2,49,-0.0541549470023082,-0.0101173926080858,-1.37297128355293,0.151366604473036,-0.670682532388115,0.082051921541228,0,0,0,0,0,0,0,0,0,0
3,49,0.0533276122433719,-0.00220534012951902,-0.825965193979391,-0.0797429491748217,-0.399476011177987,0.00567599717678447,0,0,0,0,0,0,0,0,0,0
1,50,-0.0339669570776975,-0.0079095058760542,0.809635413538928,0.22633616899994,-0.362111560578381,-0.096092863188114,0,0,0,0,0,0,0,0,0,0
2,50,-0.0284082639334722,0.003374816763958,0.233320538057326,0.232418142973586,0.452880842809473,-0.130303371491637,0,0,0,0,0,0,0,0,0,0
3,50,-0.0118697388785991,-0.0120027885346007,0.569702783664378,0.0325337514503742,0.461070957101771,-0.00838390378961727,0,0,0,0,0,0,0,0,0,0
1,51,-0.00458416128420946,0.00428706521689438,0.659053141927562,0.1304515016133,-0.33808232102515,0.0562012953982298,0,0,0,0,0,0,0,0,0,0
2,51,-0.0196263715470879,0.00461274824406954,0.458724442676172,0.140707394744713,-0.559122165096642,0.0732896969136475,0,0,0,0,0,0,0,0,0,0
3,51,-0.0115136437661061,0.00525631404000305,0.646403693236561,0.123516879420118,-0.950956067837823,0.105708975036063,0,0,0,0,0,0,0,0,0,0
1,52,-0.0295656648809084,0.0048672692236609,-0.132462029423302,-0.0173131741803601,-0.878470842152465,0.0179847531286418,0,0,0,0,0,0,0,0,0,0
2,52,-0.0436749315079785,0.00485361213599286,-0.393650568799988,0.140335674121484,-0.988178653572118,0.0862860447599778,0,0,0,0,0,0,0,0,0,0
3,52,-0.0305711452274258,0.00843985081570095,0.223868314281875,0.102339164517027,-0.791798129447746,-0.0901401823887274,0,0,0,0,0,0,0,0,0,0
1,53,0.0368353353503972,-0.00460051997955697,0.335326050078686,-0.0262874929160965,0.576876807638416,-0.00127934434894467,0,0,0,0,0,0,0,0,0,0
2,53,-0.00779223446144162,-0.00366279736375434,-0.248677248194877,-0.00241095697494592,0.0232750756173381,0.0316012414666611,0,0,0,0,0,0,0,0,0,0
3,53,0.0281515522757863,-0.00410668997498585,0.64296854331675,-0.0234796087480806,0.427000019321865,-0.00451421508713738,0,0,0,0,0,0,0,0,0,0
1,54,-0.00101524044602908,0.000137401015523628,0.457582246578821,0.00289191443153228,-1.23040369748108,0.0760357505446708,0,0,0,0,0,0,0,0,0,0
2,54,0.0200532207453765,-0.00217941365315037,0.600083983491242,-0.102540482866079,-0.676049176654802,0.0476095141193727,0,0,0,0,0,0,0,0,0,0
3,54,-0.00712703574437512,0.00341960796530855,0.391163246239453,-0.0280751798682272,-1.14694222560135,0.0737963992919306,0,0,0,0,0,0,0,0,0,0
1,55,0.0798276295873457,-0.00902007251592139,0.229784808299052,0.148089669721926,0.189570341614897,0.0443415602388527,0,0,0,0,0,0,0,0,0,0
2,55,0.0711100189302538,-0.00974029819252219,0.845829722561362,0.103219011512921,0.87828098096718,-0.00127509575661713,0,0,0,0,0,0,0,0,0,0
3,55,0.0791744043868583,-0.00907496727655669,0.411091331794157,0.123393590966955,0.994240819079729,0.00841544706814743,0,0,0,0,0,0,0,0,0,0
1,56,-0.0387604683173262,-0.00040667286818956,-1.29750805378067,0.10729044515386,0.190216523045352,-0.0393060190638273,0,0,0,0,0,0,0,0,0,0
2,56,-0.077152868123652,0.00362839492498524,-1.27910726063134,-0.0389431308343854,0.291759563174705,-0.044874448683577,0,0,0,0,0,0,0,0,0,0
3,56,-0.100319526738089,0.00766030534677267,-1.22659986160235,0.0503837260719824,-0.359463307102047,-0.0782922959672888,0,0,0,0,0,0,0,0,0,0
1,57,0.0167625120103025,-0.000679245855492882,-0.444835778694922,0.0262956338839715,0.69127675546502,0.189435268539702,0,0,0,0,0,0,0,0,0,0
2,57,0.00288682442793675,0.000768067945589939,-0.659022478016502,0.0708400036993241,0.718243921590749,0.22248061991672,0,0,0,0,0,0,0,0,0,0
3,57,0.00871676222647277,-0.000257744084495506,-0.299675218531781,0.00943665906028951,0.64456572229043,0.212521855659381,0,0,0,0,0,0,0,0,0,0
1,58,-0.0294156905551146,0.00252197176459122,-0.493657843763391,0.102188545580739,0.026105081185662,-0.0269455836077869,0,0,0,0,0,0,0,0,0,0
2,58,-0.0245103411042322,-0.00436840722158855,0.0379756822208845,-0.231502263679341,-0.391457934611402,-0.0481160828953687,0,0,0,0,0,0,0,0,0,0
3,58,-0.0229931726248713,-0.0043015201041369,0.085320083863877,-0.0973248535419113,-0.652528922298075,-0.150715857882234,0,0,0,0,0,0,0,0,0,0
1,59,0.099909725865249,0.00166889115210375,1.64419781590867,-0.140838983886161,0.692297826816806,-0.0102064763099346,0,0,0,0,0,0,0,0,0,0
2,59,0.0922353832914409,-0.00645330252293642,0.878690231439025,-0.0925622283975438,0.00200548500786812,0.0984117006445367,0,0,0,0,0,0,0,0,0,0
