id,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b05_SAEM,b15_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha12_SAEM,alpha13_SAEM,alpha15_SAEM,alpha22_SAEM,alpha23_SAEM,alpha25_SAEM
1,7.38864,-0.00151539,4.81002,-0.177144,7.06058,-0.0518251,0.0459222,0.0523645,0.761333,0.122758,-5.18525,0.926241,-1.03186e-05,1.75286e-05,-0.286249,0.21444
2,7.43045,0.00251163,4.38307,-0.0323881,7.55585,-0.132318,0.0459222,0.0523645,0.761333,0.122758,-5.18525,0.926241,-1.03186e-05,1.75286e-05,-0.286249,0.21444
3,7.42849,0.0043027,4.32524,-0.145729,6.92729,-0.0490707,0.0459222,0.0523645,0.761333,0.122758,-5.18525,0.926241,-1.03186e-05,1.75286e-05,-0.286249,0.21444
4,7.41831,0.00542157,4.19788,-0.201815,8.05316,-0.0595183,0.0459222,0.0523645,0.761333,0.122758,-5.18525,0.926241,-1.03186e-05,1.75286e-05,-0.286249,0.21444
5,7.4145,0.00356749,3.95206,-0.421517,6.31334,-0.177049,0.0459222,0.0523645,0.761333,0.122758,-5.18525,0.926241,-1.03186e-05,1.75286e-05,-0.286249,0.21444
6,7.34347,0.0019249,4.65271,-0.214188,6.57269,-0.0285974,0.0459222,0.0523645,0.761333,0.122758,-5.18525,0.926241,-1.03186e-05,1.75286e-05,-0.286249,0.21444
7,7.41965,0.00477179,5.11732,-0.0702453,7.42502,0.0027451,0.0459222,0.0523645,0.761333,0.122758,-5.18525,0.926241,-1.03186e-05,1.75286e-05,-0.286249,0.21444
8,7.47264,0.00300205,4.5174,-0.203678,6.86004,-0.0131265,0.0459222,0.0523645,0.761333,0.122758,-5.18525,0.926241,-1.03186e-05,1.75286e-05,-0.286249,0.21444
9,7.35827,0.00274323,5.87402,-0.110766,7.42709,-0.0771701,0.0459222,0.0523645,0.761333,0.122758,-5.18525,0.926241,-1.03186e-05,1.75286e-05,-0.286249,0.21444
10,7.40117,0.00497378,4.83656,-0.230723,5.75166,-0.0706795,0.0459222,0.0523645,0.761333,0.122758,-5.18525,0.926241,-1.03186e-05,1.75286e-05,-0.286249,0.21444
11,7.37995,0.00303176,3.8748,-0.300351,6.56642,-0.157325,0.0459222,0.0523645,0.761333,0.122758,-5.18525,0.926241,-1.03186e-05,1.75286e-05,-0.286249,0.21444
