rep,id,b02,b12,b03,b13,b05,b15,p1,g1,p2,g2,alpha12,alpha13,alpha15,alpha22,alpha23,alpha25
1,1,7.38466730627484,-0.00788938379081707,4.46211721485458,-0.105338043434752,7.77653306437919,-0.131633272126115,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
2,1,7.37797202836803,-0.0019761604560368,4.59539653867548,-0.136370431357702,6.80768405064402,-0.0360219986238162,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
3,1,7.35849331999758,0.00504381108881484,4.50533843274298,-0.140657933850163,6.70118695796655,-0.116030565014158,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
1,2,7.43996109314139,-0.00118682060855033,4.46538257165604,-0.0968193233725769,7.69444622927199,-0.134656607160796,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
2,2,7.40430609804191,0.00540998441204072,3.88423616778468,0.0919848091989709,7.60163713303968,-0.0357967769519269,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
3,2,7.46757725953983,0.000540690093980228,4.12003185968935,0.00827057115396155,7.29121546720449,-0.00264686522341329,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
1,3,7.36617233734811,0.0037467612954706,4.12584043712912,-0.143844046114833,6.73666520006117,0.049430683499603,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
2,3,7.42014323424543,0.00618108314982707,3.22358936248952,0.128395506326624,7.47284932577023,0.0260169978106879,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
3,3,7.41821909494635,0.00439355681518832,3.84810657954265,-0.21262319092229,7.19153672583405,-0.0516100564983632,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
1,4,7.44383054280621,0.0101131415369244,4.22423670589065,-0.281103813856601,7.90300223101657,-0.0226659167946216,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
2,4,7.38198622107849,0.0103866689903693,4.24664282931363,-0.16771832627497,8.29395431257768,-0.181649578385429,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
3,4,7.45698202753794,0.000527737232253564,3.7798931744194,-0.0623315501934921,8.22397453960503,-0.103926351721948,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
1,5,7.41874505503669,0.00228063568531071,3.65594834838671,-0.390567518337904,6.63662155077582,-0.203370805495521,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
2,5,7.41997588931754,0.00342019133703102,3.80871263597373,-0.375446146798573,6.14327449155778,-0.146614829073861,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
3,5,7.4137207839768,0.00265729216337927,3.69569990981578,-0.411102311516565,6.19667167300347,-0.177445577490117,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
1,6,7.33979632727237,-0.00351275071624014,5.21575272089704,-0.363357693412838,6.75407833740941,-0.0518499105366326,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
2,6,7.32965058859425,-0.00204576476439374,4.88718540929497,-0.34094719327448,6.34771134419675,0.0909921326461886,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
3,6,7.35261683695337,-0.000919344846876846,4.74875720073991,-0.168531819215366,6.74580360447445,-0.069187341278381,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
1,7,7.40036347230819,0.00927001154056768,4.98171126138008,-0.0341525515677293,7.69690367838704,-0.0140052600553139,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
2,7,7.41790209673406,0.00147571080763298,5.85230599959537,-0.19176080311896,8.18490247848406,-0.08292346351112,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
3,7,7.43994309595759,0.00405597430408328,5.06420305994961,-0.108252661982267,6.76211311791618,0.0936768730913646,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
1,8,7.47192033327431,0.0113538855416582,4.24080965554941,0.00998663976147015,6.30739204005018,0.108458242759457,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
2,8,7.48821080381347,0.0092110638038247,3.96839570766988,-0.00463856884769673,7.29899615571939,-0.117250533752212,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
3,8,7.45286408875563,0.0100220222250886,4.08598128808567,-0.273148051280435,7.03445484993408,-0.0636270891297143,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
1,9,7.33689939978427,-0.00168036766824291,6.09051481557565,-0.205546444648444,8.31667809916963,-0.0975318539161136,0.045606637862048,0.0529128061723611,0.761461464192912,0.122942168335335,-5.06649178328261,0.926640760046734,-9.96018328654196e-06,1.83276928767865e-05,-0.286427792419529,0.212151320448657
