rep,id,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,0.00248644176573987,-0.134857811238008,-0.298352268106116,-0.417328352570995,0,0,0,0,0,0,11
2,1,-0.00163225956424595,0.443080413549175,0.0338350723434517,-0.328019354173324,0,0,0,0,0,0,11
3,1,0.00151409569045191,-0.0662208456304101,0.150091994715867,0.210728915274838,0,0,0,0,0,0,11
4,1,-0.0117704510195291,-0.0368642498323288,0.115975991969724,0.804396724991372,0,0,0,0,0,0,11
5,1,0.00785182189978706,-0.494253422993549,0.0544922790432167,0.637583794297482,0,0,0,0,0,0,11
6,1,-0.00935586977326963,-0.210359319791617,0.244591208716272,-0.0594775528119731,0,0,0,0,0,0,11
7,1,-0.000303337246066127,0.175383269037006,-0.353475483873714,-0.138716625642106,0,0,0,0,0,0,11
8,1,0.00590740926447098,-0.244951245326795,-0.153706999839508,0.53614524310758,0,0,0,0,0,0,11
9,1,-0.0106871716998533,-0.0400716969335722,-0.0939628528919294,0.448893989936125,0,0,0,0,0,0,11
10,1,-0.00501512311594543,0.267830375839928,0.195087048005361,-0.705454078971046,0,0,0,0,0,0,11
1,2,-0.0138505253740493,-0.0714551192431745,-0.79378903426215,0.407376684878499,0,0,0,0,0,0,5
2,2,-0.00961181455788529,-0.0521060675452718,0.189993391106809,-0.73555497789027,0,0,0,0,0,0,5
3,2,-0.0057239598229234,-0.0603201521628254,0.0543339378988963,-0.279718830026534,0,0,0,0,0,0,5
4,2,0.0101908346482865,-0.203728642585367,0.420972274218488,-0.170190859845933,0,0,0,0,0,0,5
5,2,0.00604296432407847,0.0121830767784981,-0.115283939858692,0.241297650230322,0,0,0,0,0,0,5
6,2,-0.00847928617459026,-0.0893838011020684,0.211197875078474,-0.334720806806631,0,0,0,0,0,0,5
7,2,0.0173920600570605,0.0603042389684356,-0.158886896882538,0.0500424393594023,0,0,0,0,0,0,5
8,2,-0.0122568542703204,-0.24410480098555,0.417864532865904,1.48212224146745,0,0,0,0,0,0,5
9,2,-0.00442866089519578,0.0516814310601832,-0.493057095368198,-0.86481890629801,0,0,0,0,0,0,5
10,2,-0.00388755329949786,-0.715179357776586,-0.41600993485754,0.61204350883214,0,0,0,0,0,0,5
1,3,0.000844549833023178,-0.0182972905250032,0.279014222122322,-0.00222301051749185,0,0,0,0,0,0,6
2,3,-0.00141848475675355,0.0218706470589345,0.18415792516981,-0.428290021035172,0,0,0,0,0,0,6
3,3,0.00734511640902114,-0.147534471646864,0.125526707686859,-1.20787251474448,0,0,0,0,0,0,6
4,3,-0.0045857500948473,-0.206846450812793,0.728979088128835,-0.0938103522301219,0,0,0,0,0,0,6
5,3,0.00598290965301163,-0.0594970616212001,-0.107797384487796,-0.101719709369029,0,0,0,0,0,0,6
6,3,0.00071559565666246,0.131545242252847,0.0696218813635674,-0.345954348788552,0,0,0,0,0,0,6
7,3,0.0245108133039693,0.183554214114743,0.0736415570821185,0.421245235241229,0,0,0,0,0,0,6
8,3,0.00674690883277007,-0.218291011589815,-0.48803860669702,-0.59952417269506,0,0,0,0,0,0,6
9,3,0.00399887469464943,0.0552797536741751,0.497497107342443,0.0715785072081796,0,0,0,0,0,0,6
10,3,0.00396887851377181,-0.029553154356295,0.309850447908124,0.246295432749382,0,0,0,0,0,0,6
1,4,-0.0172088650141832,0.202465351987431,-1.07534505290338,0.131133643756488,0,0,0,0,0,0,8
2,4,0.00707151419320484,0.039561037287505,-0.28649912720526,-0.534228618143858,0,0,0,0,0,0,8
3,4,-0.00605738837615066,-0.190344748851018,-0.167510148002169,0.717426611733536,0,0,0,0,0,0,8
4,4,0.00435441509600243,-0.257807779983712,0.174144791405876,0.231838252596098,0,0,0,0,0,0,8
5,4,-0.0169987164345057,0.255344849676144,0.102855074039166,-0.406742008278031,0,0,0,0,0,0,8
6,4,-0.00828552525859161,0.336728649387941,-0.414454855362254,-0.180563646030326,0,0,0,0,0,0,8
7,4,-0.000350767156359733,0.0109528702786006,0.91036371725061,0.196393504054459,0,0,0,0,0,0,8
8,4,0.0154911102071296,0.306076318248735,-0.381878283428938,-1.22373863144609,0,0,0,0,0,0,8
9,4,0.0184686510036717,0.14456071907126,0.534449087371013,-0.826975083598074,0,0,0,0,0,0,8
10,4,-0.00841659512842086,-0.0568424181478966,0.00130546749688842,0.857054473631149,0,0,0,0,0,0,8
1,5,-0.0082891436289928,0.327313890621476,0.292163809142413,-0.256384184341678,0,0,0,0,0,0,3
