parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,7.18431206745984,0.182424716902069,2.53920925468051,
b1_pop,0.17609812832924,0.0285838761784804,16.2317887473732,
h1_pop,0.00112051903742534,0.000439941002517375,39.2622514944721,
h2_pop,0.107178327764299,0.0133508065601212,12.4566289086741,
alpha1_pop,-0.0303912543867167,0.0335414484746261,110.365462536769,
alpha2_pop,-0.0492678460080652,0.0197153274625596,40.0166215087466,
hcov1_pop,0,,,
beta_hcov1_score4C,0.232202821243929,0.0432535156320758,18.6274720523908,7.94316201702117e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.11952673615668,0.0194118588870557,16.2405998115852,7.3945161105371e-10
omega_b0,2.77694535762791,0.143599182648887,5.17112021143803,
omega_b1,0.290377999180285,0.0244161564957379,8.40840441240828,
e_b,0.315705630435985,0.00628852637945916,1.99189554230465,
