rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2
1,1,74.7511039599141,-2.48483785417063,-4.69938113528972,4.46682571487834,0.00109650932171705,0.107564097724458,0.00685089712270481,3.66101357469093e-05,2.5498800716111,-1.38865821998192,-10.4700507143108,2.01243509393079,-0.753615379275892,-0.42041919863735,0,0,0,0,0,0
2,1,77.3035904576433,-4.23047002796635,-3.00246485855185,28.9487475550898,0.00109650932171705,0.107564097724458,0.00685089712270481,3.66101357469093e-05,2.5498800716111,-1.38865821998192,-7.91756421658164,0.266802920135076,0.943300897461976,1.44842971663664,0,0,0,0,0,0
3,1,75.5657480485527,-3.47405201768124,-4.77881489005857,8.25535768643837,0.00109650932171705,0.107564097724458,0.00685089712270481,3.66101357469093e-05,2.5498800716111,-1.38865821998192,-9.65540662567219,1.02322093042019,-0.833049134044737,0.193765182004159,0,0,0,0,0,0
4,1,76.6373724929514,-5.39714453362121,-1.8556441468754,1.55203538694428,0.00109650932171705,0.107564097724458,0.00685089712270481,3.66101357469093e-05,2.5498800716111,-1.38865821998192,-8.58378218127355,-0.899871585519782,2.09012160913843,-1.4775300017335,0,0,0,0,0,0
5,1,74.1667269066626,-3.59170554248439,-1.13551852239284,2.94539274786479,0.00109650932171705,0.107564097724458,0.00685089712270481,3.66101357469093e-05,2.5498800716111,-1.38865821998192,-11.0544277675623,0.905567405617036,2.81024723362099,-0.83685505498412,0,0,0,0,0,0
6,1,75.3908458220985,-4.35911593374646,-6.97088762156928,13.2797623063356,0.00109650932171705,0.107564097724458,0.00685089712270481,3.66101357469093e-05,2.5498800716111,-1.38865821998192,-9.83030885212645,0.138157014354963,-3.02512186555545,0.669144021168055,0,0,0,0,0,0
7,1,75.7734497065472,-5.08419503243274,-4.75439399652981,3.3859092062138,0.00109650932171705,0.107564097724458,0.00685089712270481,3.66101357469093e-05,2.5498800716111,-1.38865821998192,-9.44770496767774,-0.586922084331315,-0.808628240515983,-0.697474755216595,0,0,0,0,0,0
8,1,76.6676366019478,-3.78398890362162,-6.24919500571953,7.61412790659957,0.00109650932171705,0.107564097724458,0.00685089712270481,3.66101357469093e-05,2.5498800716111,-1.38865821998192,-8.55351807227711,0.7132840444798,-2.3034292497057,0.112908232588906,0,0,0,0,0,0
9,1,75.2912653128963,-8.54637691918491,-4.41503591147736,3.62317186413872,0.00109650932171705,0.107564097724458,0.00685089712270481,3.66101357469093e-05,2.5498800716111,-1.38865821998192,-9.92988936132868,-4.04910397108349,-0.469270155463525,-0.629747376343893,0,0,0,0,0,0
10,1,76.5036183111325,-3.93570297762672,-2.88395033421531,19.4143013278622,0.00109650932171705,0.107564097724458,0.00685089712270481,3.66101357469093e-05,2.5498800716111,-1.38865821998192,-8.71753636309248,0.561569970474703,1.06181542179853,1.04891275223203,0,0,0,0,0,0
