rep,id,b01,b11,b21,a1,b02,b12,b03,b13,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha21,alpha22,alpha23,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha21,eta_alpha22,eta_alpha23
1,1,5.69893992590266,0.0615674622001889,-0.246020831153412,3.70402264759849,7.35394473893095,0.00424458988371348,3.52924455594515,-0.170543053505007,0.084924075578133,0.100507753983091,0.757851696747207,0.0950159838888545,0.0924911524998546,-6.48243123596908,0.399879076500574,-0.110247594631945,-7.99857233032556e-06,-0.163409056005051,1.14068202965564,0.191533047470918,-0.0911597430804749,-0.315028814568189,-0.0491945168860628,0.00114745409256453,-0.657232420604609,-0.0223013193219988,0,0,0,0,0,0,0,0,0,0
2,1,5.10251095812196,-0.180054094308204,-0.0902813783490524,4.16686234064405,7.35628930328097,0.00643183309199816,4.27432164368544,-0.176966016371335,0.084924075578133,0.100507753983091,0.757851696747207,0.0950159838888545,0.0924911524998546,-6.48243123596908,0.399879076500574,-0.110247594631945,-7.99857233032556e-06,-0.163409056005051,0.544253061874937,-0.050088509037475,0.0645797097238844,-0.197284929403825,-0.0468499525360491,0.00333469730084922,0.0878446671356894,-0.0287242821883269,0,0,0,0,0,0,0,0,0,0
3,1,8.41465776582198,-0.203389887923529,-0.123504979858142,12.7803355768633,7.35822346058788,0.00868944520242256,4.37210289715082,-0.212876877829772,0.084924075578133,0.100507753983091,0.757851696747207,0.0950159838888545,0.0924911524998546,-6.48243123596908,0.399879076500574,-0.110247594631945,-7.99857233032556e-06,-0.163409056005051,3.85639986957495,-0.0734243026527999,0.0313561082147948,0.923459460879304,-0.0449157952291355,0.00559230941127361,0.185625920601066,-0.0646351436467643,0,0,0,0,0,0,0,0,0,0
1,2,5.59793557391863,-0.114839084087808,-0.144676043442101,5.09400250351265,7.42509555186279,0.00769888211384818,3.26561403413104,-0.179945039040125,0.084924075578133,0.100507753983091,0.757851696747207,0.0950159838888545,0.0924911524998546,-6.48243123596908,0.399879076500574,-0.110247594631945,-7.99857233032556e-06,-0.163409056005051,1.03967767767161,0.0151265011829206,0.0101850446308358,0.00361562232429602,0.021956296045774,0.00460174632269924,-0.920862942418714,-0.0317033048571168,0,0,0,0,0,0,0,0,0,0
2,2,5.78214438935306,-0.13790819336169,-0.172929972108902,4.03600827140094,7.43408823464994,0.00581871874025693,3.41394109460947,-0.217345325069274,0.084924075578133,0.100507753983091,0.757851696747207,0.0950159838888545,0.0924911524998546,-6.48243123596908,0.399879076500574,-0.110247594631945,-7.99857233032556e-06,-0.163409056005051,1.22388649310604,-0.00794260809096176,-0.0180688840359657,-0.229192093801027,0.0309489788329245,0.00272158294910799,-0.772535881940282,-0.0691035908862656,0,0,0,0,0,0,0,0,0,0
3,2,5.08871146890062,-0.127729185701522,-0.21970868662935,10.8604126652662,7.37523999554082,0.0111990853625566,3.39608800177904,-0.199584567810216,0.084924075578133,0.100507753983091,0.757851696747207,0.0950159838888545,0.0924911524998546,-6.48243123596908,0.399879076500574,-0.110247594631945,-7.99857233032556e-06,-0.163409056005051,0.530453572653599,0.00223639956920652,-0.0648475985564136,0.760676066731282,-0.0278992602761923,0.00810194957140766,-0.790388974770718,-0.0513428336272081,0,0,0,0,0,0,0,0,0,0
1,3,5.77028780065351,-0.15138348454145,-0.116950884149042,4.71068046737011,7.38100029804463,0.0015526575823767,4.29008461113279,-0.160296513213239,0.084924075578133,0.100507753983091,0.757851696747207,0.0950159838888545,0.0924911524998546,-6.48243123596908,0.399879076500574,-0.110247594631945,-7.99857233032556e-06,-0.163409056005051,1.21202990440649,-0.021417899270721,0.0379102039238943,-0.0746158752003947,-0.0221389577723876,-0.00154447820877224,0.103607634583038,-0.0120547790302306,0,0,0,0,0,0,0,0,0,0
2,3,5.98982604363535,-0.145418437973487,-0.114275412991956,5.28943568445676,7.40334414787657,-0.00109808675392573,3.74751507300481,-0.141646180029111,0.084924075578133,0.100507753983091,0.757851696747207,0.0950159838888545,0.0924911524998546,-6.48243123596908,0.399879076500574,-0.110247594631945,-7.99857233032556e-06,-0.163409056005051,1.43156814738833,-0.0154528527027585,0.0405856750809809,0.0412633185779605,0.000204892059554318,-0.00419522254507467,-0.438961903544941,0.0065955541538972,0,0,0,0,0,0,0,0,0,0
3,3,6.77295967894919,-0.229730919127612,-0.121185105715738,4.06361306713741,7.38066568387006,-6.78067194471253e-05,3.89035527161023,-0.153588426431855,0.084924075578133,0.100507753983091,0.757851696747207,0.0950159838888545,0.0924911524998546,-6.48243123596908,0.399879076500574,-0.110247594631945,-7.99857233032556e-06,-0.163409056005051,2.21470178270217,-0.0997653338568837,0.0336759823571991,-0.222375749810361,-0.0224735719469527,-0.00316494251059607,-0.296121704939523,-0.00534669224884723,0,0,0,0,0,0,0,0,0,0
1,4,3.42478493424562,-0.0939592102069347,-0.0970136248827071,5.93992582441203,7.35519150438931,-0.00413647288445609,3.84034370061737,-0.343947439883011,0.084924075578133,0.100507753983091,0.757851696747207,0.0950159838888545,0.0924911524998546,-6.48243123596908,0.399879076500574,-0.110247594631945,-7.99857233032556e-06,-0.163409056005051,-1.1334729620014,0.036006375063794,0.0578474631902296,0.157248400127988,-0.0479477514277029,-0.00723360867560504,-0.346133275932384,-0.195705705700003,0,0,0,0,0,0,0,0,0,0
