rep,id,eta_b0,eta_b1,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-0.0596889064260835,0.00354152580241664,0,0,0,0,0,0,11
2,1,0.0672178372472392,0.000825048272798123,0,0,0,0,0,0,11
3,1,-0.0281246813577383,0.00389937779365538,0,0,0,0,0,0,11
4,1,0.0485231052818167,-0.000149690585724073,0,0,0,0,0,0,11
5,1,0.0529327297932929,7.56985378556987e-05,0,0,0,0,0,0,11
6,1,0.010552936462924,-0.000202007058937709,0,0,0,0,0,0,11
7,1,0.0978127059767959,0.00267682705223727,0,0,0,0,0,0,11
8,1,0.012764537084474,-0.00149853650866759,0,0,0,0,0,0,11
9,1,0.119418492390971,0.000839981435610569,0,0,0,0,0,0,11
10,1,0.0171445419173377,0.00144245369085061,0,0,0,0,0,0,11
1,2,0.11315140662429,0.000515086758431521,0,0,0,0,0,0,5
2,2,0.0913104233918349,0.00109650954126382,0,0,0,0,0,0,5
3,2,0.0376530164312807,-0.000425824099730407,0,0,0,0,0,0,5
4,2,0.0585437380284544,-0.00276456474633658,0,0,0,0,0,0,5
5,2,0.0125476512306872,0.000810868836715857,0,0,0,0,0,0,5
6,2,0.0445583105944451,-0.00065910416442077,0,0,0,0,0,0,5
7,2,0.0658754167558133,0.00310634458287357,0,0,0,0,0,0,5
8,2,0.0932022655608549,-0.00081227903566518,0,0,0,0,0,0,5
9,2,0.0753877199920747,-0.00333934984753397,0,0,0,0,0,0,5
10,2,0.102841565995937,0.00381588187410788,0,0,0,0,0,0,5
1,3,0.0762051092327867,-0.00177727552316273,0,0,0,0,0,0,6
2,3,-0.0181882182397743,0.00178042500868669,0,0,0,0,0,0,6
3,3,0.0788998072719842,-0.00389421803801659,0,0,0,0,0,0,6
4,3,0.0531536698128225,0.000988013227234577,0,0,0,0,0,0,6
5,3,0.015014878547716,0.00463963015729749,0,0,0,0,0,0,6
6,3,-0.0415676214614444,0.00319309351080162,0,0,0,0,0,0,6
7,3,0.067513534379668,-0.00182837514786318,0,0,0,0,0,0,6
8,3,0.0450705381988052,-0.000377102357746476,0,0,0,0,0,0,6
9,3,-0.0549141522430716,0.00627644880690402,0,0,0,0,0,0,6
10,3,0.028564035132574,0.00200938309860095,0,0,0,0,0,0,6
1,4,0.0689444253201466,-0.00143722611722069,0,0,0,0,0,0,8
2,4,0.087943552856143,0.000395430712638916,0,0,0,0,0,0,8
3,4,-0.047907096689751,0.00281285065005838,0,0,0,0,0,0,8
4,4,0.0850178612573318,0.00208986325901579,0,0,0,0,0,0,8
5,4,0.064625688024484,-4.85666987381469e-05,0,0,0,0,0,0,8
6,4,0.019330804039615,-0.000706420605740157,0,0,0,0,0,0,8
7,4,-0.00191345387700914,0.000149709271121658,0,0,0,0,0,0,8
8,4,0.0830126082442242,0.00037842155968435,0,0,0,0,0,0,8
9,4,0.0205908168659694,0.00166873161980211,0,0,0,0,0,0,8
10,4,0.0862665120693327,-0.00134637624821928,0,0,0,0,0,0,8
1,5,-0.0271560323421676,-0.00318497733178314,0,0,0,0,0,0,3
2,5,-0.0349633935346501,-0.00321797854537827,0,0,0,0,0,0,3
3,5,-0.0186755421068752,-0.00422418517905809,0,0,0,0,0,0,3
4,5,-0.0927868433019836,0.000175918210464306,0,0,0,0,0,0,3
5,5,-0.0522099904651956,-0.00348304245667836,0,0,0,0,0,0,3
6,5,-0.106105495154146,-0.000803854287232462,0,0,0,0,0,0,3
7,5,0.0396951767645266,-0.00513673346425024,0,0,0,0,0,0,3
8,5,0.0282307507311086,-0.00313831284922269,0,0,0,0,0,0,3
9,5,-0.0626678705791917,0.00268520067053775,0,0,0,0,0,0,3
