rep,id,b02,b12,b03,b13,p1,g1,p2,g2,alpha12,alpha13,alpha22,alpha23
1,1,7.35330767571114,-0.00218937552106711,4.96531687315803,-0.533641083555657,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
2,1,7.33399899711504,0.00967941703109533,4.24213342222993,0.0779222097529053,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
3,1,7.32744361115465,0.00679677042359978,4.20187267832891,-0.161167297371707,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
1,2,7.38154112219327,0.00551772025117279,6.0876879691543,-0.167244252306696,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
2,2,7.4377610258107,0.00274943188570103,5.93571176998463,-0.19902369668985,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
3,2,7.44171839628059,0.0082811087012125,6.13569533160331,-0.112907879739688,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
1,3,7.41752075025812,-0.00315826480347658,4.11397903641755,-0.00975493647733106,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
2,3,7.43077016249119,0.00604335669193678,4.33818829256616,-0.28360887558925,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
3,3,7.43137531436082,0.00685497683198165,3.16845804777971,-0.125595107839744,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
1,4,7.40727238583577,0.00543676085327673,4.16675458599732,-0.360690558321234,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
2,4,7.42618692148085,-0.00107490079438139,3.93304990036892,-0.392640999871458,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
3,4,7.44575490493998,0.000408314101775631,4.72729889419525,-0.471706329014023,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
1,5,7.34647000537122,-0.00405151805563175,5.4975275683538,0.0295923225638634,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
2,5,7.38465635875461,-0.010434503708235,5.48420164127469,0.0896651632123415,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
3,5,7.39451038451739,-0.0115238556611116,5.25996900054954,0.143400518182019,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
1,6,7.41072507144,0.00530405861534818,4.3227176885067,-0.0735133609945488,0.0865634899603406,0.119469476914644,0.69476832512094,0.121152512409638,-7.61149378167952,0.45810337812767,3.31915216182126,-0.134386148682029
