rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26
1,1,1.20606746932346,0.216921569339987,0.014772984443764,-0.740300533445896,-0.0339191308607258,-0.000263006929276921,0.272452956799732,-0.0372120078077909,4.94634916533616,-0.0988414704658527,1.1314830369016,-0.131482528398258,-0.180038605300394,-0.127311729515147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1.98843553324743,0.0683007272869161,0.00151607078378511,-0.918528885545813,-0.0116930549739383,-0.00138892378034632,-0.279478975119619,0.220012900664528,2.95666013073386,-0.0236121848429606,0.609695569922218,-0.0571290596683216,-0.509510844914345,-0.0080896586340348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-2.25341148203663,0.0245202550680006,-0.0909752460955104,-0.784635753391861,0.0201196913844535,-0.000362630865166613,-0.310029631667238,0.00413953859184548,-0.637961416048383,-0.0477698114685632,0.223333196679878,0.116059007001413,1.02034185053356,-0.0667205591536419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-1.71125693086239,0.063674635047691,-0.0754043728739074,-0.462564239870906,0.0447334203441927,-0.00140607472997705,-1.00277856495894,0.055694620455983,-0.425650681093849,-0.0268674658885366,0.582111357691334,0.0913451576186639,1.15590772967481,-0.0691672336904827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-0.780212574831055,0.0136489479438228,0.0234632134638784,-2.75580838322584,-0.0460248714662148,0.00529710420001757,0.423834212546445,-0.217335912054335,0.615449976464253,0.0370469439210605,-0.721462699567306,-0.171613450810087,0.440499352252193,-0.0561227118266522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-0.947917149958491,-0.0861776925418199,-0.013045458679983,1.09202488325578,-0.0531292341182975,0.00424765483105179,0.386235131479408,-0.212678058271399,0.0316577527801047,0.0811074774096003,-0.268563232626815,-0.198689712418199,1.66239081196635,-0.112325919594313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0.730672673963883,-0.168477917458712,0.0114480475932876,0.965249819430325,-0.0364666129115334,0.0106754193124149,-0.136230999132026,0.100183842646368,-1.87123524210096,-0.0237363006677068,0.0144152906022628,7.8342755053808e-05,0.0486559373937743,-0.093315806056094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,-0.535934505239785,0.0165063836686965,0.0252200995885611,-0.648546950181443,-0.0045131682975428,0.00216906839082667,0.614306686828917,-0.00403443521645094,-1.60790379528137,-0.0933283476702474,0.651727155936163,0.00129380606249893,-0.56235320554145,0.00727515232996184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,3.20187494266761,-0.0117662791069332,0.0941492381431364,1.04218357371866,-0.0823834613837294,0.00325038973049743,-1.34869061796826,0.185202096071275,-1.04500596550555,-0.0275153503796537,0.479328367204229,0.120482330508472,1.17094968195361,-6.90579216798132e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,1.28332230536588,-0.103407238743289,0.166563947004745,0.97502967523346,-0.102681804120883,0.00900926421297863,-1.30527098156876,0.0445735496112297,0.186082013528112,0.00123274487770542,0.77948485177525,0.130427398754775,0.526003175665862,0.0055488634392475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1.10874152791639,-0.146072226037076,-0.109507978422974,-0.665386366581978,0.0574374371707431,0.00113058316796451,1.88620402476859,-0.0358107055925995,-0.273207059796442,0.055861477229054,1.16488705564072,-0.0295703138131618,0.0335004858002855,-0.0178731639327212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,1.02635426288814,0.00332169206304821,0.0367193847542408,0.579416634889011,0.0988337949216989,-0.000242489285616066,2.03421596993045,-0.0275195575949106,-0.537188136866412,0.0591715221867648,0.867241439328099,0.0119204350646405,-0.009891442275004,-0.0219307261520457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0.441108426090606,-0.00229385533861881,0.0413020581366191,-0.681695469584361,0.0119865379553576,0.000278685463822959,-0.935445469802753,0.118215372662975,-0.237416580864398,-0.147731211281788,-1.58989689741548,0.0626834339305684,0.528052071920649,0.0114338580463904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,-0.183651349780003,0.0637980486216372,0.0120488047511567,-1.305215168163,-0.00352675575616158,-0.00756730406282876,-0.421758015753627,0.0538318757467223,-0.546072770411878,-0.140527585873857,-1.54631999039368,0.0574346377504587,0.160918386516223,0.00787446647750334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0.194102573249288,0.124597620118515,-0.00165489496035666,-0.421912402308012,0.0129006688730431,0.00380100611260457,1.06002434279471,-0.0153551947126033,2.79460051111,0.0681390929783487,-0.896641265805262,0.161313347549658,0.331136670135771,0.00721227138411557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,2.42654887059085,0.0770010638841085,0.0624582499249015,-1.2113473707794,0.0100758644629459,0.00520034957499773,0.264421685688067,0.0217266132938174,2.85689220634738,0.0421661794290001,-0.58294644991788,0.125421587806451,0.65792299471435,-0.0160789389847355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,-1.1997984643475,0.0460596798977055,-0.0127999814958216,-0.312783072586662,0.031916355171064,-0.0116935187307254,1.61346072278169,-0.213508603450801,3.38046344640233,-0.0237485105282137,-1.20795895678195,-0.0987057516706346,0.356764100519849,0.042394793100642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,-0.994526051776975,0.0624680452313073,-0.0180803751694004,0.872351746024512,-0.0242375400656064,0.00588196123837571,0.966975378941553,-0.188029552414294,2.79082340840601,-0.0368464677170894,-1.22724328044565,-0.217912205830377,0.624581585695625,0.0522030134195782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,1.65539415881818,0.0815931381941673,-0.0640348000985314,-0.133527317746744,0.0069163275123242,0.00604812265434115,1.61514140219991,0.151205501346794,2.02708678998086,0.168424524575378,1.17694778700453,-0.253298924134391,0.00138085628198947,0.0442259514920003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,0.727051893258169,0.0738234259201137,-0.0136209406681927,-0.469727388937298,0.031017421204058,0.00442296908397993,1.44752905227621,0.0527519896884519,2.14310848179799,-0.11940677909532,0.816162395973683,0.132809231318256,0.693081380111606,0.0610927831588617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,1.55008134857039,-0.0347265411328067,-0.0298670326975446,0.299233060678149,-0.0245824685926152,3.02800551877972e-05,1.63466692977192,0.335359742067306,1.8098478705843,0.0349734768868995,2.15705757580268,-0.000292798440441638,-0.146997200952481,0.0549250867698881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,0.878305401763377,0.0369971109845541,0.0569696055884868,0.73642357959183,-0.049928884235105,-0.00237210583239898,1.25007213191656,0.360283921631161,1.153416315618,0.18902841338919,1.98441432803993,0.198871446438856,0.0999022093353768,0.0796825890746419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,-1.64076291947435,-0.00178095941391942,-0.0859343893164171,0.429528350120988,-0.00754682171593189,-0.00822155065081234,0.409530779180377,-0.00418973674541518,-1.29006159808164,-0.122008996579174,0.827822389952602,0.0232911021925239,0.308416749593228,-0.168399577131182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,-2.23031068265098,0.130468941739159,-0.0207824144557767,-1.35270506709429,0.0244572548145149,-0.000200165521926309,-0.71781677784825,0.078432787014454,-1.52010851585929,0.040877912943178,-0.102239833650779,-0.0486999981623092,-1.10099815716702,0.0224494899909872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,0.153375930102588,0.136376231663634,0.0231353980787148,1.07603194529196,-0.0671440385079514,0.00593690683130149,-1.98247490592988,0.060563627272335,0.341008596839583,0.0719138252858678,0.741270836756693,-0.0294621737141162,0.387252763748514,0.0382351482278796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,13,1.59053488744557,0.115787980087673,-0.0256003474716057,1.38548672794966,-0.000459112935660175,0.00190092718091917,-0.725671558133479,-0.00197244632024235,0.399042598419592,0.0763921367435017,1.07563443815751,-0.0382234244498123,0.675901780055211,0.0169881620218641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,-1.88524572608165,0.137596465851741,0.0635311583031773,1.1384143440444,0.00071294831009442,0.00246323302626681,-0.32172720452941,0.301807241042177,1.1954472934668,-0.086525976563106,0.955306078369222,0.183694682490912,1.07004116987823,0.103134842396608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,14,0.640392127349839,0.0959058446575525,-0.034597177737303,0.683258185872358,0.0153228352560821,-0.00312997802315434,0.357745824121961,0.28528988665278,0.923097978611441,-0.116703651231921,1.31796887696836,0.169625524154394,0.922568602337033,0.0161480948542753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,-1.12176560855382,-0.0991472442901425,0.0355641595417275,0.00475565728589583,-0.0293152407889808,-0.00357157488204363,-0.349085802776624,-0.338222403478387,3.19059249800495,-0.020608110575592,0.0858801571736239,-0.0453300063259807,0.252951929833234,0.15804978441111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,1.45201501684183,-0.15220832527524,-0.080598695931166,0.524914656405814,0.00143296971530375,-0.0137055152351419,0.366495397152146,-0.197750645184409,2.63753181456764,0.129740856071635,1.12895944690513,-0.0633080315662358,1.11350869648653,0.107055918387893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
