rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b04,b14,b05,b15,b06,b16,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,alpha21,alpha22,alpha23,alpha24,alpha25,alpha26
1,1,5.91549373395796,0.109786758398947,-0.125538460943926,1.83251852966553,7.36551720030813,0.00274342578969833,4.42399097031925,-0.176795230470078,10.2186950635312,-0.0815131685968504,8.17277147510859,-0.171604706155988,4.98385158513332,-0.210076764372963,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801
2,1,6.69786179788194,-0.0388340836541229,-0.138795374603906,1.53336231282089,7.38774327619491,0.00161750893862893,3.87205903839989,0.0804296780022407,8.2290060289289,-0.00628388297395858,7.65098400812922,-0.0972512374260511,4.65437934551937,-0.0908546934918503,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801
1,2,2.45601478259787,-0.0826145558730384,-0.231286691483201,1.75304810390732,7.41955602255331,0.00264380185380864,3.84150838185227,-0.135443684070442,4.63438448214668,-0.030441509599561,7.26462163488687,0.075936829243684,6.18423204096727,-0.149485594011457,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801
2,2,2.99816933377211,-0.0434601758933481,-0.215715818261598,2.41917738780934,7.44416975151305,0.0016003579889982,3.14875944856057,-0.0838886022063044,4.84669521710121,-0.00953916401953433,7.62339979589832,0.0512229798609345,6.31979792010852,-0.151932268548298,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801
1,3,3.92921368980345,-0.0934858629972162,-0.116848231923812,0.244188067199618,7.35341145970264,0.00830353691899283,4.57537222606596,-0.356919134716622,5.88779587465932,0.0543752457900627,6.31982573863968,-0.211735628567817,5.6043895426859,-0.138887746684468,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801
2,3,3.76150911467601,-0.193312503482859,-0.153356904067673,11.4503086173313,7.34630709705056,0.00725408755002705,4.53777314499892,-0.352261280933686,5.30400365097517,0.0984357792786026,6.77272520558017,-0.238811890175929,6.82628100240006,-0.195090954452129,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801
1,4,5.44009893859839,-0.275612728399751,-0.128863397794403,10.0869410236781,7.36296971825732,0.0136818520313901,4.01530701438748,-0.0393993800159198,3.4011106560941,-0.00640799879870445,7.05570372880925,-0.0400438350026755,5.21254612782749,-0.176080840913909,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801
2,4,4.17349175939472,-0.0906284272723425,-0.115091345799129,2.00861383468469,7.39492316287131,0.00517550110980193,4.76584470034843,-0.143617657878738,3.66444210291369,-0.0760000458012452,7.69301559414315,-0.0388283716952304,4.60153698489226,-0.0754898825278537,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801
1,5,7.91130120730211,-0.118901090047972,-0.0461622072445543,10.8935990495376,7.31705286978513,0.00625682244947268,2.80284739555125,0.0456188734089871,4.22733993268952,-0.0101870485106514,7.52061680541121,0.0803601527507422,6.33483987238732,-0.0828340927794952,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801
2,5,5.99274857000038,-0.210542049684328,0.0262525016170548,10.1860738144508,7.29675452704797,0.0120156969319539,2.84626703195075,-0.0950096730510576,5.45842791172318,0.0185610467467077,7.82077328998223,0.0903052209970456,5.68989336609957,-0.0772161714185678,0.0238521308416579,0.131694383433692,0.785437440162727,0.0808889419864341,0.182309222064488,-11.8628918065036,0.696118787579665,-0.00041288593785034,-9.74460216686036e-06,0.000377444258896878,-0.106215952389976,-2.44306379280867e-07,3.27558313794725e-09,0.0722720852814663,9.95493051708146e-07,-0.000841370832317801
