id,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b05_SAEM,eta_b15_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha15_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha25_SAEM
74,-0.00916209,0.00383372,1.32119,-0.186483,0.0314281,-0.0327235,0,0,0,0,0,0,0,0,0,0
75,-0.0406675,-0.00153196,0.466019,-0.101875,-0.100334,-0.0694727,0,0,0,0,0,0,0,0,0,0
76,-0.00571533,-3.1649e-06,-0.929633,-0.0169057,0.278265,0.00954471,0,0,0,0,0,0,0,0,0,0
77,-0.0499936,0.00454836,-0.525426,0.0958819,-0.28684,0.083251,0,0,0,0,0,0,0,0,0,0
78,-0.0363332,0.000291176,0.129717,-0.0658183,0.0458924,-0.00206894,0,0,0,0,0,0,0,0,0,0
79,0.0588665,6.09188e-05,0.482744,0.0522452,1.11446,-0.012885,0,0,0,0,0,0,0,0,0,0
80,0.0513839,0.000642899,0.139962,-0.0170881,-0.0755528,0.00647898,0,0,0,0,0,0,0,0,0,0
81,0.00970908,-0.00037471,1.20047,-0.0195325,1.16227,0.00811781,0,0,0,0,0,0,0,0,0,0
82,0.0189757,0.00133585,0.0360545,0.0317409,-0.115351,0.0320252,0,0,0,0,0,0,0,0,0,0
83,0.00720601,-0.00350568,-0.211974,0.190245,0.367532,0.0946898,0,0,0,0,0,0,0,0,0,0
84,0.0127547,0.00112325,1.80628,-0.0871043,1.57441,0.0197099,0,0,0,0,0,0,0,0,0,0
85,-0.0348421,-0.00188313,0.539909,0.186806,0.26999,0.0433059,0,0,0,0,0,0,0,0,0,0
86,0.00737358,-0.000159616,-0.0106818,-0.0421053,-0.279969,-0.0198009,0,0,0,0,0,0,0,0,0,0
87,0.020135,-0.00305957,-0.690676,-0.0198749,-0.388245,0.00258636,0,0,0,0,0,0,0,0,0,0
88,-0.0202026,0.000288542,-0.569584,-0.178461,0.0760759,-0.13946,0,0,0,0,0,0,0,0,0,0
89,0.0348488,0.000965234,0.320013,0.00890697,-0.148685,-0.00447586,0,0,0,0,0,0,0,0,0,0
90,0.0398953,0.00172784,1.68419,0.0203172,1.23615,-0.000637462,0,0,0,0,0,0,0,0,0,0
91,-0.0441159,-0.00157361,0.0196317,0.0818889,-0.453096,-0.0121097,0,0,0,0,0,0,0,0,0,0
92,0.0583613,0.000246482,-0.23807,-0.0221259,-0.809603,0.0046409,0,0,0,0,0,0,0,0,0,0
93,0.0439572,0.0019763,0.814263,-0.0449243,-0.100993,-0.0151579,0,0,0,0,0,0,0,0,0,0
94,-0.0495244,0.000377677,0.738396,-0.321711,-0.293772,-0.204396,0,0,0,0,0,0,0,0,0,0
95,0.0493886,0.000624544,0.500711,0.0387603,0.873972,-0.0269217,0,0,0,0,0,0,0,0,0,0
96,-0.0163481,0.000273918,0.520902,0.0548542,0.509296,0.00403794,0,0,0,0,0,0,0,0,0,0
97,-0.0313791,4.11354e-05,-0.141048,-0.00180923,0.260484,0.00767754,0,0,0,0,0,0,0,0,0,0
98,-0.0270082,-0.00434556,-0.711425,-0.171336,-1.14014,-0.0818667,0,0,0,0,0,0,0,0,0,0
99,0.0313169,-0.00213737,0.227055,0.234364,0.711953,0.1637,0,0,0,0,0,0,0,0,0,0
100,0.0128737,0.000267218,-0.486221,-0.00672061,-0.759783,0.00735947,0,0,0,0,0,0,0,0,0,0
101,0.0628652,-0.00609024,0.0890264,-0.188329,0.0549077,-0.1304,0,0,0,0,0,0,0,0,0,0
102,0.0789795,-0.00105261,-0.993042,0.154286,-0.522575,0.0528294,0,0,0,0,0,0,0,0,0,0
103,0.0253442,0.00319917,0.386197,-0.212149,0.364481,-0.0131787,0,0,0,0,0,0,0,0,0,0
104,0.0319296,0.00277401,-0.519673,-0.297823,-0.128911,-0.130402,0,0,0,0,0,0,0,0,0,0
105,-0.0218476,-0.000961548,0.393872,-0.0121221,0.781927,-0.0310714,0,0,0,0,0,0,0,0,0,0
106,-0.00211419,-0.0077022,1.25837,0.0731926,1.69326,0.0314608,0,0,0,0,0,0,0,0,0,0
107,0.0398868,0.00368767,1.4583,0.348488,1.4166,0.217417,0,0,0,0,0,0,0,0,0,0
108,-0.0221135,-0.00485397,-1.86414,-0.14922,-1.52287,-0.157531,0,0,0,0,0,0,0,0,0,0
109,-0.0088205,-0.000477875,0.939677,0.0408677,-0.0834023,-0.0154698,0,0,0,0,0,0,0,0,0,0
110,0.0809987,0.00110492,0.799444,0.00346697,0.483012,0.0019968,0,0,0,0,0,0,0,0,0,0
111,0.0206663,-0.00502608,-0.548396,-0.0173408,-0.854921,-0.0503557,0,0,0,0,0,0,0,0,0,0
112,0.0245157,0.00986422,0.149078,-0.161982,0.131786,-0.116685,0,0,0,0,0,0,0,0,0,0
113,-0.0335036,-0.000499452,-1.53143,-0.115714,-1.54517,-0.0638759,0,0,0,0,0,0,0,0,0,0
114,-0.00388769,-2.7827e-05,-0.186286,-0.0172813,-0.755586,-0.00693855,0,0,0,0,0,0,0,0,0,0
115,0.03818,0.00174453,0.44587,0.068806,0.257019,0.00353363,0,0,0,0,0,0,0,0,0,0
116,-0.0579187,-0.00236217,-1.05823,0.163317,-1.2665,0.129392,0,0,0,0,0,0,0,0,0,0
117,-0.0249495,-0.00410766,-0.342883,0.307411,0.207202,0.0874443,0,0,0,0,0,0,0,0,0,0
118,0.00965969,0.00186736,2.32387,-0.0620214,1.12759,-0.0209152,0,0,0,0,0,0,0,0,0,0
119,-0.0172922,0.00159842,1.4386,0.0253471,0.764982,0.0196903,0,0,0,0,0,0,0,0,0,0
120,-0.0392133,0.0017172,0.1384,0.0673163,-0.128942,0.197951,0,0,0,0,0,0,0,0,0,0
121,-0.0167633,0.00181086,-0.430036,0.0852368,0.121555,0.058705,0,0,0,0,0,0,0,0,0,0
122,0.0108744,-0.00761191,0.413252,-0.279301,0.135445,-0.226231,0,0,0,0,0,0,0,0,0,0
123,-0.00770614,0.00717148,-0.321487,-0.0575291,-0.362338,-0.0288978,0,0,0,0,0,0,0,0,0,0
124,-0.0104926,-0.00830481,0.962408,0.0558721,0.555126,0.0432092,0,0,0,0,0,0,0,0,0,0
125,0.0231718,-0.000409568,-0.202073,0.0324933,-0.296219,-0.00888586,0,0,0,0,0,0,0,0,0,0
126,0.0330864,0.00368252,-0.0218063,-0.131814,-1.3863,-0.0117896,0,0,0,0,0,0,0,0,0,0
127,0.0337393,0.0107816,0.598007,0.0404168,-0.230963,0.0330133,0,0,0,0,0,0,0,0,0,0
128,-0.00888391,0.00893805,0.111745,-0.1971,-0.872679,-0.089329,0,0,0,0,0,0,0,0,0,0
129,-0.0323248,-0.000477329,0.688251,0.0681142,0.240835,-0.0249454,0,0,0,0,0,0,0,0,0,0
130,0.00742727,0.000384913,-0.520701,-0.0215392,0.106054,-0.0107425,0,0,0,0,0,0,0,0,0,0
131,0.0678581,0.000125562,0.691933,-0.00869328,-0.145067,0.0081235,0,0,0,0,0,0,0,0,0,0
132,0.00198532,-0.000273853,0.428636,-0.103401,0.33345,0.0390561,0,0,0,0,0,0,0,0,0,0
133,-0.0557463,0.00331721,-0.236333,-0.0634429,-0.0422121,-0.0568148,0,0,0,0,0,0,0,0,0,0
134,0.0540805,-9.63889e-05,1.13103,-0.0353173,0.64556,-0.00734223,0,0,0,0,0,0,0,0,0,0
135,0.00693833,-0.00536241,1.46056,-0.0883038,0.768019,-0.104733,0,0,0,0,0,0,0,0,0,0
136,-0.0240584,-0.000498785,-0.287337,-0.0306812,-0.185881,-0.00272579,0,0,0,0,0,0,0,0,0,0
137,-0.0125876,-0.000718892,-0.34965,0.142889,-0.709567,0.0409706,0,0,0,0,0,0,0,0,0,0
138,0.0454419,0.00156388,-0.792907,-0.0385573,-0.611937,0.00753393,0,0,0,0,0,0,0,0,0,0
139,0.0753839,-0.0011456,-0.522372,-0.126251,0.192881,-0.0577104,0,0,0,0,0,0,0,0,0,0
140,-0.0128654,-0.000160181,-0.78831,-0.0154655,-0.943038,0.00236245,0,0,0,0,0,0,0,0,0,0
141,0.00492181,-0.00326155,-0.619787,0.0953423,-0.707235,0.00450062,0,0,0,0,0,0,0,0,0,0
142,0.0327773,-0.000890387,0.94156,0.0181421,0.998027,0.0115445,0,0,0,0,0,0,0,0,0,0
143,0.0262637,0.000865843,0.660912,-0.0627671,0.625449,-0.0125978,0,0,0,0,0,0,0,0,0,0
144,0.0231554,0.000575189,-1.5373,0.0762162,-1.17862,0.0188566,0,0,0,0,0,0,0,0,0,0
145,0.00892284,0.000514296,0.702845,0.211055,0.0920502,0.154046,0,0,0,0,0,0,0,0,0,0
146,0.0288413,0.00690554,0.0946579,0.0967057,-0.0917938,0.0681296,0,0,0,0,0,0,0,0,0,0
147,-0.0194686,-0.000420744,1.37779,0.0798977,1.46541,-0.0165709,0,0,0,0,0,0,0,0,0,0
148,-0.0680633,-0.00234285,-1.37754,0.199403,-0.343449,0.109366,0,0,0,0,0,0,0,0,0,0
149,-0.0149803,-0.000541175,-0.321891,-0.022071,-0.225191,-0.0104349,0,0,0,0,0,0,0,0,0,0
150,0.0646259,0.000310824,-0.632582,0.0577054,-0.387726,-0.0219084,0,0,0,0,0,0,0,0,0,0
151,-0.00127864,0.000429202,-0.201257,-0.00929172,0.271021,0.000393259,0,0,0,0,0,0,0,0,0,0
152,-0.0506765,-0.00159152,-0.91769,0.0855608,-1.01507,0.0104367,0,0,0,0,0,0,0,0,0,0
153,0.0159628,-0.00121928,0.13802,0.0532986,0.58355,-0.0146286,0,0,0,0,0,0,0,0,0,0
154,-0.0583573,-0.00419692,-0.0830492,0.217718,-0.494968,0.157645,0,0,0,0,0,0,0,0,0,0
155,-0.000224947,-0.0049483,-0.882375,0.242742,-0.773447,0.180758,0,0,0,0,0,0,0,0,0,0
156,0.0211252,-0.000383751,0.408987,0.00323915,0.517225,0.00151739,0,0,0,0,0,0,0,0,0,0
157,-0.0263723,-0.00715507,0.42747,-0.13799,-0.256251,-0.0508192,0,0,0,0,0,0,0,0,0,0
158,-0.0225822,0.000261528,-1.11908,0.104847,-0.521758,0.0523248,0,0,0,0,0,0,0,0,0,0
159,-0.0472136,-0.000220374,0.407247,-0.0348358,-0.510053,-0.101954,0,0,0,0,0,0,0,0,0,0
160,-0.0101002,-0.00226861,0.570604,-0.163087,0.266563,-0.0651683,0,0,0,0,0,0,0,0,0,0
161,-0.00691801,-0.00225415,-0.0237544,-0.145384,0.513405,-0.102105,0,0,0,0,0,0,0,0,0,0
162,0.017501,0.0102803,0.112695,-0.107667,0.320208,-0.0548969,0,0,0,0,0,0,0,0,0,0
163,0.0272185,-0.000450569,-0.764303,0.0211034,-0.973062,0.0070043,0,0,0,0,0,0,0,0,0,0
164,-0.0371291,-0.00043784,-0.417486,-0.0122783,0.377549,0.00410759,0,0,0,0,0,0,0,0,0,0
165,-0.0468758,-0.00297402,0.300557,-0.137976,0.384995,-0.0933998,0,0,0,0,0,0,0,0,0,0
166,-0.00646355,0.000214832,0.172939,0.0802622,-0.521275,-0.0232136,0,0,0,0,0,0,0,0,0,0
167,0.0061415,-0.000892031,0.740949,0.0527235,0.685173,-0.00590558,0,0,0,0,0,0,0,0,0,0
168,0.0102205,-0.000161698,-0.57659,-0.0276535,0.566557,0.00153442,0,0,0,0,0,0,0,0,0,0
169,-0.0273169,-0.00733433,-0.305974,-0.280156,-0.213935,-0.200423,0,0,0,0,0,0,0,0,0,0
170,-0.0470813,0.000219685,0.00812225,-0.31602,-0.204703,-0.199891,0,0,0,0,0,0,0,0,0,0
171,-0.00592557,-0.00675363,-1.76558,-0.0264705,-1.24824,-0.0429762,0,0,0,0,0,0,0,0,0,0
172,0.0126725,-5.08764e-05,0.229896,-0.0151126,-0.199657,0.00721342,0,0,0,0,0,0,0,0,0,0
173,0.00361581,0.00380016,0.951954,0.143891,0.954724,0.0239443,0,0,0,0,0,0,0,0,0,0
174,0.0075911,-0.00254337,-0.293049,0.001727,-0.73516,0.0389405,0,0,0,0,0,0,0,0,0,0
175,0.00150334,0.000900606,0.0394163,0.0202375,-0.193328,0.0297144,0,0,0,0,0,0,0,0,0,0
176,0.00340426,0.00101812,0.582173,0.0115506,0.641535,0.0298846,0,0,0,0,0,0,0,0,0,0
177,-0.0464484,0.00551465,0.163528,-0.220492,-1.1092,-0.0571611,0,0,0,0,0,0,0,0,0,0
178,-0.0115171,0.000417225,0.415362,-0.0364858,0.27508,0.00395371,0,0,0,0,0,0,0,0,0,0
179,-0.0072334,-0.00300641,0.164509,-0.166145,0.077458,-0.01532,0,0,0,0,0,0,0,0,0,0
180,0.0272788,0.00173445,-0.208215,0.0900364,0.0473211,0.00656249,0,0,0,0,0,0,0,0,0,0
181,0.0146833,0.000243832,-0.0771062,0.130901,-0.179882,0.0088521,0,0,0,0,0,0,0,0,0,0
182,-0.0131685,-0.00113709,0.805866,0.028979,0.488041,-0.0555468,0,0,0,0,0,0,0,0,0,0
183,-0.0404583,0.000994749,0.468966,0.136069,0.77918,0.0842499,0,0,0,0,0,0,0,0,0,0
184,0.00394664,0.000232116,-0.836381,-0.0146001,-0.172934,-0.0173669,0,0,0,0,0,0,0,0,0,0
185,-0.00849835,-0.00675455,-0.968531,0.334486,-0.527734,0.177615,0,0,0,0,0,0,0,0,0,0
186,0.00986953,-0.00686189,-0.16178,-0.102172,0.220661,-0.103457,0,0,0,0,0,0,0,0,0,0
187,-0.0808802,-0.0027254,0.0808408,-0.116717,-0.63855,0.00277183,0,0,0,0,0,0,0,0,0,0
188,-0.0242979,-0.000218171,1.23314,-0.0156624,0.659331,0.011341,0,0,0,0,0,0,0,0,0,0
189,-0.00543338,-0.00365257,-1.17348,-0.150741,-0.934394,-0.127901,0,0,0,0,0,0,0,0,0,0
190,0.025254,0.000220103,-0.532481,-0.0351957,-0.846048,0.00324241,0,0,0,0,0,0,0,0,0,0
191,0.0284181,0.000277174,0.0359713,-0.0207329,-0.34071,-0.0216987,0,0,0,0,0,0,0,0,0,0
192,-0.00496063,9.46526e-05,0.00229539,-0.225628,0.599814,-0.167813,0,0,0,0,0,0,0,0,0,0
193,-0.0592711,0.00530766,0.38552,0.113325,0.0216802,-0.000373918,0,0,0,0,0,0,0,0,0,0
194,-0.0232275,0.00296435,0.367947,0.00426086,-0.0702595,0.0502518,0,0,0,0,0,0,0,0,0,0
195,0.033174,0.00579955,0.253988,0.148095,-0.0915123,0.116017,0,0,0,0,0,0,0,0,0,0
196,-0.0196381,-0.000243973,-0.689286,0.0871274,0.0300931,-0.0198071,0,0,0,0,0,0,0,0,0,0
197,-0.0247133,0.00305226,0.855517,-0.110355,0.19418,-0.0375309,0,0,0,0,0,0,0,0,0,0
198,-0.055233,-0.00207996,0.111896,0.0493913,-0.220847,0.120936,0,0,0,0,0,0,0,0,0,0
199,0.0526801,0.00733173,0.0661235,-0.199938,0.520375,-0.0898289,0,0,0,0,0,0,0,0,0,0
200,0.000323832,-0.00434358,0.542159,-0.187524,0.375156,-0.092007,0,0,0,0,0,0,0,0,0,0
201,0.0451743,0.00196206,-0.345372,0.0997057,-0.23777,0.039447,0,0,0,0,0,0,0,0,0,0
202,0.0415843,-0.000730344,0.190843,0.0974842,0.215734,0.0159783,0,0,0,0,0,0,0,0,0,0
203,-0.0318763,-0.00265256,0.348411,0.03305,-0.0423958,0.0701424,0,0,0,0,0,0,0,0,0,0
204,0.00485033,-0.00451765,-1.20515,-0.0752928,-0.882394,0.0535253,0,0,0,0,0,0,0,0,0,0
205,0.0257392,0.000704227,1.23747,-0.0349686,0.764876,-0.000700707,0,0,0,0,0,0,0,0,0,0
206,-0.0193327,-0.000640648,0.386887,-0.162131,0.637261,-0.0695739,0,0,0,0,0,0,0,0,0,0
207,0.000442094,-0.00408812,-0.424191,-0.172911,-0.432716,-0.0176825,0,0,0,0,0,0,0,0,0,0
208,-0.0876376,-0.00434635,0.288822,0.123398,0.271947,0.0890739,0,0,0,0,0,0,0,0,0,0
209,-0.0447789,-1.31379e-05,-0.651397,-0.0348109,0.184571,0.00558514,0,0,0,0,0,0,0,0,0,0
210,0.00742348,0.00308646,0.0270273,0.162725,0.467439,0.0128795,0,0,0,0,0,0,0,0,0,0
211,0.00964155,0.000237404,-0.502379,-0.00766522,-0.534887,0.00130921,0,0,0,0,0,0,0,0,0,0
212,0.048309,0.00124778,-0.124661,-0.0292797,0.0622982,0.0470973,0,0,0,0,0,0,0,0,0,0
213,0.000825732,-0.000994451,0.068444,-0.0487328,0.0972247,-0.00626,0,0,0,0,0,0,0,0,0,0
214,0.000408681,0.00139623,1.16325,-0.0509745,1.06943,-0.00537777,0,0,0,0,0,0,0,0,0,0
215,0.0343167,0.000566735,0.77671,0.141448,0.449368,0.0429123,0,0,0,0,0,0,0,0,0,0
216,-0.00982664,-0.00351723,-0.264697,-0.0450221,0.816235,-0.0337853,0,0,0,0,0,0,0,0,0,0
217,-0.00398681,0.000667773,-0.280079,0.0627427,0.160238,-0.020406,0,0,0,0,0,0,0,0,0,0
218,0.0548363,0.00291437,-0.6069,0.100224,0.499839,0.0213761,0,0,0,0,0,0,0,0,0,0
219,0.0136086,-2.12208e-05,-1.33401,-0.0175802,-2.08082,-0.00946714,0,0,0,0,0,0,0,0,0,0
220,0.00305977,-0.00135493,0.469449,0.159427,0.118944,0.166156,0,0,0,0,0,0,0,0,0,0
221,-0.0400877,-0.000798461,-0.647255,-0.118907,-0.990339,-0.127847,0,0,0,0,0,0,0,0,0,0
222,0.00984824,0.000311819,-0.480154,0.0112224,-0.457183,-0.0536167,0,0,0,0,0,0,0,0,0,0
223,0.00142456,0.000368572,-0.316743,-0.0163211,0.380774,0.0326769,0,0,0,0,0,0,0,0,0,0
224,0.00666214,-0.00334617,-0.310172,-0.0550444,-0.338199,0.0378998,0,0,0,0,0,0,0,0,0,0
225,0.0442519,0.00265191,-0.159419,0.260658,-0.328432,0.0748652,0,0,0,0,0,0,0,0,0,0
