rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha22,eta_alpha23,eta_alpha25
1,1,-0.0558766615241097,-0.0031641064231335,0.0777942127024422,-0.06222262372607,0.170148492360548,0.0235539497692756,0,0,0,0,0,0,0,0,0,0
2,1,-0.054763478300762,-0.00023930117439005,-0.458124506062699,-0.0155943387849189,0.0318708909157825,0.0723112143918964,0,0,0,0,0,0,0,0,0,0
3,1,-0.124557566430767,-0.00894265398122965,-0.585912666713912,-0.249497602964538,0.0837741956207312,-0.0407790362664398,0,0,0,0,0,0,0,0,0,0
1,2,0.0192938397853517,0.00214462254800887,1.48826061855393,0.0734073168230285,0.819827718765115,-0.0298067201536215,0,0,0,0,0,0,0,0,0,0
2,2,0.0238265121091858,0.00505782785376831,2.12182767934818,0.126792951972183,0.635219404772219,0.19199484418617,0,0,0,0,0,0,0,0,0,0
3,2,0.042948913717658,-0.00264626875038847,1.38301790917228,0.012393390030602,1.57714894909028,0.0200483128033015,0,0,0,0,0,0,0,0,0,0
1,3,-0.0319998385118039,-0.00189347384570607,-0.685235848177958,0.230429952737872,-0.53601326448074,-0.081871798826257,0,0,0,0,0,0,0,0,0,0
2,3,0.0472327719979857,-0.00554967926140865,1.0744556641582,-0.0962037323411919,-0.892561327471436,-0.071792957592679,0,0,0,0,0,0,0,0,0,0
3,3,0.0309903109665948,-0.00249987655396999,-0.482571181942995,-0.115810270844552,0.366575420354883,0.0775127182334456,0,0,0,0,0,0,0,0,0,0
1,4,0.0746870185137194,-0.00409082999760069,-0.171977450380909,-0.183563754149455,-0.0855728812004948,-0.137669197822,0,0,0,0,0,0,0,0,0,0
2,4,0.0237163327403307,0.000712204731536217,1.05310261456361,-0.322716051286956,0.16606410062842,-0.185619187184529,0,0,0,0,0,0,0,0,0,0
3,4,0.0319524191434892,-0.00267696295221843,0.329998186484126,-0.205303937521839,-0.0265326496150209,-0.220709000716395,0,0,0,0,0,0,0,0,0,0
1,5,-0.0539858071566108,-0.00471569745916155,0.713514457171943,0.239462455190508,0.402206834143852,0.0926190054735556,0,0,0,0,0,0,0,0,0,0
2,5,-0.0710502855926389,-0.00210259995156906,1.5757795710916,0.172165858879488,0.482463548807965,-0.00220217258007625,0,0,0,0,0,0,0,0,0,0
3,5,-0.0538855599619072,-0.00320674269150039,1.28899210249829,0.21659035102978,0.563757357380101,-0.00177132150324158,0,0,0,0,0,0,0,0,0,0
1,6,0.0219568689401441,-0.00299490779725523,0.297717512193759,0.0884533500069234,-1.06472892211728,0.199999919246502,0,0,0,0,0,0,0,0,0,0
2,6,-0.00344634928380394,-0.00252765232960857,0.504147849995713,0.0591680756744412,-0.203484085906883,0.0866979037072346,0,0,0,0,0,0,0,0,0,0
3,6,0.0125155290002104,0.00142502467265928,0.481707046074688,0.0347178531120958,-0.428571275878324,0.0171695095825162,0,0,0,0,0,0,0,0,0,0
1,7,0.122294883651899,-0.00968952470426587,0.105629750350554,0.233176645717469,-0.35906017288425,0.112917793717437,0,0,0,0,0,0,0,0,0,0
2,7,0.0936860797968002,-0.00308947642556483,0.216586274242878,-0.179995112001633,-0.202305834069931,-0.127990284032284,0,0,0,0,0,0,0,0,0,0
3,7,0.074727360530372,-0.00285474212045902,0.322497274708329,-0.159774659000898,0.286893693092737,0.0403328130911889,0,0,0,0,0,0,0,0,0,0
1,8,0.000913633531997249,0.00338734378597717,0.40224583135593,0.0900796472080594,0.474254797290399,0.0500346390704361,0,0,0,0,0,0,0,0,0,0
2,8,0.00598935747945539,0.00622414815108807,0.591681491947076,0.0428270378527084,-0.0410638054264902,0.138728897882009,0,0,0,0,0,0,0,0,0,0
3,8,-0.0358313772478267,0.00924180733162283,0.246784332272457,0.0964373550945593,0.193152023542814,0.136485290753689,0,0,0,0,0,0,0,0,0,0
1,9,0.0482916958049273,0.0112561466042715,-0.726988687508773,0.170156766659574,-0.726994063929606,0.119287043532773,0,0,0,0,0,0,0,0,0,0
2,9,0.0574781880356081,0.00689706693889974,-0.789554831019835,0.118728023187551,-0.255196555684311,0.012830747978977,0,0,0,0,0,0,0,0,0,0
3,9,0.0767725082889896,0.00611416120838539,-1.2291677416179,0.245437458695347,-0.617659033801554,-0.0230064883020339,0,0,0,0,0,0,0,0,0,0
1,10,0.00724830048377623,-0.0131687211570997,0.981899923613555,0.127914414147545,1.45605491564568,-0.0576431439032842,0,0,0,0,0,0,0,0,0,0
2,10,-0.0851613444753232,0.00312154685665317,1.01285644879188,0.166388443471159,0.96299268075289,0.173631542423646,0,0,0,0,0,0,0,0,0,0
3,10,-0.0163576780388359,-0.000752058884421957,0.985913746004359,0.147619811819143,1.64772746906592,-0.118821035393772,0,0,0,0,0,0,0,0,0,0
1,11,-0.0436027906304659,0.00380641430586523,-0.63260238325651,0.159578227989049,-0.232407162233061,-0.188140871160395,0,0,0,0,0,0,0,0,0,0
2,11,-0.0648825890387874,0.00276714436966632,-0.710989034008389,0.0650303880110461,-0.248118084941182,-0.0206880824917173,0,0,0,0,0,0,0,0,0,0
3,11,-0.0183824442592933,-0.00193474794395958,-0.661030961599693,0.137569422848644,-0.32184589978863,-0.115643852039518,0,0,0,0,0,0,0,0,0,0
1,12,-0.0253565210680069,-0.00871671569232789,0.604991373835045,-0.247670814648646,-0.00634164574233331,-0.111247032727598,0,0,0,0,0,0,0,0,0,0
2,12,0.00456651276378306,-0.0110956020410318,-0.124440505335927,-0.187103975911013,0.642891219727701,-0.143152380031255,0,0,0,0,0,0,0,0,0,0
3,12,0.00676074664422721,-0.0106774577000629,0.29486280324521,-0.226941635451515,0.0400531667532587,-0.119434201239473,0,0,0,0,0,0,0,0,0,0
1,13,-0.00949462126300382,0.00484909918240298,-0.0180891039885873,0.18031344924354,0.288038283916857,-0.0114554303744883,0,0,0,0,0,0,0,0,0,0
2,13,-0.0479401044839651,-0.00139569698080709,0.321900485996724,0.108772491215996,-0.101189777690899,-0.00504423703077125,0,0,0,0,0,0,0,0,0,0
3,13,-0.0613553164694745,0.00737075403417272,-0.0798832509279563,0.212019863885957,0.111731846161844,0.0165535695002495,0,0,0,0,0,0,0,0,0,0
1,14,0.0081020997826986,0.00435235397428633,0.61157135454543,-0.111944507551613,0.774613465460401,0.00581487682765299,0,0,0,0,0,0,0,0,0,0
2,14,0.0061693526978388,0.00282728089567866,-0.198685318165538,-0.0247860303329915,0.0410458170586745,0.137495040908997,0,0,0,0,0,0,0,0,0,0
3,14,-0.0258063476095192,0.00658422398807963,0.318009277042962,-0.118195977674798,0.993895607871506,0.0406069402082281,0,0,0,0,0,0,0,0,0,0
1,15,0.016299619780562,-0.00301824429083229,-0.576897104710472,-0.0190076539339492,-0.676427515897381,-0.0239593334631493,0,0,0,0,0,0,0,0,0,0
2,15,-0.00837363622078602,-0.00157522756190184,-0.464509362437828,-0.0302409580527725,-0.774052950158995,-0.00429050680601921,0,0,0,0,0,0,0,0,0,0
3,15,-0.00643929726186876,-0.000528128711907001,-0.787412302428657,-0.0248600422856179,-0.470618676027954,-0.0304031552831429,0,0,0,0,0,0,0,0,0,0
1,16,0.0632232223259726,-0.00328075269370895,0.348964065196945,-0.396049214914352,1.00018171047013,0.0024540534942008,0,0,0,0,0,0,0,0,0,0
2,16,0.0425933749939693,0.00236252408248744,-0.160589493288807,-0.156422939228914,0.254645400545195,-0.149565016491294,0,0,0,0,0,0,0,0,0,0
