id,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,b05_SAEM,b15_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha12_SAEM,alpha13_SAEM,alpha15_SAEM,alpha22_SAEM,alpha23_SAEM,alpha25_SAEM
1,7.32925,0.000231597,4.02037,-0.179272,6.99642,-0.0701001,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
2,7.43531,0.00434391,5.73175,-0.0604089,7.93171,0.0561863,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
3,7.40908,0.00287624,4.19177,-0.12865,6.65901,-0.0323848,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
4,7.42685,0.00163508,4.18146,-0.36709,6.78336,-0.214787,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
5,7.35912,-0.00557148,5.40084,0.0579781,7.64505,-0.0470508,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
6,7.42003,-0.0025817,4.4619,-0.0502034,6.50703,0.0528082,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
7,7.48216,0.00475149,3.91512,-0.189987,6.74869,-0.0322198,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
8,7.40416,0.00594289,4.55523,-0.0668041,7.22658,0.0672072,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
9,7.46553,0.0100533,3.35794,0.0667731,6.25657,0.0103064,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
10,7.36026,0.00161273,5.52863,-0.153433,8.47694,-0.0386677,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
11,7.37689,0.00290228,3.49714,-0.0799754,6.91835,-0.0385133,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
12,7.40844,-0.00865888,4.30487,-0.347419,7.02141,-0.151179,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
13,7.36006,-0.000632605,4.49235,-0.0673215,7.39915,-0.0514563,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
14,7.41079,0.00435753,4.3702,-0.236011,7.65597,0.00548223,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
15,7.40511,4.80659e-05,3.7452,-0.165692,6.37506,-0.0530208,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
16,7.45302,0.0052862,3.94371,-0.27742,7.15948,-0.0493665,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
17,7.43069,-0.00548272,4.3692,-0.0741679,7.13211,0.0456837,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
18,7.34797,0.00548226,4.43202,-0.0860821,7.22448,-0.0462314,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
19,7.40744,0.00150591,3.11862,-0.216439,6.28593,-0.0777553,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
20,7.41809,0.00159662,5.56468,-0.0674135,8.2465,-0.0502432,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
21,7.42517,0.00240101,4.5657,-0.079536,7.31363,-0.0410871,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
22,7.44402,0.00326851,4.99369,-0.121192,7.89475,-0.0214767,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
23,7.39601,0.00272627,4.32646,-0.142372,7.20632,-0.0295837,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
24,7.36944,-0.00164619,4.88648,0.0479384,7.94686,0.11102,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
25,7.40493,0.00180367,4.48919,-0.141958,7.40668,-0.0286661,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
26,7.35758,0.00613234,4.37587,-0.219606,7.92539,0.0144813,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
27,7.42821,-0.00591039,3.89931,-0.228084,6.5516,-0.139468,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
28,7.4206,0.00164803,4.41181,-0.127784,8.18932,-0.0281515,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
29,7.37151,-0.00289051,4.94912,-0.0824469,8.00949,0.0472126,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
30,7.43912,0.00281004,3.89095,-0.129253,6.51698,-0.0243519,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
31,7.32379,0.00203908,3.04943,0.0341616,6.37326,0.0194332,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
32,7.37686,0.00266385,3.89046,-0.261689,6.97477,-0.123469,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
33,7.37973,6.27058e-05,5.29908,5.3747e-05,7.09508,0.130766,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
34,7.33517,0.00151452,3.50191,-0.202989,5.94686,-0.0724599,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
35,7.40726,0.0104018,3.3607,-0.218051,6.0174,-0.129003,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
36,7.4522,0.00231982,3.36826,-0.115695,6.46498,-0.0377785,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
37,7.39901,0.00216936,5.11796,0.114315,8.13044,-0.00732398,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
38,7.40651,0.00507334,3.54528,-0.0323312,6.38878,0.0148264,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
39,7.44046,0.00731301,3.78246,-0.16487,6.94571,-0.088249,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
40,7.38905,0.00147376,4.46378,-0.0549714,6.83825,0.0152346,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
41,7.41693,-0.000941161,1.77952,-0.268251,5.74721,-0.115697,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
42,7.43531,-0.0098849,3.63692,-0.0683845,5.88912,0.088263,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
43,7.47041,-0.00560712,3.23616,-0.179207,6.06783,-0.0639522,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
44,7.45588,0.00156584,3.70109,-0.0524078,6.34118,-0.0841461,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
45,7.41881,0.00923428,4.52978,0.0514578,7.65142,0.0661059,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
46,7.37181,-6.77466e-05,3.2766,-0.20383,5.67449,-0.0497754,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
47,7.35149,-0.00132039,3.39093,-0.00235839,7.07634,-0.0321839,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
48,7.30635,-0.000636531,2.90126,-0.230698,5.33718,-0.113691,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
49,7.39274,-0.00588961,3.98649,0.0969865,6.51915,0.12217,0.0877607,0.119551,0.693019,0.121166,-6.32001,0.475537,3.4203e-10,-8.85842e-09,-0.210937,0.112443
