id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_b01_mean,eta_b11_mean,eta_b21_mean,eta_a1_mean,eta_b02_mean,eta_b12_mean,eta_b03_mean,eta_b13_mean,eta_p1_mean,eta_g1_mean,eta_p2_mean,eta_g2_mean,eta_alpha11_mean,eta_alpha12_mean,eta_alpha13_mean,eta_alpha21_mean,eta_alpha22_mean,eta_alpha23_mean,eta_b01_mode,eta_b11_mode,eta_b21_mode,eta_a1_mode,eta_b02_mode,eta_b12_mode,eta_b03_mode,eta_b13_mode,eta_p1_mode,eta_g1_mode,eta_p2_mode,eta_g2_mode,eta_alpha11_mode,eta_alpha12_mode,eta_alpha13_mode,eta_alpha21_mode,eta_alpha22_mode,eta_alpha23_mode,eta_b01_sd,eta_b11_sd,eta_b21_sd,eta_a1_sd,eta_b02_sd,eta_b12_sd,eta_b03_sd,eta_b13_sd,eta_p1_sd,eta_g1_sd,eta_p2_sd,eta_g2_sd,eta_alpha11_sd,eta_alpha12_sd,eta_alpha13_sd,eta_alpha21_sd,eta_alpha22_sd,eta_alpha23_sd
1,1.02318,-0.121527,0.00346378,0.790848,-0.0650153,0.00100644,-0.454216,0.0696839,0,0,0,0,0,0,0,0,0,0,0.961417,-0.125834,0.00751543,0.746042,-0.0639156,0.000893821,-0.514144,0.0736068,0,0,0,0,0,0,0,0,0,0,1.09129,-0.120321,0.00173162,0.994311,-0.065625,0.000996314,-0.440714,0.0681766,0,0,0,0,0,0,0,0,0,0,0.483206,0.0449418,0.0273267,0.398744,0.0174158,0.00100206,0.303127,0.0179999,0,0,0,0,0,0,0,0,0,0
2,-0.969469,-0.0382729,0.0149731,-0.135889,0.0478385,-0.0039178,-1.18792,0.0833272,0,0,0,0,0,0,0,0,0,0,-1.02744,-0.0454423,0.0185248,-0.338014,0.0481936,-0.0040868,-1.37513,0.0944728,0,0,0,0,0,0,0,0,0,0,-0.904496,-0.0245593,0.0238419,0.243313,0.0516212,-0.00424848,-1.21696,0.0855852,0,0,0,0,0,0,0,0,0,0,0.42908,0.0499574,0.0321466,0.559938,0.016748,0.000932002,0.26342,0.0144694,0,0,0,0,0,0,0,0,0,0
3,-1.96479,-0.0388767,0.00868334,-0.254604,-0.0323364,-0.000516628,0.18156,-0.0836828,0,0,0,0,0,0,0,0,0,0,-2.00555,-0.030886,0.00940515,-0.34748,-0.0320182,-0.000689192,0.167128,-0.0798598,0,0,0,0,0,0,0,0,0,0,-2.20227,-0.035384,0.00920561,0.145377,-0.0339335,-0.000759639,0.139589,-0.0738461,0,0,0,0,0,0,0,0,0,0,0.658586,0.0718383,0.0412067,0.667325,0.0232343,0.00444532,0.399209,0.130832,0,0,0,0,0,0,0,0,0,0
4,0.267196,-0.00844025,0.000586004,0.046441,-0.016959,0.000137965,-0.0193422,-0.0228481,0,0,0,0,0,0,0,0,0,0,0.174666,-0.00640588,-0.00273306,0.0645135,-0.0172759,2.27324e-05,-0.023847,-0.00785343,0,0,0,0,0,0,0,0,0,0,-0.12237,-0.000715422,0.00014852,-9.08963e-05,-0.0166761,0.000128027,0.00214664,-0.00272143,0,0,0,0,0,0,0,0,0,0,1.12934,0.0808384,0.034258,0.805993,0.0298041,0.00504059,0.52551,0.129118,0,0,0,0,0,0,0,0,0,0
5,1.5777,0.00321244,-0.000235656,-0.241873,-0.00968204,0.000380558,0.382575,0.0715434,0,0,0,0,0,0,0,0,0,0,1.66158,-0.00575701,-0.00116604,-0.277801,-0.00748685,0.000585198,0.270011,0.0849027,0,0,0,0,0,0,0,0,0,0,1.28639,0.0053046,-0.00104935,0.00389324,-0.00952189,0.000265689,0.304507,0.10782,0,0,0,0,0,0,0,0,0,0,0.88254,0.0754972,0.0377529,0.759826,0.0216817,0.00402882,0.391748,0.0995911,0,0,0,0,0,0,0,0,0,0
6,1.29239,0.0347361,-0.00635781,-0.0129692,0.0245644,-0.000664035,1.94031,0.107287,0,0,0,0,0,0,0,0,0,0,1.39197,0.0235844,-0.00132968,-0.128749,0.0249614,-0.00034586,2.06044,0.0646383,0,0,0,0,0,0,0,0,0,0,1.03053,0.0336818,-0.00625588,0.1167,0.0240112,-0.000563901,2.02527,0.0952879,0,0,0,0,0,0,0,0,0,0,1.09323,0.074767,0.0416831,0.769907,0.0239046,0.00412689,0.408695,0.130974,0,0,0,0,0,0,0,0,0,0
7,-0.031994,-0.047938,0.0109027,0.245378,-0.012814,4.10905e-05,-0.890394,0.0395142,0,0,0,0,0,0,0,0,0,0,0.0327079,-0.0385707,0.0102455,0.0851049,-0.0102571,-0.00114154,-0.858243,0.0179455,0,0,0,0,0,0,0,0,0,0,-0.317459,-0.0899891,0.0234664,0.972778,-0.0122653,-0.000183494,-0.872871,0.0354242,0,0,0,0,0,0,0,0,0,0,1.48265,0.0943804,0.0422967,0.861622,0.0242595,0.00466638,0.417595,0.135393,0,0,0,0,0,0,0,0,0,0
8,2.35277,-0.0165478,-0.00158293,-0.19252,0.021201,0.00160098,-0.0519754,-0.0249552,0,0,0,0,0,0,0,0,0,0,2.35992,-0.0198405,0.000158702,-0.164117,0.0197087,0.00208799,-0.155641,0.00482267,0,0,0,0,0,0,0,0,0,0,2.08298,-0.022247,0.00474809,0.0482052,0.0224491,0.00167387,-0.0992761,-0.00588282,0,0,0,0,0,0,0,0,0,0,0.927315,0.0756287,0.0373529,0.715522,0.0226668,0.00434921,0.433079,0.111691,0,0,0,0,0,0,0,0,0,0
9,-1.02186,-0.00925243,0.000669825,-0.283806,0.0143941,-0.000259629,0.104264,-0.0337681,0,0,0,0,0,0,0,0,0,0,-0.652478,-0.0276236,0.0115597,-0.332583,0.0144303,-0.000237577,0.1362,-0.0459755,0,0,0,0,0,0,0,0,0,0,-1.18352,-0.00789999,0.00213271,0.00605357,0.0147702,-0.000683478,0.0982047,-0.0314484,0,0,0,0,0,0,0,0,0,0,0.883587,0.0775833,0.0399333,0.742838,0.019349,0.00405958,0.395677,0.103887,0,0,0,0,0,0,0,0,0,0
10,1.26014,-0.0846801,0.0200418,0.500161,-0.000919911,-0.00245118,0.728985,-0.0255268,0,0,0,0,0,0,0,0,0,0,0.805328,-0.0758427,0.0146145,0.31426,0.000484309,-0.00235935,0.741414,-0.0264093,0,0,0,0,0,0,0,0,0,0,1.3379,-0.0696784,0.0239141,0.734523,0.00247322,-0.00267799,0.743242,-0.0276062,0,0,0,0,0,0,0,0,0,0,0.712132,0.0586674,0.0316546,0.578725,0.0190879,0.00203575,0.355803,0.0398399,0,0,0,0,0,0,0,0,0,0
