parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,48.1828258001296,2.04970378481465,4.25401323143056,
b1_pop,0.589101533657691,0.463907227442646,78.7482634041501,
h1_pop,0.00111113062208124,0.000435923632292415,39.2324379896841,
h2_pop,0.109878724625443,0.0138453131866592,12.6005404903045,
alpha1_pop,-0.00193565736205726,0.00217534779779816,112.382895880196,
alpha2_pop,-0.000939365734096971,0.00110182623838088,117.294701987409,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231978832634182,0.0432873600770382,18.6600473782451,8.36638500700815e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.12737394323001,0.0192076832158243,15.0797586450938,3.32505134537087e-11
omega_b0,30.2462393766229,1.90477148390302,6.29754813543931,
omega_b1,5.35754213551068,0.455896399411299,8.50943189768947,
e_b,0.45050063776314,0.0109825573416414,2.43785611407186,
