parameter,value,se_sa,rse_sa
b01_pop,4.63470971252851,0.167891881187711,3.62248968330998
b11_pop,-0.130339670831274,0.0149296401314393,11.4544098786055
b21_pop,-0.139718625557455,0.0134917776182522,9.65639159734232
a1_pop,4.87578739657098,1.0377481260094,21.2837033612094
b02_pop,7.39708651453493,0.00363946657123618,0.0492013519658692
b12_pop,0.00267879076375663,0.000571322608619687,21.3276309725096
b03_pop,4.21786857657305,0.0751197193370843,1.78098767122132
b13_pop,-0.155434737771935,0.0149466502597812,9.61602951440102
p1_pop,0.0279199325479398,0.021834333881695,78.2033905139435
g1_pop,0.122204880913726,0.0285382372498839,23.3527802134444
p2_pop,0.699214623221091,0.0352611008229103,5.04295814931216
g2_pop,0.119214258713094,0.0162844054172121,13.6597799566937
alpha11_pop,0.213649821934764,0.0571978143881938,26.7717585112982
alpha12_pop,-8.04686082632724,4.29821031145418,53.4147464983059
alpha13_pop,0.895374123897651,0.220445094635131,24.6204451023793
alpha21_pop,-0.0811270752834753,0.0192542484313079,23.7334433221331
alpha22_pop,-2.61916623816519e-06,0.00692434650192755,264372.165501732
alpha23_pop,-0.224475801531532,0.0421889376982531,18.7944256843769
omega_b01,1.97321723602464,0.12639942274353,6.4057530228239
omega_b11,0.0974112970682867,0.0115605799606107,11.8678021015432
omega_b21,0.0577564119294204,0.0105325320188995,18.2361259417751
omega_a1,0.975061723301998,0.218928278904365,22.4527610583436
omega_b02,0.0412304593768706,0.00296444072600292,7.18992892828621
omega_b12,0.00524539126232296,0.000444168043045051,8.46777715583315
omega_b03,0.948267287566041,0.0591570167084641,6.23843271661358
omega_b13,0.162240861299799,0.0116399625974148,7.17449507119275
b_1,0.298316541765559,0.00753110829664103,2.52453593490621
a_2,0.0501190126352244,0.000934633825577567,1.86482888715308
a_3,0.67714120801448,0.0150402527082426,2.22113977560808
