rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b05,b15,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha15,alpha21,alpha22,alpha23,alpha25,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha25
1,1,6.68526832498459,-0.29393636984862,-0.0578158874815944,3.89562150602466,7.42417684632834,-0.00120200109227974,2.69703374937064,-0.0601672438035512,6.24888065070195,-0.267465427991515,0.043725869394162,0.137333500533043,0.758456670420561,0.0897093730600872,0.140198816364021,-8.57193323649672,0.683526312996689,-0.0018289437686893,-0.162226130915059,-0.000562362949422656,1.92647464705698e-05,-0.258835996090638,1.96722471700873,-0.150844805788604,0.110949542254715,0.16720995565473,0.0227000354306739,-0.00405669959585993,-1.42167290977496,0.0891014860720717,-0.720306659197221,-0.216307646669147,0,0,0,0,0,0,0,0,0,0,0,0
2,1,5.84959009278386,-0.023806086731238,-0.181014917754205,5.49623181138258,7.37334574982555,0.00168415805952721,2.7361437928975,-0.248340931049391,6.33875292741392,0.0264065860715362,0.043725869394162,0.137333500533043,0.758456670420561,0.0897093730600872,0.140198816364021,-8.57193323649672,0.683526312996689,-0.0018289437686893,-0.162226130915059,-0.000562362949422656,1.92647464705698e-05,-0.258835996090638,1.131546484808,0.119285477328778,-0.012249488017895,0.511419456201133,-0.0281310610721208,-0.00117054044405298,-1.3825628662481,-0.099072201173768,-0.63043438248525,0.0775643673939042,0,0,0,0,0,0,0,0,0,0,0,0
3,1,4.67997905066441,0.00109530409204645,-0.0714233948200936,1.09674361323404,7.40916993649248,0.00144953362070098,4.10441317344549,0.0458531247614968,7.15964863637685,0.108268086123809,0.043725869394162,0.137333500533043,0.758456670420561,0.0897093730600872,0.140198816364021,-8.57193323649672,0.683526312996689,-0.0018289437686893,-0.162226130915059,-0.000562362949422656,1.92647464705698e-05,-0.258835996090638,-0.0380645573114418,0.144186868152062,0.0973420349162162,-1.10029783833761,0.00769312559481339,-0.00140516488287921,-0.0142934857001134,0.19512185463712,0.19046132647768,0.159425867446177,0,0,0,0,0,0,0,0,0,0,0,0
1,2,4.69303563391055,-0.220302319971967,-0.0778261429836469,5.12095921023576,7.38644570279598,0.00313716062181585,4.47691192105693,-0.326029614527873,7.3599849191936,0.0489029543812917,0.043725869394162,0.137333500533043,0.758456670420561,0.0897093730600872,0.140198816364021,-8.57193323649672,0.683526312996689,-0.0018289437686893,-0.162226130915059,-0.000562362949422656,1.92647464705698e-05,-0.258835996090638,-0.0250079740653071,-0.0772107559119508,0.0909392867526629,0.440698491224966,-0.0150311081016863,0.000282462118235663,0.358205261911328,-0.17676088465225,0.390797609294429,0.10006073570366,0,0,0,0,0,0,0,0,0,0,0,0
2,2,4.20744888314924,-0.0969717892663548,-0.0798920857950805,4.06669315601185,7.46010620959421,0.00327795612098397,4.55137671958031,-0.275085315963378,7.64651576683238,0.130812381948811,0.043725869394162,0.137333500533043,0.758456670420561,0.0897093730600872,0.140198816364021,-8.57193323649672,0.683526312996689,-0.0018289437686893,-0.162226130915059,-0.000562362949422656,1.92647464705698e-05,-0.258835996090638,-0.510594724826617,0.046119774793661,0.0888733439412293,0.210186900794694,0.0586293986965449,0.00042325761740378,0.432670060434703,-0.125816586087755,0.677328456933212,0.181970163271179,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3.77866120456246,-0.201402020221035,-0.217935947460677,3.45522820831759,7.43681582577989,-0.00229801022365642,4.34702111695713,-0.195769741946027,7.35289503659942,-0.0690078838508644,0.043725869394162,0.137333500533043,0.758456670420561,0.0897093730600872,0.140198816364021,-8.57193323649672,0.683526312996689,-0.0018289437686893,-0.162226130915059,-0.000562362949422656,1.92647464705698e-05,-0.258835996090638,-0.939382403413391,-0.0583104561610187,-0.049170517724367,0.0472452306211808,0.0353390148822204,-0.00515270872723661,0.228314457811524,-0.046501012070404,0.383707726700246,-0.0178501025284964,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1.77673334948751,-0.223106864618644,-0.175132838908551,0.250622397002992,7.42417411326189,-0.00420792826019068,4.20834102788334,-0.108309336307518,7.4163724971486,-0.117711655025451,0.043725869394162,0.137333500533043,0.758456670420561,0.0897093730600872,0.140198816364021,-8.57193323649672,0.683526312996689,-0.0018289437686893,-0.162226130915059,-0.000562362949422656,1.92647464705698e-05,-0.258835996090638,-2.94131025848835,-0.0800153005586286,-0.00636740917224105,-2.57645114302681,0.0226973023642216,-0.00706262676377087,0.0896343687377366,0.0409593935681046,0.447185187249434,-0.0665538737030827,0,0,0,0,0,0,0,0,0,0,0,0
2,3,1.24099134577111,-0.128838814171298,-0.189029561344014,2.27180949942502,7.39865237712812,0.00514425387856548,4.53605830121306,-0.1569270917895,6.68543036765966,0.0609848123275895,0.043725869394162,0.137333500533043,0.758456670420561,0.0897093730600872,0.140198816364021,-8.57193323649672,0.683526312996689,-0.0018289437686893,-0.162226130915059,-0.000562362949422656,1.92647464705698e-05,-0.258835996090638,-3.47705226220475,0.0142527498887179,-0.0202641316077041,-0.372066625769115,-0.002824433769546,0.00228955537498529,0.417351642067453,-0.00765836191387731,-0.283756942239512,0.112142593649957,0,0,0,0,0,0,0,0,0,0,0,0
3,3,1.92358165412887,0.0395954781275164,-0.157981522780564,4.42353054871758,7.42485596873021,0.00152401340878023,4.55475513167354,-0.0100374806872183,7.73549883056764,-0.0983174328970443,0.043725869394162,0.137333500533043,0.758456670420561,0.0897093730600872,0.140198816364021,-8.57193323649672,0.683526312996689,-0.0018289437686893,-0.162226130915059,-0.000562362949422656,1.92647464705698e-05,-0.258835996090638,-2.79446195384699,0.182687042187532,0.0107839069557454,0.294294867894866,0.0233791578325411,-0.00133068509479996,0.436048472527941,0.139231249188405,0.766311520668471,-0.0471596515746763,0,0,0,0,0,0,0,0,0,0,0,0
1,4,5.35848041947625,-0.223260012017597,-0.279986886732589,2.68654453790064,7.41826520269303,-0.000653659279432538,2.64374085926558,0.02153110998143,5.93360638250914,-0.0828349908141449,0.043725869394162,0.137333500533043,0.758456670420561,0.0897093730600872,0.140198816364021,-8.57193323649672,0.683526312996689,-0.0018289437686893,-0.162226130915059,-0.000562362949422656,1.92647464705698e-05,-0.258835996090638,0.640436811500395,-0.0801684479575811,-0.111221456996279,-0.20438746656847,0.0167883917953597,-0.00350835778301273,-1.47496579988002,0.170799839857053,-1.03558092739003,-0.0316772094917769,0,0,0,0,0,0,0,0,0,0,0,0
2,4,4.38324931004487,-0.0338191626212112,-0.172465705914596,3.42599296781789,7.46169772248169,-0.00575666720237683,3.73276842093303,-0.0595085714339891,6.59737234252726,0.0330497127356388,0.043725869394162,0.137333500533043,0.758456670420561,0.0897093730600872,0.140198816364021,-8.57193323649672,0.683526312996689,-0.0018289437686893,-0.162226130915059,-0.000562362949422656,1.92647464705698e-05,-0.258835996090638,-0.33479429793099,0.109272401438805,-0.00370027617828636,0.0387480712786625,0.0602209115840182,-0.00861136570595702,-0.385938238212578,0.0897601584416338,-0.371814967371908,0.0842074940580068,0,0,0,0,0,0,0,0,0,0,0,0
3,4,4.5426988148451,-0.0156429133751613,-0.239623676655574,5.0492769496228,7.4649574022861,0.00615975834308179,3.40383871562284,0.0810506786148248,6.32179754323128,0.111772056723471,0.043725869394162,0.137333500533043,0.758456670420561,0.0897093730600872,0.140198816364021,-8.57193323649672,0.683526312996689,-0.0018289437686893,-0.162226130915059,-0.000562362949422656,1.92647464705698e-05,-0.258835996090638,-0.175344793130757,0.127448650684855,-0.0708582469192639,0.426601778715165,0.0634805913884353,0.0033050598395016,-0.714867943522765,0.230319408490448,-0.647389766667895,0.162929838045839,0,0,0,0,0,0,0,0,0,0,0,0
