parameter,value
b01_pop,4.4815708932936
b11_pop,-0.150492443959442
b21_pop,-0.167516485142373
a1_pop,5.18198455207852
b02_pop,7.39854502491065
b12_pop,0.00312842132292003
b03_pop,4.24128984946234
b13_pop,-0.14924936404774
p1_pop,0.037801526969867
g1_pop,0.140308906015323
p2_pop,0.757022498953771
g2_pop,0.125859212267976
alpha11_pop,0.146847878178705
alpha12_pop,-9.8785603824836
alpha13_pop,0.647359278674644
alpha21_pop,-0.0966877910514346
alpha22_pop,-0.000200178120017443
alpha23_pop,-0.264700590005196
omega_b01,1.96080445017691
omega_b11,0.104234191463278
omega_b21,0.0830600796420462
omega_a1,0.863182777022222
omega_b02,0.040738968041874
omega_b12,0.00523770268880661
omega_b03,0.818171216976002
omega_b13,0.158700339472172
b_1,0.307713302981149
a_2,0.0512703849417447
a_3,0.695634336611109
