rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2
1,1,5.75875177110529,-0.0294404058827103,-10.7674521141692,1877.97089042389,0.00108641612222609,0.10784048146638,-5.27516526822366e-17,-1.49263316812875e-05,2.55018095563302,-1.3919617876026,-0.126964581111948,-0.0121143445910409,-1.78272848153236,0.815368888075671,0,0,0,0,0,0
2,1,2.39921511464703,0.0291190607314833,-4.64737039378585,335.41529413187,0.00108641612222609,0.10784048146638,-5.27516526822366e-17,-1.49263316812875e-05,2.55018095563302,-1.3919617876026,-3.4865012375702,0.0464451220231527,4.33735323885096,-0.907208823238554,0,0,0,0,0,0
3,1,6.89248090604418,0.0135480897425143,-7.91939596149674,601.522676807872,0.00108641612222609,0.10784048146638,-5.27516526822366e-17,-1.49263316812875e-05,2.55018095563302,-1.3919617876026,1.00676455382695,0.0308741510341837,1.06532767114006,-0.323114036132834,0,0,0,0,0,0
4,1,7.06571596806531,0.00313433832839667,-15.3585185558082,1668.2912527312,0.00108641612222609,0.10784048146638,-5.27516526822366e-17,-1.49263316812875e-05,2.55018095563302,-1.3919617876026,1.17999961584808,0.0204603996200661,-6.37379492317142,0.69697690835932,0,0,0,0,0,0
5,1,6.4320001743133,-0.0451447173658541,-10.0722336537027,73.4696580293822,0.00108641612222609,0.10784048146638,-5.27516526822366e-17,-1.49263316812875e-05,2.55018095563302,-1.3919617876026,0.546283822096067,-0.0278186560741846,-1.08751002106594,-2.42570576620557,0,0,0,0,0,0
6,1,5.88642860208219,-0.0148972312270973,-11.8005333129924,403.576308977645,0.00108641612222609,0.10784048146638,-5.27516526822366e-17,-1.49263316812875e-05,2.55018095563302,-1.3919617876026,0.000712249864953662,0.0024288300645721,-2.81580968035563,-0.72221268377158,0,0,0,0,0,0
7,1,10.9225670876238,-0.0330439752530102,-6.05058327049017,1371.62294940423,0.00108641612222609,0.10784048146638,-5.27516526822366e-17,-1.49263316812875e-05,2.55018095563302,-1.3919617876026,5.03685073540656,-0.0157179139613408,2.93414036214663,0.501171681032255,0,0,0,0,0,0
8,1,6.88384620893035,-0.0438613382158433,-8.4137545533141,17444.6360264325,0.00108641612222609,0.10784048146638,-5.27516526822366e-17,-1.49263316812875e-05,2.55018095563302,-1.3919617876026,0.998129856713118,-0.0265352769241738,0.570969079322703,3.04420921807524,0,0,0,0,0,0
9,1,8.26528572084668,0.000352817286952985,-12.2707655742198,383.175993413504,0.00108641612222609,0.10784048146638,-5.27516526822366e-17,-1.49263316812875e-05,2.55018095563302,-1.3919617876026,2.37956936862945,0.0176788785786224,-3.28604194158296,-0.774083874799691,0,0,0,0,0,0
10,1,2.56693576748253,-0.0193840590769368,-10.197410947271,403.654968594868,0.00108641612222609,0.10784048146638,-5.27516526822366e-17,-1.49263316812875e-05,2.55018095563302,-1.3919617876026,-3.3187805847347,-0.00205799778526732,-1.21268731463415,-0.722017796334342,0,0,0,0,0,0
