rep,id,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha13,eta_alpha23
3,44,-2.61406047580772,0.260914651092269,0,0,0,0,0,0
1,45,-1.24591265588214,0.0977175689778806,0,0,0,0,0,0
2,45,-2.39099601928875,-0.213661854535493,0,0,0,0,0,0
3,45,-1.02012640999155,0.0519345774099005,0,0,0,0,0,0
1,46,-0.213102983862798,-0.0594687610230304,0,0,0,0,0,0
2,46,-0.00784215135483635,-0.11409928658749,0,0,0,0,0,0
3,46,-0.415727639332707,-0.0740608443608567,0,0,0,0,0,0
1,47,-0.311501350167965,-0.170453561564938,0,0,0,0,0,0
2,47,-0.775908741311915,-0.400790264947609,0,0,0,0,0,0
3,47,-0.497349633770791,-0.158377486007681,0,0,0,0,0,0
1,48,0.399983058696376,0.165612056136513,0,0,0,0,0,0
2,48,0.175219348747115,0.174959596471152,0,0,0,0,0,0
3,48,0.903299015853552,0.0941568460893106,0,0,0,0,0,0
1,49,1.71881017747857,0.191744767502682,0,0,0,0,0,0
2,49,0.897473571069118,-0.032292216087188,0,0,0,0,0,0
3,49,0.854362776362346,0.00182642629979188,0,0,0,0,0,0
1,50,0.575686267047477,-0.363081073095182,0,0,0,0,0,0
2,50,0.287416673529544,-0.291238646882441,0,0,0,0,0,0
3,50,-0.557839879475276,-0.182331117667591,0,0,0,0,0,0
1,51,-0.817559737279276,-0.0589031022880326,0,0,0,0,0,0
2,51,-1.51766983271167,-0.0380714657036308,0,0,0,0,0,0
3,51,-0.383689217474036,-0.0975988003387218,0,0,0,0,0,0
1,52,1.25843241191913,-0.321118742629283,0,0,0,0,0,0
2,52,1.39562542597923,-0.358469328409906,0,0,0,0,0,0
3,52,0.446145703244945,-0.317041860735602,0,0,0,0,0,0
1,53,1.49304690611329,0.0657848242496661,0,0,0,0,0,0
2,53,0.87657385664177,0.0865789657064968,0,0,0,0,0,0
3,53,2.38268803247761,-0.173322494802243,0,0,0,0,0,0
1,54,2.32291706059246,-0.0575163002688137,0,0,0,0,0,0
2,54,1.60129253722198,0.270605234627741,0,0,0,0,0,0
3,54,1.10710987968683,0.0982203829137891,0,0,0,0,0,0
1,55,1.13966999763783,0.0555636895109385,0,0,0,0,0,0
2,55,1.99759472131188,0.0142208059256252,0,0,0,0,0,0
3,55,0.42619706448322,-0.070187588773155,0,0,0,0,0,0
1,56,-0.0130719497081264,-0.140963762082552,0,0,0,0,0,0
2,56,-0.214734266258804,-0.155761133015217,0,0,0,0,0,0
3,56,-0.565897251857052,-0.144565692019034,0,0,0,0,0,0
1,57,0.0523291918777407,-0.0562172863972152,0,0,0,0,0,0
2,57,-0.0372388953509368,-0.0392991566551613,0,0,0,0,0,0
3,57,-0.229017382818633,-0.07863350798121,0,0,0,0,0,0
1,58,-0.404162888531687,0.218904813805121,0,0,0,0,0,0
2,58,-1.49081685326108,0.20971189873842,0,0,0,0,0,0
3,58,-0.786034552078286,0.141066258052163,0,0,0,0,0,0
1,59,0.25041915894233,0.112733289392986,0,0,0,0,0,0
2,59,0.243971704452525,-0.231332470349565,0,0,0,0,0,0
3,59,0.365136321123232,-0.206666490768844,0,0,0,0,0,0
1,60,-0.0815634758514285,0.181974726928394,0,0,0,0,0,0
2,60,0.420168372369348,0.135115483218599,0,0,0,0,0,0
3,60,0.0916987621459153,0.103397427548213,0,0,0,0,0,0
1,61,0.484630255746477,-0.137817350268084,0,0,0,0,0,0
2,61,0.497687627770525,-0.0767134563388914,0,0,0,0,0,0
3,61,0.0897825560469334,-0.071607571336167,0,0,0,0,0,0
1,62,0.331928170628048,-0.0157601839886465,0,0,0,0,0,0
2,62,-0.367228820303468,0.137660743857884,0,0,0,0,0,0
3,62,0.0131745483843835,-0.0326544368002908,0,0,0,0,0,0
1,63,1.01242577005011,0.0815906021301266,0,0,0,0,0,0
2,63,0.725520874207036,0.165774572433834,0,0,0,0,0,0
3,63,0.841841281760778,0.0772443207088561,0,0,0,0,0,0
1,64,0.904814765658172,-0.116983320401146,0,0,0,0,0,0
2,64,0.377550807288567,-0.0866110354317648,0,0,0,0,0,0
3,64,0.155034439399455,0.0886146089867395,0,0,0,0,0,0
1,65,0.0784652284483585,0.374450812864484,0,0,0,0,0,0
2,65,-0.285243190725061,0.383228347354037,0,0,0,0,0,0
3,65,-0.104578112755799,0.393531760780531,0,0,0,0,0,0
1,66,0.191566663377048,0.163550904211092,0,0,0,0,0,0
2,66,0.370718349961104,0.155420448719949,0,0,0,0,0,0
3,66,-0.377084909307448,0.25869895215701,0,0,0,0,0,0
1,67,-0.878348992990853,-0.0699991636597664,0,0,0,0,0,0
2,67,-0.01314022736035,-0.135243623539602,0,0,0,0,0,0
3,67,-0.46265569288601,-0.167347039090398,0,0,0,0,0,0
1,68,-0.955165678266259,0.0721852484149532,0,0,0,0,0,0
2,68,-1.43086273480638,0.187453637280712,0,0,0,0,0,0
3,68,-0.71261589219893,0.138645391936827,0,0,0,0,0,0
1,69,0.941013211618242,0.0863187179167474,0,0,0,0,0,0
2,69,0.791810098469395,0.0900035526486012,0,0,0,0,0,0
3,69,0.671899621984885,0.0667544572100215,0,0,0,0,0,0
1,70,0.0279985852441476,0.181019606909307,0,0,0,0,0,0
2,70,0.0174132579116302,0.169982725646233,0,0,0,0,0,0
3,70,-0.718517153480324,0.282122636550957,0,0,0,0,0,0
1,71,0.251831475740431,-0.102002648178918,0,0,0,0,0,0
2,71,-0.0169565101249436,-0.156195457255123,0,0,0,0,0,0
3,71,-0.458218714101842,-0.082861923793863,0,0,0,0,0,0
1,72,0.414329504265774,-0.0632810119955629,0,0,0,0,0,0
2,72,0.500898675998167,0.272065404418991,0,0,0,0,0,0
3,72,1.43759750896269,-0.15392450799648,0,0,0,0,0,0
1,73,-0.220437675392817,0.0777570239890059,0,0,0,0,0,0
2,73,-0.453463643455511,0.0444287127425423,0,0,0,0,0,0
3,73,0.0601549694878507,-0.232318899379164,0,0,0,0,0,0
1,74,1.10463421846398,0.265469271961548,0,0,0,0,0,0
2,74,1.42215150898787,0.212228061139752,0,0,0,0,0,0
3,74,0.520933971774608,0.319173931672947,0,0,0,0,0,0
1,75,-0.396384893858995,-0.0446444358832128,0,0,0,0,0,0
2,75,-0.103939971412137,-0.0646451777757056,0,0,0,0,0,0
3,75,-1.134376811617,0.0119119968980677,0,0,0,0,0,0
1,76,-0.863775361587561,-0.382047906480228,0,0,0,0,0,0
2,76,-1.17880038807252,-0.280945774436309,0,0,0,0,0,0
3,76,-1.08027927155441,-0.487325792822141,0,0,0,0,0,0
1,77,1.78175310789072,0.11844500121739,0,0,0,0,0,0
2,77,1.51673513019416,0.141372068686044,0,0,0,0,0,0
3,77,1.64188845397539,-0.0300169204416949,0,0,0,0,0,0
1,78,1.16465475633854,-0.169656279034282,0,0,0,0,0,0
2,78,1.11462049274815,-0.0855679576623917,0,0,0,0,0,0
3,78,0.308068508405444,0.0178253923253681,0,0,0,0,0,0
1,79,-1.5423073692156,0.0966026855517365,0,0,0,0,0,0
2,79,-0.870543573864294,0.104448876017462,0,0,0,0,0,0
3,79,-1.08135095777073,0.192104060540889,0,0,0,0,0,0
1,80,0.600946166346208,0.0618987070594635,0,0,0,0,0,0
2,80,-0.141227813454551,0.161783055197165,0,0,0,0,0,0
3,80,-0.280498333072851,0.174922480316363,0,0,0,0,0,0
1,81,-0.434826388653972,0.324307308873206,0,0,0,0,0,0
2,81,-0.098397915796907,0.293563837243231,0,0,0,0,0,0
3,81,-0.155584430320618,0.286207176024512,0,0,0,0,0,0
1,82,-0.383172192595809,0.143280930711257,0,0,0,0,0,0
2,82,0.440483453634304,0.203520120251414,0,0,0,0,0,0
3,82,-0.858810049846165,-0.0654065032655288,0,0,0,0,0,0
1,83,0.733840302160258,-0.00873566251976748,0,0,0,0,0,0
2,83,-0.263360065354505,0.128660489636025,0,0,0,0,0,0
3,83,0.193677795526702,-0.0246489905699469,0,0,0,0,0,0
1,84,-1.56276675224014,-0.148088025951463,0,0,0,0,0,0
2,84,-0.970603177927651,0.0669910064916994,0,0,0,0,0,0
3,84,-1.06465401480863,0.0565861795475481,0,0,0,0,0,0
1,85,-1.08260961553213,0.123962401010111,0,0,0,0,0,0
2,85,-0.861798818599941,-0.290573904432806,0,0,0,0,0,0
3,85,-0.0574002692056057,0.0288027341380175,0,0,0,0,0,0
1,86,-0.36198117464939,-0.221670549699713,0,0,0,0,0,0
2,86,-1.72163486688555,0.00425832827842221,0,0,0,0,0,0
3,86,-1.26489675316961,0.140198511208829,0,0,0,0,0,0
1,87,-0.848065657590987,-0.298420786902211,0,0,0,0,0,0
2,87,-0.403525730070261,-0.326926900514514,0,0,0,0,0,0
3,87,-0.431470792355393,-0.327602874922949,0,0,0,0,0,0
1,88,1.0518531906215,-0.0435990208835601,0,0,0,0,0,0
2,88,-0.0358720956000917,0.233939519258754,0,0,0,0,0,0
3,88,0.121048664988485,-0.093514370510874,0,0,0,0,0,0
1,89,0.223631984514777,0.0710350711297023,0,0,0,0,0,0
2,89,0.289833443114738,0.0769167906979278,0,0,0,0,0,0
3,89,0.669868867766046,-0.0754219802664823,0,0,0,0,0,0
1,90,-1.10618264823916,0.0414133045570046,0,0,0,0,0,0
2,90,0.234819734554645,0.133555457871753,0,0,0,0,0,0
3,90,-0.465690275240451,-0.217587031919404,0,0,0,0,0,0
1,91,0.587064995584061,0.186213367924681,0,0,0,0,0,0
2,91,-0.75743976155392,0.116027085034992,0,0,0,0,0,0
3,91,-0.386474013630016,0.133505498559113,0,0,0,0,0,0
1,92,-0.121843755630349,0.0778368938993284,0,0,0,0,0,0
2,92,-1.22518239236742,-0.0137405221509297,0,0,0,0,0,0
3,92,-1.41402815050691,-0.252840204545064,0,0,0,0,0,0
1,93,0.445273005683645,0.142452241264303,0,0,0,0,0,0
2,93,-0.289698601633664,0.176348402441231,0,0,0,0,0,0
3,93,-0.206616901449861,0.0340740108824226,0,0,0,0,0,0
1,94,0.900267125122143,-0.359327178743181,0,0,0,0,0,0
2,94,0.584381543492239,0.159981399705839,0,0,0,0,0,0
3,94,0.97537833377928,0.204821795528495,0,0,0,0,0,0
1,95,1.85659252763138,0.127028571278109,0,0,0,0,0,0
2,95,2.15005243932252,-0.00721408270251128,0,0,0,0,0,0
3,95,1.84193128104015,-0.466889060933699,0,0,0,0,0,0
1,96,2.25015061786976,-0.105821427662443,0,0,0,0,0,0
2,96,1.11278848314524,-0.0726236406141686,0,0,0,0,0,0
3,96,0.886448449624542,0.327713425236774,0,0,0,0,0,0
1,97,-1.46674125437211,0.0349311428743904,0,0,0,0,0,0
2,97,-0.782048337033185,0.0220497607883514,0,0,0,0,0,0
3,97,-0.270670035772073,-0.243473905069309,0,0,0,0,0,0
1,98,-0.532630402877372,0.333228972292586,0,0,0,0,0,0
2,98,0.444318659597974,0.231679852812228,0,0,0,0,0,0
3,98,-0.363818798647566,0.289564871000957,0,0,0,0,0,0
1,99,1.61871208916997,-0.0875833259815146,0,0,0,0,0,0
2,99,1.17200818226473,0.321019358720272,0,0,0,0,0,0
3,99,1.58656214953045,0.173671495005789,0,0,0,0,0,0
1,100,0.722294847721707,0.17856164770077,0,0,0,0,0,0
2,100,0.561284882443661,0.295829861941606,0,0,0,0,0,0
3,100,0.646960973126016,0.251522295209994,0,0,0,0,0,0
1,101,-0.00560802556877871,0.160061379646528,0,0,0,0,0,0
2,101,-0.431111162629489,0.149420526797465,0,0,0,0,0,0
3,101,-0.52823405339984,0.145366585435878,0,0,0,0,0,0
1,102,-0.46742683495194,-0.0319238784637539,0,0,0,0,0,0
2,102,-0.730240635482511,-0.0655951398557613,0,0,0,0,0,0
3,102,-1.41963877139993,0.406507991250301,0,0,0,0,0,0
1,103,-0.135854076831579,-0.207993343661574,0,0,0,0,0,0
2,103,-0.741232714749482,0.0217960786099683,0,0,0,0,0,0
3,103,-0.00224851945515603,-0.0209349347217281,0,0,0,0,0,0
1,104,-0.848302007462868,-0.372612768977695,0,0,0,0,0,0
2,104,-0.478300232095767,-0.188635311906189,0,0,0,0,0,0
3,104,-1.2593923187434,-0.149357416781428,0,0,0,0,0,0
1,105,1.1009228465633,0.0285521497175834,0,0,0,0,0,0
2,105,1.89598962607557,0.0630443790361631,0,0,0,0,0,0
3,105,1.42445949751382,-0.118368624114392,0,0,0,0,0,0
1,106,-0.827077407976632,-0.315517362147003,0,0,0,0,0,0
2,106,-0.91599337713552,-0.279021196146164,0,0,0,0,0,0
3,106,-0.482805199799363,-0.413372471306729,0,0,0,0,0,0
1,107,-0.612583060149571,0.247632897537493,0,0,0,0,0,0
2,107,0.117492186003773,-0.214173511910973,0,0,0,0,0,0
3,107,0.210369905809261,-0.287547404209342,0,0,0,0,0,0
1,108,1.39150945133022,0.127323544922148,0,0,0,0,0,0
2,108,0.264934377745119,0.185974330205332,0,0,0,0,0,0
3,108,0.495756551528785,0.184753305894023,0,0,0,0,0,0
1,109,0.989419351891125,0.0402740035029917,0,0,0,0,0,0
2,109,1.62654424780758,-0.111400167044959,0,0,0,0,0,0
3,109,1.47155363661444,-0.145465982273358,0,0,0,0,0,0
1,110,1.70769461932801,-0.0275272011393548,0,0,0,0,0,0
2,110,1.00713397501605,0.253219106445737,0,0,0,0,0,0
3,110,1.3530288866679,0.29062891703364,0,0,0,0,0,0
1,111,1.21473384747895,-0.186991951242318,0,0,0,0,0,0
2,111,0.889672364508917,-0.181758228768855,0,0,0,0,0,0
3,111,0.72894988752053,-0.173527443727545,0,0,0,0,0,0
1,112,-1.03464098549323,-0.00723316897250062,0,0,0,0,0,0
2,112,-1.97740503756041,0.183682708970892,0,0,0,0,0,0
3,112,-0.956122850810145,-0.000464781513775686,0,0,0,0,0,0
1,113,-0.0752919260847671,-0.143384681431888,0,0,0,0,0,0
2,113,-0.172902678328328,-0.123023190793853,0,0,0,0,0,0
3,113,-0.78760181808714,-0.0916754588230277,0,0,0,0,0,0
1,114,1.10928504788485,-0.187083486958151,0,0,0,0,0,0
2,114,-0.099243308252067,0.130224429627452,0,0,0,0,0,0
3,114,0.219561649299397,-0.223623064967361,0,0,0,0,0,0
1,115,-0.0886828436126486,-0.162454178853295,0,0,0,0,0,0
2,115,-0.347596354209369,-0.153864741701214,0,0,0,0,0,0
3,115,-0.497692249592611,0.115587102485915,0,0,0,0,0,0
1,116,-0.233630902424802,-0.120435246775841,0,0,0,0,0,0
2,116,-0.843667139142794,-0.000488374615682519,0,0,0,0,0,0
3,116,0.194255059745557,-0.323211613870467,0,0,0,0,0,0
1,117,-0.240970863277552,-0.0729103823139693,0,0,0,0,0,0
2,117,-0.228516114403665,-0.072726299198832,0,0,0,0,0,0
3,117,-1.34429066880093,0.00376582172938131,0,0,0,0,0,0
1,118,-0.114254571209462,-0.223988856607786,0,0,0,0,0,0
2,118,-0.758322841871982,-0.0652212369795491,0,0,0,0,0,0
3,118,-0.673614568455419,-0.0225186974349802,0,0,0,0,0,0
1,119,0.457837241812836,-0.0494531800943529,0,0,0,0,0,0
2,119,0.107083908997676,-0.126188078340191,0,0,0,0,0,0
3,119,0.406481042796526,0.0375726674136823,0,0,0,0,0,0
1,120,0.708968058057727,-0.279748860383743,0,0,0,0,0,0
2,120,1.29802674768877,-0.304396837480759,0,0,0,0,0,0
3,120,1.2651148237352,-0.320843561984373,0,0,0,0,0,0
1,121,-0.952742032331076,-0.0659034304547673,0,0,0,0,0,0
2,121,-1.232733738824,0.224870966423351,0,0,0,0,0,0
3,121,-0.930472593218838,-0.0551706496811609,0,0,0,0,0,0
1,122,-0.0240656065951246,-0.17487994397451,0,0,0,0,0,0
2,122,0.497697819907701,-0.19765302562104,0,0,0,0,0,0
3,122,0.450922658557751,-0.191691610981717,0,0,0,0,0,0
1,123,0.206016382569348,-0.0657005277383732,0,0,0,0,0,0
2,123,0.111729284251007,-0.0817773243496077,0,0,0,0,0,0
3,123,0.952106618798599,-0.190650122462149,0,0,0,0,0,0
1,124,-1.13620007208142,0.0674714731563614,0,0,0,0,0,0
2,124,-0.231293795656348,0.0282478586873689,0,0,0,0,0,0
3,124,-0.354252093839447,0.0214291570218436,0,0,0,0,0,0
1,125,0.90116008650033,0.390661973211959,0,0,0,0,0,0
2,125,0.210385106990743,0.390661964845029,0,0,0,0,0,0
3,125,0.362371005235632,0.377807115302604,0,0,0,0,0,0
1,126,-0.356995087262499,0.239667686352569,0,0,0,0,0,0
2,126,0.371051778890787,0.236144164595356,0,0,0,0,0,0
3,126,1.73544359163261,0.141284521624613,0,0,0,0,0,0
1,127,-0.248633531831375,0.0414095024892113,0,0,0,0,0,0
2,127,0.489884197864424,0.0118657347444406,0,0,0,0,0,0
3,127,-0.325264581067743,0.0557682039309276,0,0,0,0,0,0
1,128,-1.18744102071494,-0.0328723609261572,0,0,0,0,0,0
2,128,-0.973870782935429,-0.0497929168977522,0,0,0,0,0,0
3,128,-0.753447234086961,-0.0593533072404758,0,0,0,0,0,0
1,129,0.00122906684000501,0.351540598418486,0,0,0,0,0,0
2,129,-0.316532652750704,0.274847907933884,0,0,0,0,0,0
3,129,0.771615051436011,0.0163794199777368,0,0,0,0,0,0
1,130,-0.251723964407526,0.0279368287627283,0,0,0,0,0,0
2,130,0.883426468640063,-0.0985831803404301,0,0,0,0,0,0
3,130,0.14859231193721,-0.00356764928786635,0,0,0,0,0,0
1,131,-0.684983187983262,0.0635615503037811,0,0,0,0,0,0
2,131,-0.645926075547481,0.0711219787821036,0,0,0,0,0,0
3,131,-0.609574404556829,0.0634619454040632,0,0,0,0,0,0
1,132,0.827067212379358,0.0400874815774875,0,0,0,0,0,0
2,132,1.05008922013004,0.00945860886133737,0,0,0,0,0,0
3,132,0.782535335310144,0.0257876550432218,0,0,0,0,0,0
1,133,-1.32312084949497,0.00674481536451499,0,0,0,0,0,0
2,133,-0.637676042174099,0.238876703124175,0,0,0,0,0,0
3,133,-0.660535359545715,-0.185315405190477,0,0,0,0,0,0
1,134,-1.19867333564069,-0.0364859383157128,0,0,0,0,0,0
2,134,-1.80601897713068,0.0582228713535666,0,0,0,0,0,0
3,134,-0.699502435082317,-0.241043428072189,0,0,0,0,0,0
1,135,0.114698184178036,-0.0264972764797329,0,0,0,0,0,0
2,135,-0.298297158589992,-0.0223900207432256,0,0,0,0,0,0
3,135,0.281002758314161,-0.0479050960714554,0,0,0,0,0,0
1,136,0.486826840324628,-0.136345679084632,0,0,0,0,0,0
2,136,0.311530517248083,-0.161901430737689,0,0,0,0,0,0
3,136,0.290217625650592,0.0682068822389084,0,0,0,0,0,0
1,137,-0.440718896757965,-0.220199045360492,0,0,0,0,0,0
2,137,-0.577593077668154,-0.210265614004416,0,0,0,0,0,0
3,137,-0.768686552187206,-0.220141094560284,0,0,0,0,0,0
1,138,0.0547358572350243,0.107809967183227,0,0,0,0,0,0
