id,b03_SAEM,b13_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha13_SAEM,alpha23_SAEM
1,4.31911,-0.169992,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
2,4.02278,-0.156114,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
3,6.5313,0.0879702,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
4,2.27916,0.0977985,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
5,2.52982,-0.19817,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
6,3.74622,-0.249054,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
7,4.24555,-0.158762,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
8,3.98743,-0.178528,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
9,4.53791,-0.06651,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
10,2.45226,-0.387928,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
11,3.27967,-0.203226,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
12,2.7309,-0.00714957,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
13,5.36136,-0.243092,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
14,4.56536,0.122241,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
15,5.25112,-0.165984,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
16,2.89591,-0.183723,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
17,2.69897,-0.203918,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
18,3.68899,-0.149917,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
19,2.83639,-0.383826,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
20,3.08249,-0.148005,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
21,4.12584,-0.0849728,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
22,2.38099,-0.273417,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
23,4.29452,-0.171309,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
24,4.27903,-0.353717,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
25,4.78616,-0.088247,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
26,2.9303,-0.15454,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
27,4.79495,-0.194098,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
28,4.70096,-0.0752644,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
29,3.21914,-0.245725,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
30,4.64087,0.0680506,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
31,4.2299,-0.078944,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
32,3.57607,-0.239466,0.0990906,0.0718105,0.723612,0.134216,0.462231,-0.13303
