rep,id,b03,b13,b06,b16,h1,h2,alpha13,alpha16,alpha23,alpha26,hcov1,hcov2,eta_b03,eta_b13,eta_b06,eta_b16,eta_h1,eta_h2,eta_alpha13,eta_alpha16,eta_alpha23,eta_alpha26,eta_hcov1,eta_hcov2
1,1,4.42697076293287,-0.0657985438202804,94.5947843553617,0.0389303401572752,6.09489638989021e-05,0.0742044907688737,0.773898850985876,1.00078977714716,-0.147408234157634,-0.211754988497754,5.61464695204597,-1.54732343798215,0.188562870989482,0.0872239311571312,1.08976229512565,0.0282108381475658,0,0,0,0,0,0,0,0
2,1,5.23152358689317,-0.178373452428265,91.1756965948733,-0.100890264027105,6.09489638989021e-05,0.0742044907688737,0.773898850985876,1.00078977714716,-0.147408234157634,-0.211754988497754,5.61464695204597,-1.54732343798215,0.993115694949785,-0.0253509774508538,-2.3293254653627,-0.111609766036814,0,0,0,0,0,0,0,0
3,1,4.45563813318326,-0.0300826561581827,95.1862402805572,-0.230545512144596,6.09489638989021e-05,0.0742044907688737,0.773898850985876,1.00078977714716,-0.147408234157634,-0.211754988497754,5.61464695204597,-1.54732343798215,0.217230241239873,0.122939818819229,1.68121822032121,-0.241265014154305,0,0,0,0,0,0,0,0
1,2,3.37428912258318,-0.0181253933741101,93.3884457078481,0.114323812692287,6.09489638989021e-05,0.0742044907688737,0.773898850985876,1.00078977714716,-0.147408234157634,-0.211754988497754,2.55211225092998,-0.703328835446431,-0.864118769360203,0.134897081603301,-0.116576352387938,0.103604310682577,0,0,0,0,0,0,0,0
2,2,2.98579694810051,0.0652993866111244,90.1535764844461,-0.0025053773675794,6.09489638989021e-05,0.0742044907688737,0.773898850985876,1.00078977714716,-0.147408234157634,-0.211754988497754,2.55211225092998,-0.703328835446431,-1.25261094384288,0.218321861588536,-3.35144557578994,-0.0132248793772888,0,0,0,0,0,0,0,0
3,2,3.87370707234766,-0.377178872006695,95.8141499376819,-0.0688431087433805,6.09489638989021e-05,0.0742044907688737,0.773898850985876,1.00078977714716,-0.147408234157634,-0.211754988497754,2.55211225092998,-0.703328835446431,-0.364700819595724,-0.224156397029284,2.30912787744589,-0.0795626107530899,0,0,0,0,0,0,0,0
1,3,2.76481075955206,-0.523454485708532,98.3945112608729,-0.247889915386961,6.09489638989021e-05,0.0742044907688737,0.773898850985876,1.00078977714716,-0.147408234157634,-0.211754988497754,3.06253470111598,-0.843994602535717,-1.47359713239133,-0.37043201073112,4.88948920063692,-0.25860941739667,0,0,0,0,0,0,0,0
2,3,3.18577911388507,-0.344408252376254,92.2990250963283,-0.162984414049085,6.09489638989021e-05,0.0742044907688737,0.773898850985876,1.00078977714716,-0.147408234157634,-0.211754988497754,3.06253470111598,-0.843994602535717,-1.05262877805831,-0.191385777398843,-1.20599696390772,-0.173703916058795,0,0,0,0,0,0,0,0
3,3,3.58691955276573,-0.465999620863092,92.6271019075465,-0.0330703075653861,6.09489638989021e-05,0.0742044907688737,0.773898850985876,1.00078977714716,-0.147408234157634,-0.211754988497754,3.06253470111598,-0.843994602535717,-0.651488339177654,-0.31297714588568,-0.877920152689484,-0.0437898095750955,0,0,0,0,0,0,0,0
1,4,2.83404251284392,-0.217446877282926,90.4413453278069,-0.210130293003828,6.09489638989021e-05,0.0742044907688737,0.773898850985876,1.00078977714716,-0.147408234157634,-0.211754988497754,4.08337960148797,-1.12532613671429,-1.40436537909947,-0.0644244023055141,-3.06367673242912,-0.220849795013537,0,0,0,0,0,0,0,0
