rep,id,eta_b0,eta_b1,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-3.18054729264882,-0.421354928444255,0,0,0,0,0,0,11
2,1,-4.5043517314791,-0.408183258281407,0,0,0,0,0,0,11
3,1,-0.940723184837491,-1.07002163410355,0,0,0,0,0,0,11
4,1,-2.04328961872498,-0.950284311789803,0,0,0,0,0,0,11
5,1,-2.57565920912547,-0.650854475002993,0,0,0,0,0,0,11
6,1,-1.45545728184822,-0.870924309939675,0,0,0,0,0,0,11
7,1,-2.83620615255847,-0.70830317315684,0,0,0,0,0,0,11
8,1,-1.44209609667022,-0.905462903030038,0,0,0,0,0,0,11
9,1,-5.04900003205435,-0.0410818004556444,0,0,0,0,0,0,11
10,1,-2.55949299437912,-0.660819627980945,0,0,0,0,0,0,11
1,2,0.357090244532916,-2.19758340320322,0,0,0,0,0,0,5
2,2,3.65899588214032,0.673457103437094,0,0,0,0,0,0,5
3,2,0.15322186172016,1.96917448097473,0,0,0,0,0,0,5
4,2,-0.589276580939201,0.375354238673685,0,0,0,0,0,0,5
5,2,-4.92889701925825,2.18651772786312,0,0,0,0,0,0,5
6,2,2.7838139280898,-2.8143126532403,0,0,0,0,0,0,5
7,2,0.243076081347029,-1.39810401296133,0,0,0,0,0,0,5
8,2,0.732087825390408,1.28709348431503,0,0,0,0,0,0,5
9,2,-2.88095641582502,-0.641366728161256,0,0,0,0,0,0,5
10,2,-1.15555059958508,-2.08177162954975,0,0,0,0,0,0,5
1,3,-7.12520489452203,-1.03511463894555,0,0,0,0,0,0,6
2,3,5.44652219813099,2.58411994686675,0,0,0,0,0,0,6
3,3,0.0488256201282429,0.709568900669981,0,0,0,0,0,0,6
4,3,2.84827211534425,-1.503257273311,0,0,0,0,0,0,6
5,3,-11.2367867539234,-3.32618777539098,0,0,0,0,0,0,6
6,3,-3.87610476526297,0.0931512735697104,0,0,0,0,0,0,6
7,3,-1.47450000974589,0.0519736366127724,0,0,0,0,0,0,6
8,3,-4.31458254723235,-2.67627151321841,0,0,0,0,0,0,6
9,3,-2.65635213515981,-1.29903921339848,0,0,0,0,0,0,6
10,3,2.35944170982794,1.55385402565188,0,0,0,0,0,0,6
1,4,1.31171363655061,0.373729461937224,0,0,0,0,0,0,8
2,4,-0.482780771523423,0.774769102811574,0,0,0,0,0,0,8
3,4,3.36296569468025,-1.34668876269119,0,0,0,0,0,0,8
4,4,2.80573664751849,-0.592591703184906,0,0,0,0,0,0,8
5,4,5.2486880700919,-2.43905821739052,0,0,0,0,0,0,8
6,4,1.44806193257012,-1.32739115284249,0,0,0,0,0,0,8
7,4,1.7551155065781,-0.378366225304043,0,0,0,0,0,0,8
8,4,1.37226910337598,1.91451477370455,0,0,0,0,0,0,8
9,4,-0.848418781708881,-0.986138433195953,0,0,0,0,0,0,8
10,4,1.24133360315568,-1.29672887491285,0,0,0,0,0,0,8
1,5,-2.40150737424497,1.49574582924648,0,0,0,0,0,0,3
2,5,6.76840740568046,0.630206119699159,0,0,0,0,0,0,3
3,5,-0.307015582357394,1.58407893366028,0,0,0,0,0,0,3
4,5,2.29344187363364,0.948992381339219,0,0,0,0,0,0,3
5,5,1.88725560295014,1.29601651621113,0,0,0,0,0,0,3
6,5,-4.63732551440098,1.95241739738297,0,0,0,0,0,0,3
7,5,-1.84717891800586,1.67612685829413,0,0,0,0,0,0,3
8,5,0.329564873874967,0.956912480115832,0,0,0,0,0,0,3
9,5,-0.492579751048741,1.13043308314822,0,0,0,0,0,0,3
10,5,2.12991845088469,0.761229927291598,0,0,0,0,0,0,3
1,6,-1.82543646071219,1.94774451206697,0,0,0,0,0,0,2
