rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23
1,1,0.0344619640129267,-0.00556294874678952,-0.0752878115710827,-0.319255956842307,0,0,0,0,0,0,0,0
2,1,-0.0198786813473326,-0.00732868036637966,0.429728825452415,-0.563389686567606,0,0,0,0,0,0,0,0
3,1,-0.00935063953325876,-0.00507547675028363,-1.08006759601342,-0.164836420583882,0,0,0,0,0,0,0,0
1,2,0.0496028618895403,0.00172643374521861,-0.776691153914596,0.11893842012067,0,0,0,0,0,0,0,0
2,2,0.0445784016872768,0.000797580588581751,-0.884234994602484,0.138167868829541,0,0,0,0,0,0,0,0
3,2,-0.0145296105887986,0.00590584795672547,-1.34526892616138,0.137426435851679,0,0,0,0,0,0,0,0
1,3,-0.0268336713623478,-0.00216273896861026,1.77667127907175,0.0834905910662939,0,0,0,0,0,0,0,0
2,3,0.00413539911570204,-0.0036995462369592,1.4882509073302,0.0912160202315747,0,0,0,0,0,0,0,0
3,3,-0.00702403952043262,-0.00461257602589344,1.62380186995455,0.123363974734939,0,0,0,0,0,0,0,0
1,4,0.00398199495650609,-0.00256293161076317,-0.20437453415085,-0.0474600722085605,0,0,0,0,0,0,0,0
2,4,0.00941570541736336,0.0024053406424944,-0.0842041220445866,0.0641987314258619,0,0,0,0,0,0,0,0
3,4,0.0269372020979075,0.00138022242791215,-0.854143968506682,0.13766909367264,0,0,0,0,0,0,0,0
1,5,0.0313964848751356,-0.000501296355042292,-0.116335137232537,-0.113759247188466,0,0,0,0,0,0,0,0
2,5,-0.0594763178858448,-0.000792135426548011,0.573785869138549,-0.0857303948878106,0,0,0,0,0,0,0,0
3,5,0.0503601132517391,-0.0106417079371851,-0.653058902179032,-0.0458998944793517,0,0,0,0,0,0,0,0
1,6,0.0509693951771633,-0.00800575558469871,-1.42343563294062,0.0785325470959089,0,0,0,0,0,0,0,0
2,6,0.00551479703034818,-0.00345496388893715,0.0152974806567361,-0.16732094772507,0,0,0,0,0,0,0,0
3,6,0.00536366792692444,0.0067739405883015,-1.65411577729831,-0.0764481359410621,0,0,0,0,0,0,0,0
1,7,-0.0246554206336933,-0.000522775921604296,1.81159996519343,-0.107866693585421,0,0,0,0,0,0,0,0
2,7,0.039723428251512,0.00525605329000016,0.175268213693102,-0.0292580006291954,0,0,0,0,0,0,0,0
3,7,-0.080405655314169,0.00348940154425334,0.215403267693089,-0.19135677651565,0,0,0,0,0,0,0,0
1,8,-0.0172148475675051,-0.0041261964658124,-0.956201509096936,0.131360405604037,0,0,0,0,0,0,0,0
2,8,0.00956597105485191,0.00235588734696129,-0.777898072953763,-0.217522709581554,0,0,0,0,0,0,0,0
3,8,0.00345005727958547,0.000300166233137715,-0.677316714011585,0.0535312973367292,0,0,0,0,0,0,0,0
1,9,0.00932299164758277,0.00235845834818455,0.0494455879198812,0.17834293056495,0,0,0,0,0,0,0,0
2,9,-0.0357859561918037,0.00428816520904023,0.301404822775135,0.132605873516175,0,0,0,0,0,0,0,0
3,9,-0.0166550609726821,0.00230528458518689,-0.245368811856098,0.192385770288204,0,0,0,0,0,0,0,0
1,10,-0.0133978846297467,-0.00360939804860222,0.478757319935011,-0.129684498234002,0,0,0,0,0,0,0,0
2,10,0.0330231377954622,0.00319351802931964,0.168564739832104,-0.0906237883595607,0,0,0,0,0,0,0,0
3,10,-0.015341789946298,-0.00251184806936735,-0.24019364522456,0.120245045353944,0,0,0,0,0,0,0,0
1,11,-0.0069363035435881,0.00892200018686627,-1.46152137166353,0.0430526867807732,0,0,0,0,0,0,0,0
2,11,0.00877453407272988,-0.000511634174129371,-0.962334746929727,0.0991237892510414,0,0,0,0,0,0,0,0
3,11,-0.0119848785745589,0.00166302332747851,-0.815758242371377,0.0422491534113402,0,0,0,0,0,0,0,0
1,12,-0.0311718311925793,0.00245669345893737,-0.0742135128448869,-0.0178425191912722,0,0,0,0,0,0,0,0
2,12,-0.0547806892643505,0.00364747029954038,-0.218021898239119,0.00969447759163608,0,0,0,0,0,0,0,0
3,12,-0.0399698515982116,0.00280836045158235,-0.0674532746323742,-0.00815572627171063,0,0,0,0,0,0,0,0
1,13,0.034767688266542,0.00192563777474109,0.389173174497389,0.0185408575208136,0,0,0,0,0,0,0,0
2,13,0.0257001983153176,0.000744844019974067,-0.351536001412743,0.0808289251049802,0,0,0,0,0,0,0,0
3,13,0.0627305339339435,-0.00370183583903173,0.239656249758315,0.00804668263157943,0,0,0,0,0,0,0,0
1,14,-0.0494049538588603,-0.00158032125500015,-1.02650961616743,0.0583439783134787,0,0,0,0,0,0,0,0
2,14,-0.0204927375995316,-0.0018247803593477,-0.684897277421884,-0.104338348974133,0,0,0,0,0,0,0,0
3,14,-0.0813730645545672,-0.00780822788736533,-0.880624038398902,-0.0139425984323986,0,0,0,0,0,0,0,0
1,15,-0.0249714580089977,0.0071685460783858,-0.541018341362276,-0.130579437728033,0,0,0,0,0,0,0,0
2,15,0.0255596945392798,-0.00199980045577493,-0.290570259849568,-0.209776685693586,0,0,0,0,0,0,0,0
3,15,0.0116794615958966,-0.00282809077842556,-0.451578575178998,0.0394220481064015,0,0,0,0,0,0,0,0
1,16,0.0154830757040347,0.00384106480577091,0.0628127359161033,-0.0321226254053628,0,0,0,0,0,0,0,0
2,16,0.00337462709374936,0.00483899627933771,-0.353706659332389,0.000571114553885921,0,0,0,0,0,0,0,0
3,16,0.0091365558873715,0.00516531099088466,0.0722169982883933,0.0226556368288749,0,0,0,0,0,0,0,0
1,17,0.0114403669579026,-0.00466405778333914,0.73577943525885,-0.0740141953529331,0,0,0,0,0,0,0,0
2,17,-0.0174774410028569,0.00016251688026777,0.623901778769115,-0.0388437687333259,0,0,0,0,0,0,0,0
3,17,0.00658375731456218,0.0110123002166852,0.779238342062484,-0.0967614536254124,0,0,0,0,0,0,0,0
1,18,0.00208001910686306,0.00320213200116738,1.29364683157685,-0.231035682920575,0,0,0,0,0,0,0,0
2,18,-0.0326100347068694,0.00755190599535153,0.563143833936743,-0.0330830256093954,0,0,0,0,0,0,0,0
3,18,0.0290080619581357,0.00170002924712642,1.01782861509203,-0.141610755628974,0,0,0,0,0,0,0,0
1,19,0.0560790317668109,0.00389164495057618,-0.25019424840727,0.129292670193442,0,0,0,0,0,0,0,0
2,19,0.0290886533779231,0.00380257949795032,-0.199704345847934,-0.225438523663478,0,0,0,0,0,0,0,0
3,19,0.0471747904389179,-0.00602176462981263,0.858619518324048,-0.0280145187286182,0,0,0,0,0,0,0,0
1,20,-0.0148968677451471,-0.00618543611477174,-1.74963539120908,-0.138018127514665,0,0,0,0,0,0,0,0
2,20,-0.0185472546782632,-0.00559777319726497,-2.29207565256807,0.0424729085013712,0,0,0,0,0,0,0,0
3,20,-0.0023732016574316,-0.00650079558392534,-1.55279712123819,-0.1459287615505,0,0,0,0,0,0,0,0
1,21,0.0721259012586195,-0.000343730408734139,0.715303255479395,-0.124476884318157,0,0,0,0,0,0,0,0
2,21,0.0601171796435587,0.00188503530288489,0.516347366673932,-0.0806629531269725,0,0,0,0,0,0,0,0
3,21,0.0335174893987258,-0.000752821066034646,1.20780478583495,-0.215703450299891,0,0,0,0,0,0,0,0
1,22,0.0181252241974237,-0.00544422702628783,-0.475226252745728,-0.0988249524796111,0,0,0,0,0,0,0,0
2,22,0.0178571026643981,-0.00915210840527691,-0.647510908152118,-0.0808448408289862,0,0,0,0,0,0,0,0
3,22,-0.0258265226897061,-0.00385828272619311,-0.155163590897745,-0.094290640987098,0,0,0,0,0,0,0,0
1,23,-0.0370253919235966,0.00222720046614205,0.209604263757231,-0.30429262943834,0,0,0,0,0,0,0,0
2,23,-0.0167611185363024,-0.00305512475574741,0.170317836927409,-0.347521530408907,0,0,0,0,0,0,0,0
3,23,-0.0383258969166906,0.00129332788799503,0.0186938001300376,-0.273192684616293,0,0,0,0,0,0,0,0
1,24,-0.0581721759040486,0.00261230087227251,-0.423001647891053,-0.13811662227218,0,0,0,0,0,0,0,0
2,24,-0.0164760338216849,-0.00110891319692311,0.0118178988526596,-0.196296257950104,0,0,0,0,0,0,0,0
3,24,-0.0203688026965967,0.00211819892067821,-0.84728823536904,-0.154654330684081,0,0,0,0,0,0,0,0
1,25,-0.0282543542635985,-0.00895622632058802,-0.222964876910197,0.157480791505347,0,0,0,0,0,0,0,0
2,25,-0.0471810788772942,-0.0127416549082569,-0.858349773562324,0.260590894229444,0,0,0,0,0,0,0,0
3,25,-0.0997718563475809,-0.000624756749115307,0.425532976857196,-0.0490744812231295,0,0,0,0,0,0,0,0
1,26,0.025968970643544,0.000437403828807209,1.08060056961765,0.0168485046891199,0,0,0,0,0,0,0,0
2,26,0.0953175306781979,-0.00378930255366188,1.45374679073637,-0.02829622474841,0,0,0,0,0,0,0,0
3,26,0.0386115337295179,0.000998017309124822,1.0375643835327,0.0377265888984182,0,0,0,0,0,0,0,0
1,27,0.0491207466688248,-0.00269596133173019,-0.614963892967605,-0.165936853136666,0,0,0,0,0,0,0,0
2,27,0.0183924691198705,-0.00144941819137771,-0.616963955165731,-0.155011113642528,0,0,0,0,0,0,0,0
3,27,-1.34029470331143e-05,0.000461838647647324,-0.239211846572733,-0.174483150594911,0,0,0,0,0,0,0,0
1,28,0.0318926735305123,0.00199010402421549,-0.954169828691123,0.149748002588529,0,0,0,0,0,0,0,0
2,28,0.0632021438839487,0.00998981018327839,-0.736652863103018,0.174439332478002,0,0,0,0,0,0,0,0
3,28,-0.0434182985638776,0.00534651596055913,-0.849489068604431,-0.0864709618564801,0,0,0,0,0,0,0,0
1,29,0.0129727975176746,-0.000940094248395647,-1.04807093880837,0.0414274102966048,0,0,0,0,0,0,0,0
2,29,0.037734317098578,0.000292677523988805,-0.623646072984467,-0.0204936435313172,0,0,0,0,0,0,0,0
3,29,0.0399534735897893,-0.00713349618278105,0.0271897173460918,0.0424471105931593,0,0,0,0,0,0,0,0
1,30,-0.0172558227024249,-0.00568803664909946,-1.12148280811519,0.0615963734419494,0,0,0,0,0,0,0,0
2,30,-0.055234881448067,-0.000380261855106337,-1.29221773250284,-0.16805366183956,0,0,0,0,0,0,0,0
3,30,-0.0964517565995306,0.00130988568584404,-1.34097088675722,-0.169509762119847,0,0,0,0,0,0,0,0
1,31,0.0107093354064602,-0.005042647612713,-0.62153383107004,0.0318847812677857,0,0,0,0,0,0,0,0
2,31,-0.0064449812846803,-0.00318380460347113,0.360260583820465,-0.0307602685067279,0,0,0,0,0,0,0,0
3,31,-0.0327329694861325,-0.00174059381985315,-0.111703425947064,0.0163495309352057,0,0,0,0,0,0,0,0
1,32,0.0350199787876111,-0.00603967536129057,0.779143317089601,-0.183427184695144,0,0,0,0,0,0,0,0
2,32,0.00372377749045683,-0.000196358098492938,0.942597968340807,-0.0221542276958959,0,0,0,0,0,0,0,0
3,32,0.027263139536859,0.00270364315728756,0.267929530831523,0.341630458928994,0,0,0,0,0,0,0,0
1,33,0.060192799810741,0.0101011858099499,1.45210242490134,-0.0455053032144515,0,0,0,0,0,0,0,0
2,33,0.0214181265981814,0.0126486328472329,0.876994324389758,0.00210322027356347,0,0,0,0,0,0,0,0
3,33,0.0117285362649957,0.0122122581602719,1.49129776244018,-0.0350950684139209,0,0,0,0,0,0,0,0
1,34,0.0507260101594094,-0.00796187349338077,0.598775017997972,0.0568470365720714,0,0,0,0,0,0,0,0
2,34,0.0406902147097741,-0.00469529426517212,0.279710169087226,-0.0442914904838694,0,0,0,0,0,0,0,0
3,34,0.0711595783768013,-0.00171644383166408,-0.683040201542148,0.199359834347414,0,0,0,0,0,0,0,0
1,35,0.0570562638165262,0.0138883972417318,-0.73061234037403,0.110296160685889,0,0,0,0,0,0,0,0
2,35,0.0765195707455097,0.0139619288810499,-0.855854759062878,0.133536167286255,0,0,0,0,0,0,0,0
3,35,0.0939688597585082,0.0119773612139111,-0.471026390583896,0.0994308889999638,0,0,0,0,0,0,0,0
1,36,0.0344975082736898,-0.00487554592993069,0.318234475426521,-0.0291439300364905,0,0,0,0,0,0,0,0
2,36,0.0305794887774979,-0.00181786096392798,0.0219327836455863,0.0225380957846946,0,0,0,0,0,0,0,0
3,36,0.0391207939821792,0.000269937132994672,0.954243058987937,0.0202808160738237,0,0,0,0,0,0,0,0
1,37,-0.0550342432310922,0.00345710394758224,0.610458795399665,0.188632910194446,0,0,0,0,0,0,0,0
2,37,0.0111794835158472,0.00847941030793852,0.154418302571567,0.187382644939467,0,0,0,0,0,0,0,0
3,37,-0.0212461757262981,0.012131133017577,0.266200650621491,-0.000358563744777024,0,0,0,0,0,0,0,0
1,38,-0.0525198038443078,0.00625184630882956,-0.914307317625795,0.0433356489158143,0,0,0,0,0,0,0,0
2,38,-0.00275512784993204,-0.00201044143267852,-0.579666581146778,-0.0550760856770272,0,0,0,0,0,0,0,0
3,38,-0.0294292779349474,-0.000468556096720941,-0.0338662476667322,0.0222988406134595,0,0,0,0,0,0,0,0
1,39,-0.0465343867343133,0.00531910478866606,0.00711751292016771,0.316418548780188,0,0,0,0,0,0,0,0
2,39,-0.0243362706323174,0.00457377491755785,0.0370261964725271,0.191256048216903,0,0,0,0,0,0,0,0
3,39,-0.106110434590128,0.00146554969856597,-0.404304927778522,0.0622373995982915,0,0,0,0,0,0,0,0
1,40,0.00791707481296466,0.000714124358902204,-1.23563223034728,-0.190518845781853,0,0,0,0,0,0,0,0
2,40,0.0299505124051596,0.00246444028539003,-1.19969525599017,-0.226600634945076,0,0,0,0,0,0,0,0
3,40,-0.00911371827480956,0.00802655741668155,-1.19274929915963,-0.355820791416992,0,0,0,0,0,0,0,0
1,41,0.0153667677853351,0.007523227054106,1.88846232052689,0.235212714261924,0,0,0,0,0,0,0,0
2,41,-0.002715082464114,-0.00476934713700138,1.27592177851936,-0.0123243471371418,0,0,0,0,0,0,0,0
3,41,0.0630598898223278,0.00438758068138035,1.84417367268537,0.161522324868826,0,0,0,0,0,0,0,0
1,42,-0.0362222594673867,-0.00218507889871679,0.860257053628272,0.484153566096818,0,0,0,0,0,0,0,0
2,42,-0.0104659622072241,0.00766819692863794,0.497625964525858,0.0834094728352917,0,0,0,0,0,0,0,0
3,42,-0.0251188643824287,-0.00780886411633674,0.347853241985851,0.0147702313372605,0,0,0,0,0,0,0,0
1,43,-0.0294299655842805,0.000647284430207713,0.611783048682854,-0.109928862250235,0,0,0,0,0,0,0,0
2,43,-0.0214555908553775,0.000193977973153108,-0.0409749376491062,-0.0852886898876845,0,0,0,0,0,0,0,0
3,43,-0.0474734226692952,0.00156291821267177,-0.0915175602667544,-0.0697958624188169,0,0,0,0,0,0,0,0
1,44,-0.02174875227721,0.0019750057039767,-0.211825939037678,0.16395225517907,0,0,0,0,0,0,0,0
2,44,0.0133778443894004,-0.0040793554613234,0.136130807027087,0.121220667435909,0,0,0,0,0,0,0,0
3,44,0.0140078769401395,-0.000609711093295119,-0.243681927792835,0.110835807739459,0,0,0,0,0,0,0,0
1,45,-0.0704507241304348,-0.0047173113299755,-0.610041360446393,0.493604057961704,0,0,0,0,0,0,0,0
2,45,-0.0998534634566353,-0.00272391152139684,-0.518840183344548,0.422677509736493,0,0,0,0,0,0,0,0
3,45,-0.0844207763054277,0.00613286696606722,-0.216151959936452,-0.00553129159804153,0,0,0,0,0,0,0,0
1,46,0.117604193757613,-0.00218452217092031,-0.0307095686450261,-0.135510895331321,0,0,0,0,0,0,0,0
2,46,0.128465539085246,0.00199905519615238,-0.45922873344408,0.219015592819126,0,0,0,0,0,0,0,0
3,46,0.0689018407193807,-0.0040232667197658,0.0799922165083231,0.00948077495973096,0,0,0,0,0,0,0,0
1,47,-0.0430247687810752,0.00615188780008716,-0.792094226583232,-0.196160380878339,0,0,0,0,0,0,0,0
2,47,-0.0216950478997981,-0.00310273156773316,0.146088175616169,0.107159552752515,0,0,0,0,0,0,0,0
3,47,-0.0319428684889909,-0.00508357609503684,-0.548142159338073,-0.249072158496656,0,0,0,0,0,0,0,0
1,48,-0.105912176142831,0.00755597476781774,1.20666607426702,-0.0758286725772545,0,0,0,0,0,0,0,0
2,48,-0.0813542870913908,0.00587277908610126,1.17371037490723,-0.0684400040219924,0,0,0,0,0,0,0,0
3,48,-0.0776972982638977,0.00628937779692466,0.556331484760224,-0.0322689485305748,0,0,0,0,0,0,0,0
1,49,-0.000151037291244549,0.00435794682551782,0.482541330823619,-0.0932540452787937,0,0,0,0,0,0,0,0
2,49,-0.0139549672444677,-0.00355990231316111,0.353317569700082,-0.0485402563488254,0,0,0,0,0,0,0,0
3,49,0.0617288992906166,0.00539143254799623,0.0630352287787961,0.272021163548946,0,0,0,0,0,0,0,0
1,50,-0.0109347235610446,0.000611043047981781,-1.93412836165894,-0.0634509395277695,0,0,0,0,0,0,0,0
2,50,0.05128060769818,-0.000668836974953177,-0.691261421464073,-0.0733979751838361,0,0,0,0,0,0,0,0
3,50,0.0630926236688749,-0.0047100939094275,0.151859268576988,0.0722933408569371,0,0,0,0,0,0,0,0
1,51,-0.0618242864097143,0.00196690798509146,1.79324092052544,-0.149294168199392,0,0,0,0,0,0,0,0
2,51,-0.0679536152637841,0.00546801682733575,0.828160030302883,0.166052305834656,0,0,0,0,0,0,0,0
3,51,0.00292698659240997,-0.000741510670622565,2.07665704198653,-0.0415844247627993,0,0,0,0,0,0,0,0
1,52,-0.0218584289966133,-0.00622794313521707,-0.43505716705516,-0.0571027545637665,0,0,0,0,0,0,0,0
2,52,-0.0277547586384088,0.0014669943349076,-0.576596135419733,-0.00379172247004278,0,0,0,0,0,0,0,0
3,52,-0.00580086388248713,-0.00370290532705095,-0.235983085565253,-0.147134748525435,0,0,0,0,0,0,0,0
1,53,0.0357616851304048,0.00325278790671448,-1.22827012487986,0.0691722090107212,0,0,0,0,0,0,0,0
2,53,-0.0028927718042242,0.00624825557100934,-0.491147557012953,0.0759161538989378,0,0,0,0,0,0,0,0
