rep,id,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,0.00678621945503899,-0.0191038101777388,1.59168848244883,-8.01709973899758,0,0,0,0,0,0,11
2,1,-0.082678469275014,1.40371986995935,-0.309293024414897,2.88326556436572,0,0,0,0,0,0,11
3,1,-0.122531210389144,-0.0265265132069277,2.68248234864645,3.08978103773911,0,0,0,0,0,0,11
4,1,-0.264863674098959,0.530974080377988,-0.411498017943687,1.72060585999618,0,0,0,0,0,0,11
5,1,0.0970460316150152,-1.32523741932807,2.04720232405697,4.73661526092095,0,0,0,0,0,0,11
6,1,0.0490813026685437,-1.25606256544208,-0.798982699753539,2.76875900466033,0,0,0,0,0,0,11
7,1,0.126926980970823,-0.38650915085139,2.95274923944349,-6.57387766666911,0,0,0,0,0,0,11
8,1,-0.20539304217689,0.248979172022469,-0.737862830642408,-3.46848190818245,0,0,0,0,0,0,11
9,1,0.151529229049457,1.01389921759847,-0.179179058660379,-1.73550466520627,0,0,0,0,0,0,11
10,1,-0.236479127977677,-1.06542350068004,2.95237922454346,0.227770074114239,0,0,0,0,0,0,11
1,2,0.264205815043757,2.11005585229115,0.855653586584173,2.95167352491882,0,0,0,0,0,0,5
2,2,0.201521199903679,-1.79221929111933,0.731710848021256,0.583915566024741,0,0,0,0,0,0,5
3,2,0.0264508513187458,2.29945789611714,-0.973983104827092,-8.35306460647933,0,0,0,0,0,0,5
4,2,-0.281988384628555,-1.36084239201682,1.52887322863817,-7.20617401159965,0,0,0,0,0,0,5
5,2,-0.248397284946274,-0.468753940038024,-2.3134899274885,-0.965034593201162,0,0,0,0,0,0,5
6,2,-0.0736896138179262,-3.00922729105523,1.15418621011942,-0.516009611755976,0,0,0,0,0,0,5
7,2,0.0738385739211678,0.8666516000239,0.908608135696888,11.3344880067185,0,0,0,0,0,0,5
8,2,0.217329176377409,1.85446493132421,1.22531512357924,-2.03623613971831,0,0,0,0,0,0,5
9,2,-0.255412394036491,-1.0644326646207,0.409528475302158,-3.93398667133195,0,0,0,0,0,0,5
10,2,-0.100246395184811,1.17907271514337,2.36496102300882,-8.64242776460725,0,0,0,0,0,0,5
1,3,-0.301255436025559,-2.10342524089963,1.67776852388525,-1.67853988941791,0,0,0,0,0,0,6
2,3,0.0776599310476236,-0.0747654968527551,0.526482250640302,-1.82602116010312,0,0,0,0,0,0,6
3,3,0.553049462470634,-0.92448296512127,1.24985880355936,0.813681952037449,0,0,0,0,0,0,6
4,3,0.131236118088387,-0.127713740466515,-2.4855166782728,-2.06664287402684,0,0,0,0,0,0,6
5,3,-0.212665998751509,1.96733074975378,-0.598475002377397,2.37601810829214,0,0,0,0,0,0,6
6,3,-0.16340944210445,-1.80270598789141,0.864194123599718,-3.58725313818772,0,0,0,0,0,0,6
7,3,-0.360174824064155,1.43733479601957,-0.519344889615941,0.929769758334478,0,0,0,0,0,0,6
8,3,-0.0474710108910674,-1.22346434220407,-3.83060552831893,-3.65375527996793,0,0,0,0,0,0,6
9,3,0.0928900724870285,-0.266665801912972,2.84135614281475,4.12541222844024,0,0,0,0,0,0,6
10,3,0.455055939404563,-1.42929819624863,-2.44087314235972,-4.43452390618691,0,0,0,0,0,0,6
1,4,0.134983468804753,-0.213243667121287,0.249070715095034,-0.967399073993866,0,0,0,0,0,0,8
2,4,0.0436952019479691,2.21739648810305,0.171515769113036,-3.86019575930788,0,0,0,0,0,0,8
3,4,-0.25501621294507,1.11322824443946,0.375986525093321,-2.43931373983767,0,0,0,0,0,0,8
4,4,-0.127541456265944,-3.03459365319274,-1.39585957326088,-6.09712075271747,0,0,0,0,0,0,8
5,4,0.155527631308361,0.0943044495891163,-1.23425693017016,3.13270657836765,0,0,0,0,0,0,8
6,4,-0.0572580429297682,2.55655258939542,3.56021961560975,-6.83966282051119,0,0,0,0,0,0,8
7,4,0.193039567725137,0.762689113542871,-3.47031095224197,-2.23984440318065,0,0,0,0,0,0,8
8,4,0.104472944832416,0.414427931411314,-0.23835689404709,-1.20012350713688,0,0,0,0,0,0,8
9,4,0.127600903244403,-2.60297346368711,0.403129492653038,4.41578273239358,0,0,0,0,0,0,8
10,4,-0.0536898759547952,0.146667210650543,-1.39061394293645,3.63582818888157,0,0,0,0,0,0,8
