parameter,value
b01_pop,4.76268702968868
b11_pop,-0.167578977313431
b21_pop,-0.165257999089216
a1_pop,5.27011155863269
b02_pop,7.4016251328452
b12_pop,0.00253662690392231
b03_pop,4.30309975601737
b13_pop,-0.157281889729921
p1_pop,0.0242788485450669
g1_pop,0.101423190631
p2_pop,0.791285548581732
g2_pop,0.131722679679224
alpha11_pop,0.200894595444789
alpha12_pop,-12.9119088488737
alpha13_pop,0.824628802525932
alpha21_pop,-0.174192991991929
alpha22_pop,4.1335316177196
alpha23_pop,-0.17578930191703
omega_b01,1.9741368221663
omega_b11,0.118833285552882
omega_b21,0.0730947979446309
omega_a1,0.787055298774961
omega_b02,0.0395963910777289
omega_b12,0.00527581368173316
omega_b03,0.905905249487413
omega_b13,0.148257112043554
b_1,0.293277186172427
a_2,0.0502481917825733
a_3,0.695757816814877
