"parameter" "value" "se_sa" "rse_sa"
"b01_pop" 4.58824605782364 0.129861200608945 2.83030157869393
"b11_pop" -0.16546264964749 0.0237986376341503 14.3830874731259
"b21_pop" -0.15899391956173 0.0209892679528339 13.2013022955163
"a1_pop" 4.26795180346937 0.833787758315697 19.5360162604911
"b02_pop" 7.39937455620665 0.00286150102013695 0.0386722012570198
"b12_pop" 0.00267091694643701 0.000477051394232243 17.8609595056345
"b03_pop" 4.18257855346519 0.0586672653346556 1.40265782422785
"b13_pop" -0.144539446851383 0.0124099161436441 8.5858334274685
"p1_pop" 0.0740060141509067 0.0261447675562508 35.3278957882242
"g1_pop" 0.0856254594776818 0.0194139581371226 22.6731141129617
"p2_pop" 0.722757744584934 0.0268763254966745 3.71858007721648
"g2_pop" 0.136797714164292 0.0156756758384632 11.4590188397716
"alpha11_pop" 0.129903908981066 0.04385108438722 33.7565549267739
"alpha12_pop" -9.4832615724397 3.30939360571309 34.8972089447672
"alpha13_pop" 0.528060369869454 0.0920223238486404 17.4264779368673
"alpha21_pop" -0.121762188213871 0.0418350933955366 34.3580334824918
"alpha22_pop" -0.000810441118887438 0.226997837988026 28009.1708944439
"alpha23_pop" -0.207685312758112 0.0502324327678303 24.1868007423016
"omega_b01" 1.82175236755698 0.0985395075737251 5.40905061130066
"omega_b11" 0.110619235473708 0.0148075459459645 13.3860497973555
"omega_b21" 0.0738721801557859 0.0160115840939428 21.6747144326548
"omega_a1" 0.931561677673068 0.183354025902668 19.6824354519031
"omega_b02" 0.0383964148108953 0.00241637368675473 6.29322737202293
"omega_b12" 0.00517455931646101 0.000355493265371776 6.8700201047247
"omega_b03" 0.873177791297507 0.0467436766436915 5.3532828147441
"omega_b13" 0.155335024408423 0.00934084829820484 6.01335618530238
"b_1" 0.309291770643658 0.00655180560884527 2.11832522902581
"a_2" 0.0500584814224972 0.000791093333592269 1.58033825859675
"a_3" 0.711685163268988 0.01345510485732 1.89059791488649
